chrom	start	end	aCD14-PBMC-1313.bedgraph_rolled	aCD14-PBMC-1382.bedgraph_rolled	aCD14-PBMC-1389.bedgraph_rolled	bCD19-PBMC-1313.bedgraph_rolled	bCD19-PBMC-1382.bedgraph_rolled	bCD19-PBMC-1389.bedgraph_rolled	cCD4-PBMC-1313.bedgraph_rolled	cCD4-PBMC-1382.bedgraph_rolled	cCD4-PBMC-1389.bedgraph_rolled	dCD8-PBMC-1313.bedgraph_rolled	dCD8-PBMC-1382.bedgraph_rolled	dCD8-PBMC-1389.bedgraph_rolled	eCD56-PBMC-1313.bedgraph_rolled	eCD56-PBMC-1382.bedgraph_rolled	eCD56-PBMC-1389.bedgraph_rolled
chr1	924955	924957	0.431	0	0.333	0.6	0	0.302	0	0.143	0	0.4	NA	0	0.667	0	NA
chr1	924967	924969	0.222	0	0.333	0.25	0.4	0.298	NA	0.167	0	0.542	0.5	0	0.333	0	NA
chr1	924973	924975	0.338	0	0.333	0.67	0	0.3	NA	0	0	0.22	NA	0	0.333	0	NA
chr1	924980	924982	0.099	0	0.5	0.5	0	0.3	NA	0	0	0.254	0.5	0.247	0.333	0	NA
chr1	924982	924984	0.198	0	0.333	0.5	0.667	0.333	NA	0.4	0	0.33	NA	0.198	1	0.2	NA
chr1	924989	924991	0.362	0	0.5	NA	0	0.427	NA	0.497	0	0.17	0.5	0.22	0.4	0	NA
chr1	925006	925008	0.36	0	0.333	NA	0	0.141	NA	0.333	0	0.33	NA	0.286	0.333	0	NA
chr1	925011	925013	0.18	0	0.333	NA	0	0.1	NA	0.5	0	0.17	NA	0.22	0	0	NA
chr1	925019	925021	0.458	0	0.333	0.5	0	0.444	NA	0.402	0	0.33	NA	0.247	0.333	0	NA
chr1	925029	925031	0.376	0	0.333	1	0	0.222	NA	0.402	0.333	0.17	NA	0.226	0.333	0.2	NA
chr1	925034	925036	0.33	NA	NA	NA	0.5	0.2	NA	0.503	NA	0.17	0.5	0.5	0.5	0	NA
chr1	925038	925040	0.429	NA	0.333	NA	0	0.111	NA	0.503	0	0.289	0.5	0.571	0.283	0	NA
chr1	925046	925048	0.283	NA	0.5	NA	0	0.111	NA	0	0	0.429	0.5	0.22	0.283	0	NA
chr1	925065	925067	0.333	NA	0.333	0.67	0	0.111	NA	0.503	0.497	0.143	0	0.298	0.67	0	NA
chr1	925067	925069	0.429	NA	0.333	0.503	0	0.111	NA	0.333	0	0.167	0.5	0.298	0.4	0.25	NA
chr1	925079	925081	0.33	NA	NA	0.5	0	0	0	0	0	0.25	NA	0.33	0.57	0	NA
chr1	925082	925084	0.337	0.5	0.333	0.4	0	0.125	0.333	0.4	0	0.2	0.5	0.337	0.43	0	NA
chr1	925084	925086	0.226	0	0.333	0.2	0	0.143	0	0.4	0	0.2	0.5	0.25	0.57	0.5	NA
chr1	925086	925088	0.337	0	0.333	0.4	0	0	0	0.6	0	0	0.5	0.498	0.6	0.5	NA
chr1	925088	925090	0.503	0	0.333	0.4	0	0.501	0.333	0.4	0	0	0.5	0.298	0.6	0.333	NA
chr1	925097	925099	0.286	NA	0.333	0.4	0	0	0.333	0.4	0	0.333	0.5	0.298	0.43	0	NA
chr1	925106	925108	0.372	NA	0.333	0.427	0.2	0	0	0.4	0	0	0.5	0.253	0.43	0	NA
chr1	925115	925117	0.375	NA	0.5	0.667	0	0	0	0.4	0	0.165	0	0.308	0.57	0	NA
chr1	925122	925124	0.628	NA	0.333	0.427	0.2	0	0	0.4	0.33	0.2	0.5	0.091	0.57	0.333	NA
chr1	925152	925154	0.22	NA	0.75	0.557	0.333	0.333	0	0.4	0	0.284	0.5	0.249	0.43	0	NA
chr1	925163	925165	0.247	NA	0.75	0.5	0.247	0.427	0	NA	NA	0.33	1	0.374	0.43	0.333	NA
chr1	925165	925167	0.378	NA	0.75	0.429	0	0.2	0	NA	NA	0.165	0.5	0.375	0.57	0	NA
chr1	925170	925172	0.128	NA	0.75	0.5	0.247	0	0	NA	NA	0.4	NA	0.337	0.57	0	NA
chr1	925179	925181	0.286	NA	0.75	0.5	0.247	0	0	NA	NA	0.165	NA	0.287	0.496	0	NA
chr1	925183	925185	0.167	NA	0.75	0.702	0	0.111	0	NA	NA	0.165	NA	0.43	0.396	0	NA
chr1	925196	925198	0.247	NA	0.75	0.4	0.33	0.2	0	NA	NA	0.165	0	0.286	0.364	0	NA
chr1	925219	925221	0	NA	0.667	0.443	0	0.111	NA	NA	NA	0.5	0.5	0.143	0.123	0	NA
chr1	925232	925234	0.25	NA	0.5	0.374	NA	0.374	NA	NA	NA	0.5	0.5	0.2	0.333	0	NA
chr1	925240	925242	0.5	NA	0.5	0.249	NA	0	NA	NA	NA	0.5	NA	0.602	0.333	0	NA
chr1	925248	925250	0.25	NA	NA	0.286	NA	0.222	NA	NA	NA	0.5	NA	NA	0.5	0	NA
chr1	925259	925261	0	NA	0.5	0.286	NA	0	NA	NA	NA	0.5	NA	0.5	0.503	0	NA
chr1	925272	925274	0.247	NA	0.5	0.167	NA	0.111	NA	NA	NA	NA	NA	1	0.4	0	NA
chr1	925274	925276	0	NA	0.5	0.333	NA	0.222	NA	NA	NA	NA	NA	0.5	0.2	0	NA
chr1	925282	925284	0.247	NA	0.5	0.398	NA	0.25	NA	NA	NA	NA	NA	0.5	0.497	0.5	NA
chr1	925288	925290	0.25	NA	NA	0.198	NA	0	NA	NA	NA	NA	NA	0.5	0.503	NA	NA
chr1	925306	925308	NA	NA	NA	0.33	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	925310	925312	0	NA	NA	0.141	NA	0	NA	NA	NA	0	NA	NA	0.5	NA	NA
chr1	925314	925316	0	NA	NA	0	NA	0	NA	NA	NA	0	NA	NA	0.5	0	NA
chr1	925318	925320	0.5	NA	NA	0.333	NA	0	NA	NA	NA	0	NA	NA	0.5	0	NA
chr1	925324	925326	0	NA	NA	0	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA
chr1	925328	925330	0	NA	NA	0.167	NA	0.333	NA	NA	NA	0	NA	NA	NA	0	NA
chr1	925330	925332	0	NA	NA	0.429	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA
chr1	925332	925334	0.497	NA	NA	0	NA	0.333	NA	NA	NA	0	NA	NA	NA	0	NA
chr1	925335	925337	0	NA	NA	0.143	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA
chr1	925347	925349	0.247	NA	NA	0	NA	0.333	NA	NA	0	0	0	NA	0	NA	0
chr1	925352	925354	0.503	NA	NA	0.143	NA	0.333	NA	NA	0	0	0	NA	0	0.333	1
chr1	925355	925357	0	NA	NA	0	NA	0	NA	NA	0	0	0	NA	0	0	1
chr1	925357	925359	0	NA	NA	0.143	NA	0	NA	NA	0	0.5	0	NA	0.333	0	1
chr1	925363	925365	0	NA	1	0.125	NA	0	NA	NA	0	0	0	0.333	0.667	0.333	1
chr1	925365	925367	0	NA	1	0.247	NA	0	NA	NA	0	0	0	0.333	0	0	1
chr1	925367	925369	0	NA	1	0.198	NA	0.25	NA	NA	0.503	0	0	0	0	0	1
chr1	925369	925371	0.198	NA	1	0	NA	0.25	NA	NA	0.2	0	0	0.333	0	0	1
chr1	925376	925378	0.198	0.5	0.5	0	NA	0.25	NA	0	0	0.75	0	0	0	0.333	1
chr1	925380	925382	0.198	0	1	0.184	NA	0.25	NA	0.5	0	0.398	0.33	0.398	0	0	1
chr1	925383	925385	0.398	0	0.5	0.253	NA	0.5	NA	0	0	0	0.67	0.165	0	0	0
chr1	925386	925388	0.2	0	0.5	0.165	NA	0.333	NA	0	0	0.2	0	0	0	0	1
chr1	925411	925413	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	925421	925423	0.198	0.5	0.4	0	0.333	0.247	NA	0	0	0	0	0.284	0.25	0	1
chr1	925439	925441	0	0	0.4	0	0.333	0.4	NA	0.333	0	0.167	0	0.111	0	0.2	1
chr1	925442	925444	0.143	0	0.2	0	0.667	0.2	NA	0	0	0.167	0.4	0.333	0	0	1
chr1	925444	925446	0	0	0.2	0.111	0.333	0.247	NA	0.333	0	0.25	0	0	0	0.2	1
chr1	925450	925452	0.143	0	0.167	0.125	0.667	0.6	0	0	0	0.6	0.6	0.125	0.167	0	1
chr1	925459	925461	0.286	0	0.333	0.111	0.333	0.2	0	0	0	0.333	0.333	0.125	0	0	0
chr1	925475	925477	0.111	0	0.283	0.111	0.667	0.247	0.5	0	0.2	0.283	0.333	0.125	0	0	1
chr1	925482	925484	0.111	0	0.376	0	0.25	0.165	0.5	0.198	0.2	0.333	0.333	0.125	0	0.2	0.667
chr1	925489	925491	0	0	0.333	0.167	0.5	0.165	0.4	0	0	0.254	0.125	0.113	0	0	0.8
chr1	925492	925494	0.25	0	0.167	0	0.167	0.33	0.2	0	0	0.404	0.379	0.22	0.143	0	0.667
chr1	925494	925496	0.25	0	0.167	0	0.143	0.335	0.4	0	0	0.09	0.2	0	0	0	0
chr1	925511	925513	0.251	0.333	0.167	0.333	0.141	0.335	0.33	0	0	0.099	0.167	0.091	0.165	0	0.25
chr1	925522	925524	0.222	0	0.167	0	0.284	0.333	0.5	0	0	0.636	0.497	0.25	0	0.167	0
chr1	925527	925529	0.364	0	0.167	0	0.284	0.198	0.33	0	0	0.182	0.2	0	0	0	0
chr1	925535	925537	0.644	NA	0	0	0.141	0.198	0.43	0	0.6	0.107	0.4	0	0.165	0.2	0
chr1	925537	925539	0.464	NA	0.286	0	0.284	0.198	0.43	0	0	0.099	0.25	0.125	0.165	0	0
chr1	925544	925546	0.417	NA	0.249	0	0	0	0.43	0	0	0.198	0.753	0.111	0.402	0	0.25
chr1	925557	925559	0.305	NA	0.167	0	0	0.083	0.29	0	0	0.364	0.25	0.113	0.25	0	0
chr1	925559	925561	0.413	NA	0.167	0.2	0	0.083	0.2	0	0	0.198	0.25	0.125	0.25	0	0
chr1	925566	925568	0.382	NA	0	0	0	0.1	0.29	0.25	0	0.198	0.2	0	0	0	0
chr1	925575	925577	0.357	NA	0.167	0	0	0.332	0.29	0	0	0.413	0.2	0	0.333	0	0
chr1	925578	925580	0.503	NA	0.2	0	0	0.154	0.29	0	0	0.504	0.2	0	0	0.247	0
chr1	925581	925583	0.429	NA	0.4	0.43	0	0	0.33	0	0	0.413	0.2	0	0	0	0.333
chr1	925584	925586	0.305	NA	0.167	0.335	0	0.235	0.29	0.5	0	0.462	0.5	0	0	0	0
chr1	925591	925593	0.357	NA	0.198	0.335	0	0.083	0.29	0	0	0.231	0.33	0.125	0.333	0	0
chr1	925596	925598	0.429	NA	0.333	0.402	0.333	0.141	0.29	0.333	0	0.248	0.335	0	0	0	0
chr1	925618	925620	0.276	NA	0.398	0.4	0	0.077	0	0	0.333	0.11	0.247	0.1	0	0.333	0
chr1	925625	925627	0.33	NA	0.247	0.802	0.333	0.385	0	0.5	0.333	0.1	0.247	0	0	0	0.75
chr1	925634	925636	0.23	NA	0.247	0.402	0	0.077	0	0	0.5	0.33	0.247	0	0.333	0.247	0
chr1	925640	925642	0.212	NA	0.247	0.402	NA	0.091	0	0	0.5	0.25	0.33	0	0.333	0.25	0
chr1	925656	925658	0.364	NA	0.25	0.402	0	0	0.33	0	NA	0.11	0.33	0.123	0	0	0
chr1	925658	925660	0.248	NA	0.2	0.402	0	0	0.33	0	NA	0.25	0.33	0	0	0	0
chr1	925670	925672	0.222	NA	0.25	0.402	0	0	0.33	0	NA	0.11	0	0	0	0	0
chr1	925673	925675	0.165	NA	0.5	0.503	0	0	0.33	0	NA	0.1	0	0	0.33	0	0
chr1	925683	925685	0.44	NA	0.2	0.503	0	0	0.33	0.5	NA	0.33	0	0	0	0	NA
chr1	925696	925698	0.18	0	0.4	0.503	0	0	0.5	0	NA	0.297	0	0	0	0.33	NA
chr1	925699	925701	0.18	0	0.2	0.503	0.198	0	0.5	0.333	NA	0.338	0	0	0	0.33	NA
chr1	925709	925711	0.18	0	0.4	0.75	0	0.077	0.5	0	NA	0.364	0	0	0.5	0.33	0
chr1	925718	925720	0.11	0	0	0.503	0	0	0.5	0	NA	0.455	0	0	0.2	0.33	0
chr1	925751	925753	0.297	0	0.247	0.4	0.2	0.128	0.5	0	0.5	0.504	0	0.333	0.249	0.67	0
chr1	925754	925756	0.099	0	0.247	0.6	0.167	0	0.5	0	0.5	0.396	0	0.5	0.374	0.33	0
chr1	925758	925760	0.107	0	0	0.5	0.167	0.22	0.5	0	0.5	0.338	NA	0.333	0.427	0.33	0
chr1	925760	925762	0.222	0	0	0.5	0	0.22	0.5	0	0.5	0.396	NA	0	0.374	0.33	0
chr1	925771	925773	0.107	0.497	0	0.333	0.2	0.247	0.5	0.333	0.5	0.429	NA	0.5	0.376	0.67	0
chr1	925778	925780	0	0	0	0.4	0.125	0.375	NA	0	0.5	0.499	NA	0.2	0.222	0.33	0
chr1	925791	925793	0	0	0	0.4	0.222	0.247	NA	0	0.5	0.396	NA	0	0.333	0.5	0
chr1	925796	925798	0	0.247	0	0.6	0.3	0.247	NA	0	0.5	0.604	NA	0.333	0.4	0.25	0
chr1	925814	925816	0.111	0.333	0.2	0.573	0.111	0.2	NA	0	0.5	0.535	NA	0	0.4	0.5	0
chr1	925826	925828	0	0	0	0.573	0.111	0.27	NA	0	NA	0.504	0	0.454	0.4	0.25	0.2
chr1	925832	925834	0	0	0	0.667	0.284	0.167	NA	0	0.333	0.413	0	0	0.336	0.2	0
chr1	925837	925839	0.33	0.5	0.4	0.833	0.18	0.25	NA	0	0.333	0.427	0	0	0.417	0	0
chr1	925860	925862	0.098	0	0.146	0.5	0.284	0.237	NA	0	0	0.417	0	0.304	0.502	0	0.247
chr1	925869	925871	0	0	0.128	0.5	0.25	0.333	0	0	0	0.27	0	0	0.366	0	0
chr1	925871	925873	0.083	0.5	0.253	0.5	0.165	0.124	0.5	0	0	0.214	0	0.2	0.4	0	0
chr1	925879	925881	0	0	0.113	0.5	0.271	0.296	1	0	0	0.308	0	0	0.398	0	0
chr1	925884	925886	0.08	NA	0.223	0.5	0.359	0.388	NA	0	0	0.305	0.5	0.296	0.498	0	0
chr1	925906	925908	0.071	NA	0.113	0.626	0.116	0.262	0	NA	0	0.141	0	0	0.333	0	0
chr1	925916	925918	0.214	NA	0.102	0.626	0.173	0.115	0.33	0	0.5	0.2	0	0	0.444	0	0
chr1	925936	925938	0.188	0	0.093	0.626	0.133	0.105	0	0.333	0.167	0.293	0	0	0.222	0	0
chr1	925972	925974	0.053	0.167	0.251	0.402	0.188	0.2	0.25	0.333	0	0.349	0.333	0	0.444	0	0
chr1	925979	925981	0.133	0	0.22	0.5	0.053	0.169	0.5	0	0	0.351	0	0.124	0.25	0	0
chr1	925987	925989	0.223	0.167	0.4	0.5	0.198	0.222	0.25	0	0	0.185	0	0	0.375	0	0
chr1	925995	925997	0.189	0.167	0.22	0.5	0.116	0.167	0.2	0	0	0.409	0	0.125	0.375	0	0
chr1	926008	926010	0.199	0	0.247	0.4	0	0	0.25	0	0.198	0.263	0	0	0.333	0.5	0
chr1	926021	926023	0.18	0	0.247	0.167	0	0.07	0.5	0	0.247	0.385	0	0	0.286	NA	0
chr1	926028	926030	0.25	0	0.2	0	0	0.228	0.25	0	0.398	0.367	0	0	0.143	NA	0
chr1	926057	926059	0.167	0	0.167	0	0	0.333	0.398	0.247	0.398	0.297	0.333	0.141	0.196	NA	0
chr1	926072	926074	0.333	0	0.25	0	0.1	0.25	0.602	0.25	0.2	0.438	0	0.141	0.5	NA	0
chr1	926094	926096	0.167	NA	0.167	0	0	0.141	0.5	0	0.25	0.356	0	0.143	0.165	0.33	0.198
chr1	926117	926119	0	NA	0.2	0	0.143	0.176	0.167	0.333	0.2	0.307	0	0.222	0.354	0.33	0
chr1	926139	926141	0.146	NA	0.429	0.25	0.333	0.357	0.2	0	0	0.43	0.4	0.335	0.181	0.33	0
chr1	926156	926158	0.429	0.247	0.335	0	0.402	0.397	0.333	0.402	0	0.575	0.333	0.141	0.333	0.33	0.333
chr1	926167	926169	0.146	0	0.2	0	0	0.284	0.2	0	0	0.2	0.167	0	0.09	0.33	0
chr1	926194	926196	0.429	0.571	0.497	0.25	0.5	0.412	0.333	0	0	0.429	0.167	0.251	0.336	NA	1
chr1	926209	926211	0.429	0	0.4	0	0.167	0.337	0.25	0.25	0	0.186	0.5	0	0	0	0
chr1	926217	926219	0.372	0	0.284	0.602	0.167	0.427	0.25	0.5	0.2	0.311	0.167	0	0.223	0	0
chr1	926221	926223	0.666	0.2	0.165	0.497	0.333	0.396	0.25	0.25	0.4	0.33	0.167	0.165	0.67	0	0.4
chr1	926230	926232	0.247	0.67	0.33	0	0.429	0.251	0.25	0	0.5	0.199	0.33	0.333	0.143	0	0.2
chr1	926248	926250	0.29	0.17	0.2	0.5	0.625	0	0	0.2	0	0.14	0	0	0	0	0
chr1	926250	926252	0.666	0.5	0.626	0.802	0.375	0.2	0.25	0.497	0	0.442	0.33	0.357	0.469	0	0.598
chr1	926297	926299	0.624	0.4	0.501	0.429	0.333	0.546	1	0.25	0.167	0.234	0	0.136	0.6	0	0.75
chr1	926340	926342	0.283	0	0.123	0.375	0	0.202	0	0	0	0.468	0.402	0.091	0.436	0	0.2
chr1	926367	926369	0.626	0.165	0.714	0.875	0.8	0.82	0.667	0	0.667	0.59	0.835	0.771	0.717	0.5	0.667
chr1	926381	926383	0.5	0.198	0.545	0.625	0.444	0.626	0.333	0.5	0.602	0.602	0.802	0.424	0.692	0.5	0.667
chr1	926420	926422	0.667	0.247	0.624	0.716	0.333	0.71	0.667	0.667	0.5	0.65	0.667	0.427	0.752	0	0.75
chr1	926505	926507	0.859	1	0.859	0.716	0.5	0.75	0.5	0.857	1	0.774	0.5	1	0.736	1	0.835
chr1	926508	926510	1	1	1	1	0.833	1	0.5	0.857	1	0.956	1	1	0.931	1	1
chr1	926526	926528	1	0.753	0.875	1	1	0.867	NA	1	NA	1	0.835	1	0.931	0.667	1
chr1	926590	926592	1	1	0.875	1	0.857	1	NA	0.751	1	1	1	0.833	1	1	1
chr1	926664	926666	0.909	0.598	1	1	0.857	0.876	0.67	0.923	0.835	0.942	0.833	0.78	0.848	1	0.833
chr1	926916	926918	0.857	1	1	1	1	1	1	0.667	1	0.868	1	0.667	0.786	1	1
chr1	926920	926922	1	1	1	1	1	0.835	0.854	0.753	1	0.934	1	0.877	0.835	1	0.75
chr1	926928	926930	1	0.875	1	1	1	1	1	1	1	0.892	1	1	1	1	1
chr1	926997	926999	0.89	1	1	1	0.5	1	1	1	1	1	0.667	1	1	1	0.75
chr1	927015	927017	1	0.889	1	1	0.875	0.913	1	1	1	0.949	NA	1	1	1	1
chr1	927039	927041	1	1	0.872	0.917	0.8	1	0.8	1	1	0.862	NA	0.716	0.885	1	0.667
chr1	927090	927092	1	1	0.83	1	0.833	0.772	1	0.802	1	0.927	1	1	0.938	0.8	NA
chr1	927125	927127	0.854	1	1	1	1	1	1	1	1	0.936	0.8	1	0.945	0.6	1
chr1	927140	927142	0.864	1	1	0.9	0.891	1	1	1	1	0.934	1	1	0.948	0.714	1
chr1	927188	927190	0.824	1	0.716	1	0.499	0.855	0.75	0.835	1	0.667	0.503	0.665	1	0.5	0.67
chr1	927221	927223	0.374	0.333	0.663	0.751	0.223	0.365	1	0.335	0	0.59	0.128	0.143	0.56	0.6	0.33
chr1	927287	927289	0.923	1	1	1	0.857	1	1	0.667	1	0.859	1	1	0.836	1	1
chr1	927322	927324	1	1	1	1	1	0.857	NA	1	0.753	0.816	0.571	0.628	1	1	1
chr1	927374	927376	0.571	1	0.872	0.667	1	1	1	0.667	0.8	0.816	0.854	1	1	0.6	1
chr1	927387	927389	0.714	1	1	1	0.8	1	1	1	0.714	1	1	1	0.936	1	NA
chr1	927399	927401	1	NA	0.833	0.6	1	0.835	1	0.753	0.875	0.9	1	1	1	1	NA
chr1	927421	927423	0.571	NA	0.571	0.602	0.67	0.667	0.67	0.75	1	0.875	0.6	1	0.918	1	NA
chr1	927476	927478	0.859	NA	1	0.67	1	0.5	0.75	0	0.497	0.729	0.429	0.667	0.875	0.667	1
chr1	927485	927487	0	NA	0.5	0	0.333	0.2	0	0.333	0	0.33	NA	0	0.38	1	0
chr1	927629	927631	1	1	1	0.898	0.753	1	1	1	1	1	0.753	0.891	0.909	0.802	1
chr1	927663	927665	1	1	0.667	1	0.571	0.901	1	0.753	0.802	1	1	0.797	1	1	1
chr1	927755	927757	0.898	1	1	1	0.67	0.751	1	0.8	1	0.954	0.815	0.823	1	0.802	NA
chr1	927782	927784	1	NA	0.75	1	0.877	0.777	1	0.6	0.5	0.957	1	0.667	0.947	0.835	NA
chr1	927903	927905	0.876	1	0.802	0.777	0.695	1	1	1	0.5	0.735	0.667	0.333	0.947	0.75	1
chr1	927917	927919	0.876	0.835	1	0.89	0.92	1	1	0.753	1	0.929	1	0.667	0.95	0.667	1
chr1	927930	927932	1	1	1	1	0.924	0.802	1	1	1	0.909	1	0.667	0.905	1	1
chr1	927934	927936	0.939	0.802	0.872	1	0.788	0.833	1	1	0.667	0.917	0.833	1	0.897	1	1
chr1	927942	927944	1	1	1	0.857	1	0.833	1	1	1	1	1	1	1	1	1
chr1	927949	927951	0.709	0.753	0.571	1	0.82	1	1	0.833	1	1	1	0.5	0.942	1	1
chr1	928114	928116	0.872	1	1	1	0.833	1	0.875	NA	1	0.802	0.911	0.5	1	1	1
chr1	928126	928128	1	0.835	1	1	1	0.857	1	NA	0.875	1	0.902	1	1	0.833	1
chr1	928158	928160	0.9	0.503	1	0.833	0.777	0.749	0.89	1	0.857	1	0.891	0.8	1	1	1
chr1	928163	928165	1	1	1	1	0.833	0.891	1	0.598	1	1	0.857	1	1	1	1
chr1	928167	928169	0.8	0.667	1	0.5	1	0.891	0.67	1	0.857	0.848	0.774	0.75	1	1	1
chr1	928174	928176	0.25	0	0	0.25	0.2	0	1	0	0	0.5	0	0	0.5	0	0
chr1	928188	928190	1	0.5	1	1	1	1	1	0.833	0.859	1	0.667	1	1	1	1
chr1	928208	928210	1	NA	1	1	0	0.859	1	0	0.859	1	0	1	1	0	1
chr1	928218	928220	0.9	NA	1	1	0.5	0.716	1	0.713	0.67	0.77	0.802	1	1	1	0.5
chr1	928247	928249	1	1	1	1	0.875	0.714	0.835	1	1	0.936	0.665	1	1	0	NA
chr1	928251	928253	0.88	1	1	0.5	1	1	0.598	1	1	0.82	NA	1	0.5	NA	NA
chr1	928259	928261	0.83	1	1	0.6	0.835	1	0.5	1	1	0.71	0.667	1	NA	NA	NA
chr1	928315	928317	1	1	1	1	0.67	1	1	0.815	1	1	0.835	1	1	NA	NA
chr1	928322	928324	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1
chr1	928353	928355	1	1	1	1	1	1	0.75	0.917	1	1	0.835	1	1	NA	0.667
chr1	928385	928387	0.913	1	1	0.857	1	1	0.5	1	1	0.942	1	1	1	1	NA
chr1	928480	928482	1	1	1	1	0.635	1	0.5	0.889	1	0.861	0.835	0.833	1	1	1
chr1	928505	928507	0.899	1	1	1	0.8	0.75	1	0.854	0.857	0.888	0.75	0.889	1	1	1
chr1	928535	928537	0.949	1	1	0.907	0.625	1	NA	1	0.835	0.87	1	0.667	0.935	1	0.5
chr1	928551	928553	0.932	1	1	1	1	0.917	NA	1	1	1	1	0.876	1	1	0.6
chr1	928553	928555	1	1	0.835	1	1	1	NA	1	1	1	1	0.75	0.94	1	0.802
chr1	928561	928563	1	0.833	1	1	0.891	0.902	1	0.804	1	0.962	0.802	0.75	1	1	0.6
chr1	928586	928588	0.858	1	1	0.917	0.78	0.835	0.802	0.891	1	0.697	0.802	0.778	0.94	0.33	1
chr1	928596	928598	1	1	1	0.82	0.835	0.907	0.598	1	1	0.942	1	0.57	1	1	1
chr1	928654	928656	0.333	1	0.889	1	0.284	0.7	0.5	0.557	0.859	0.801	1	1	0.752	0.833	0.5
chr1	928690	928692	0.777	1	0.802	0.8	0.753	0.917	1	0.857	0.8	0.911	0.667	1	0.893	0.8	NA
chr1	928709	928711	0.625	0.67	1	0.714	0.8	1	0.75	0.5	0.75	1	1	1	0.574	1	NA
chr1	928734	928736	1	1	1	1	0.8	1	1	1	1	0.875	1	1	1	1	NA
chr1	928749	928751	1	1	1	0.746	1	1	1	0.833	1	1	1	1	1	1	NA
chr1	928762	928764	1	0.75	0.833	0.703	0.833	0.89	0.67	0.602	1	0.753	0.5	0.666	0.8	1	NA
chr1	928775	928777	1	1	1	1	0.833	0.904	1	1	1	0.753	1	1	1	1	NA
chr1	928932	928934	0.374	NA	0.875	0.438	0.286	0.778	1	0.6	0.57	0.5	0	0.556	0.667	0.398	1
chr1	928988	928990	0.502	NA	0.498	0.627	0.128	0.717	0.753	0.2	0.5	0.497	0.5	0.453	0.5	0.875	NA
chr1	929009	929011	0.212	NA	0.385	0.248	0.167	0.33	0.6	0.667	0.67	0.738	0.333	0.387	0.615	0.333	0.5
chr1	929034	929036	0.331	NA	0.234	0.645	0.289	0.376	1	0.602	0.503	0.65	0	0.538	0.64	0.667	1
chr1	929043	929045	0.525	NA	0.64	0.644	0.499	0.6	1	0.667	0.5	0.667	0.25	0.465	0.535	0.752	0.33
chr1	929073	929075	1	0.667	1	0.75	0.877	0.835	1	0.833	0.78	0.722	0.25	0.875	1	0.783	NA
chr1	929146	929148	1	1	1	1	0.753	1	1	0.8	0.872	1	0.8	0.875	0.882	0.815	NA
chr1	929167	929169	1	1	1	0.875	0.753	0.75	1	0.8	0.571	1	0.8	0.75	1	0.726	NA
chr1	929170	929172	0.939	0.753	0.911	1	0.875	1	0.857	1	0.876	1	0.75	0.875	0.889	0.667	NA
chr1	929193	929195	0.942	1	1	0.859	0.876	1	1	1	1	0.893	1	0.8	0.948	0.835	NA
chr1	929195	929197	0.938	1	0.907	0.859	0.778	0.78	1	1	1	1	1	1	0.948	0.765	NA
chr1	929201	929203	0.922	0.835	1	1	0.778	0.901	1	0.5	1	0.893	0.333	1	0.95	0.831	NA
chr1	929205	929207	1	1	1	1	0.778	1	1	0.5	1	1	1	1	1	1	NA
chr1	929208	929210	1	1	0.887	1	0.75	1	1	1	1	1	1	1	0.948	0.831	NA
chr1	929210	929212	0.831	1	0.875	1	0.778	0.833	0.666	1	1	1	0.333	0.8	0.845	0.666	NA
chr1	929218	929220	1	0.835	1	1	0.778	1	0.86	1	1	1	1	0.667	0.945	0.82	NA
chr1	929226	929228	0.9	0.8	1	1	0.698	1	1	1	0.602	0.9	1	0.833	0.944	0.625	NA
chr1	929233	929235	1	0.667	0.911	1	0.777	1	0.67	1	0.398	1	1	0.854	0.948	0.5	0.5
chr1	929258	929260	1	1	1	1	1	1	1	1	0.716	1	1	0.86	0.934	0.876	1
chr1	929262	929264	0.833	0.6	0.909	1	0.889	0.778	1	0.872	0.802	0.924	1	0.621	0.927	1	1
chr1	929280	929282	0.33	0.426	0.772	0.58	0.5	0.751	1	1	0.598	0.801	0.5	0.67	0.909	0.777	0.753
chr1	929301	929303	0.857	0.877	1	1	0.602	0.833	0.86	0.875	0.602	1	0.75	0.717	0.868	0.75	1
chr1	929305	929307	1	1	0.929	0.917	0.6	0.624	1	0.663	0.714	0.717	0.4	0	0.859	1	1
chr1	929310	929312	0.667	0.78	0.926	1	0.625	0.624	1	0.887	0.8	0.768	0.854	0.711	0.846	1	1
chr1	929354	929356	1	0.889	0.936	0.857	1	1	0.714	0.714	0.75	0.753	0.904	0.75	1	0.802	1
chr1	929368	929370	1	1	0.939	0.714	1	0.92	1	1	0.753	1	1	0.753	1	1	1
chr1	929401	929403	1	0.913	1	0.917	1	1	0.667	0.753	0.8	0.875	0.663	0.4	0.785	0.83	1
chr1	929422	929424	1	0.917	1	0.727	0.887	0.902	0.5	1	1	0.868	0.696	1	0.867	0.711	1
