chrom	start	end	q	diff	#cpg	p(MWU)	p(2dks)	mNeu	others	CD4	CD8	nB	NK	Mn	mNeu.1	m8	DC	Eo	Tr	m4	Mg	Er	mB	mycpgcount	mNeu-CD4	mNeu-CD8	mNeu-nB	mNeu-NK	mNeu-Mn	mNeu-m8	mNeu-DC	mNeu-Eo	mNeu-Tr	mNeu-m4	mNeu-Mg	mNeu-Er	mNeu-mB	maxCompartmentwisedelta	minCompartmentwiseDelta
chr2	30924891	30925042	1.6684e-06	-0.877561	4	1.0361000000000001e-08	1.4549999999999998e-09	0.064583	0.94214	0.9790833333333334	0.95525	0.9765	0.9728333333333332	0.966	0.06458333333333333	0.927	0.9634166666666668	0.777	0.909875	0.93625	0.9740000000000001	0.845375	0.9708333333333332	4	-0.9145003333333336	-0.8906669999999999	-0.911917	-0.9082503333333334	-0.901417	-0.862417	-0.8988336666666668	-0.7124170000000001	-0.8452919999999999	-0.871667	-0.909417	-0.7807919999999999	-0.9062503333333334	-0.7124170000000001	-0.9145003333333336
chr2	43311090	43311172	4.1354e-11	-0.926074	7	7.5828e-14	8.0479e-15	0.01181	0.9378799999999999	0.9819047619047618	0.9479523809523808	0.9651904761904762	0.9717142857142856	0.8527619047619047	0.01180952380952381	0.9825000000000002	0.8199047619047618	0.8527857142857144	0.956	0.9800714285714286	0.9762142857142856	0.9544285714285716	0.9759523809523808	7	-0.9700947619047618	-0.9361423809523808	-0.9533804761904762	-0.9599042857142857	-0.8409519047619047	-0.9706900000000002	-0.8080947619047618	-0.8409757142857144	-0.94419	-0.9682614285714286	-0.9644042857142856	-0.9426185714285716	-0.9641423809523808	-0.8080947619047618	-0.9706900000000002
chr2	44163410	44163562	1.4952e-12	-0.883333	8	4.5075e-14	2.0015999999999998e-16	0.060875	0.94421	0.9725	0.9459583333333332	0.9569583333333334	0.9629166666666666	0.9553333333333331	0.060874999999999985	0.94825	0.947125	0.7829375000000001	0.9665	0.962625	0.962375	0.935	0.940375	8	-0.911625	-0.8850833333333333	-0.8960833333333333	-0.9020416666666666	-0.8944583333333332	-0.8873749999999999	-0.88625	-0.7220625	-0.905625	-0.90175	-0.9015	-0.874125	-0.8795	-0.7220625	-0.911625
chr2	46407033	46407076	4.5082000000000006e-08	-0.894891	5	1.5056e-10	2.1773999999999998e-11	0.060867	0.95576	0.9771333333333334	0.9888666666666668	0.9719333333333332	0.9728666666666664	0.9337333333333332	0.06086666666666666	0.9690000000000001	0.9411333333333334	0.9226	0.9659	0.9576	0.9458	0.8792	0.9676	5	-0.9162663333333334	-0.9279996666666668	-0.9110663333333332	-0.9119996666666664	-0.8728663333333333	-0.908133	-0.8802663333333334	-0.8617329999999999	-0.905033	-0.896733	-0.884933	-0.818333	-0.906733	-0.818333	-0.9279996666666668
chr2	70260570	70260869	1.1365e-10	-0.878035	7	7.5828e-14	2.5119e-14	0.01481	0.89284	0.9144761904761906	0.8849523809523809	0.9658095238095238	0.955904761904762	0.8427142857142859	0.014809523809523809	0.9424285714285714	0.7913809523809524	0.8093571428571428	0.9017142857142856	0.9002142857142859	0.941	0.9131428571428571	0.8608095238095237	7	-0.8996661904761906	-0.8701423809523811	-0.9509995238095238	-0.941094761904762	-0.8279042857142859	-0.9276185714285714	-0.7765709523809524	-0.7945471428571428	-0.8869042857142856	-0.8854042857142859	-0.92619	-0.8983328571428572	-0.8459995238095237	-0.7765709523809524	-0.9509995238095238
chr2	95113698	95113860	1.8381e-09	-0.8357530000000001	6	3.1642e-12	5.7408e-13	0.10194	0.9377	0.9821111111111112	0.955	0.9740000000000002	0.9691666666666666	0.8271111111111112	0.10194444444444443	0.9803333333333332	0.8273333333333334	0.9146666666666666	0.9716666666666668	0.9681666666666668	0.9414166666666668	0.9204166666666668	0.9821666666666669	6	-0.8801711111111111	-0.85306	-0.8720600000000002	-0.8672266666666666	-0.7251711111111112	-0.8783933333333332	-0.7253933333333333	-0.8127266666666666	-0.8697266666666666	-0.8662266666666668	-0.8394766666666666	-0.8184766666666667	-0.8802266666666667	-0.7251711111111112	-0.8802266666666667
chr2	99476412	99476488	1.3045e-07	-0.8793639999999999	5	1.5056e-10	7.4897e-11	0.041933	0.9213	0.9649333333333332	0.9364666666666668	0.9776	0.9448666666666669	0.8224666666666666	0.04193333333333333	0.9799	0.7835999999999999	0.8411	0.9738	0.9682	0.9347	0.9509	0.9386	5	-0.9230003333333332	-0.8945336666666667	-0.935667	-0.9029336666666667	-0.7805336666666666	-0.937967	-0.7416669999999999	-0.799167	-0.931867	-0.926267	-0.892767	-0.908967	-0.8966670000000001	-0.7416669999999999	-0.937967
chr2	208354966	208355515	1.2677e-08	-0.905745	6	2.4672e-12	5.1274e-12	0.022972	0.9287200000000001	0.9751111111111112	0.964	0.9753333333333334	0.9673333333333334	0.8372222222222222	0.022972222222222224	0.9465833333333334	0.8695555555555555	0.7475833333333334	0.963	0.9730000000000002	0.9545	0.9174166666666668	0.959277777777778	6	-0.9521391111111112	-0.941028	-0.9523613333333334	-0.9443613333333334	-0.8142502222222222	-0.9236113333333336	-0.8465835555555555	-0.7246113333333334	-0.9400280000000001	-0.9500280000000002	-0.931528	-0.8944446666666667	-0.936305777777778	-0.7246113333333334	-0.9523613333333334
chr2	218155960	218156475	1.9765e-06	-0.86897	4	1.0361000000000001e-08	1.7977000000000001e-09	0.02475	0.8937200000000001	0.98225	0.9396666666666668	0.9659166666666668	0.9615833333333332	0.8337499999999999	0.02475	0.8202499999999999	0.8216666666666668	0.91875	0.856375	0.8672500000000001	0.922	0.84375	0.8405	4	-0.9575	-0.9149166666666666	-0.9411666666666668	-0.9368333333333332	-0.8089999999999998	-0.7954999999999999	-0.7969166666666667	-0.8939999999999999	-0.831625	-0.8425	-0.89725	-0.8190000000000001	-0.81575	-0.7954999999999999	-0.9575
chr20	20263025	20263070	1.4744e-06	-0.9291590000000001	4	1.0361000000000001e-08	1.2512000000000002e-09	0.0035	0.93266	0.9774166666666668	0.9403333333333332	0.9684166666666668	0.9725833333333334	0.95675	0.0035	0.8951250000000001	0.9454166666666666	0.8640000000000001	0.913625	0.9115	0.893	0.8995	0.9138333333333334	4	-0.9739166666666668	-0.9368333333333332	-0.9649166666666668	-0.9690833333333334	-0.95325	-0.8916250000000001	-0.9419166666666666	-0.8605	-0.910125	-0.9079999999999999	-0.8895000000000001	-0.8959999999999999	-0.9103333333333334	-0.8605	-0.9739166666666668
chr20	56492658	56493005	2.7046e-11	-0.774468	7	7.5828e-14	5.0369e-15	0.1811	0.9555600000000001	0.970952380952381	0.951	0.9826666666666668	0.9462380952380952	0.9681428571428572	0.1810952380952381	0.9587857142857142	0.9610476190476188	0.9546428571428572	0.9560714285714288	0.9436428571428572	0.9492857142857144	0.9029285714285716	0.9542380952380952	7	-0.7898523809523811	-0.7698999999999999	-0.8015666666666666	-0.7651380952380952	-0.7870428571428572	-0.7776857142857142	-0.7799476190476189	-0.7735428571428572	-0.7749714285714286	-0.7625428571428571	-0.7681857142857144	-0.7218285714285715	-0.7731380952380951	-0.7218285714285715	-0.8015666666666666
chr21	38212930	38212985	7.1675e-06	-0.873432	4	1.0361000000000001e-08	8.3541e-09	0.039	0.91243	0.9730833333333334	0.9276666666666666	0.9739166666666668	0.9293333333333332	0.8959999999999999	0.039	0.9079999999999999	0.887	0.76775	0.902625	0.932	0.93525	0.8647499999999999	0.9095	4	-0.9340833333333334	-0.8886666666666666	-0.9349166666666666	-0.8903333333333333	-0.857	-0.8690000000000001	-0.848	-0.72875	-0.863625	-0.8929999999999999	-0.89625	-0.8257499999999999	-0.8704999999999998	-0.72875	-0.9349166666666666
chr21	42261589	42261730	3.2529000000000005e-15	-0.813851	11	4.1411e-14	2.3519000000000003e-19	0.11909000000000006	0.93294	0.976969696969697	0.9425151515151516	0.9701212121212124	0.9537878787878786	0.8981818181818181	0.11909090909090908	0.9437727272727272	0.8823939393939392	0.9040454545454544	0.9669090909090908	0.9369545454545456	0.954181818181818	0.8823181818181819	0.912939393939394	11	-0.857879696969697	-0.8234251515151515	-0.8510312121212122	-0.8346978787878786	-0.7790918181818179	-0.8246827272727272	-0.7633039393939391	-0.7849554545454545	-0.8478190909090908	-0.8178645454545456	-0.835091818181818	-0.7632281818181819	-0.7938493939393939	-0.7632281818181819	-0.857879696969697
chr22	24596611	24596675	4.2259e-08	-0.802933	5	1.5056e-10	2.0151000000000002e-11	0.15133	0.9542700000000001	0.9894666666666666	0.9507333333333332	0.9698666666666668	0.9614	0.9439333333333334	0.15133333333333332	0.945	0.9354	0.8703000000000001	0.9592	0.9676	0.9841	0.9462	0.9645333333333334	5	-0.8381366666666666	-0.7994033333333334	-0.8185366666666668	-0.8100700000000001	-0.7926033333333334	-0.79367	-0.7840700000000002	-0.7189700000000001	-0.8078700000000001	-0.8162699999999999	-0.8327700000000001	-0.79487	-0.8132033333333334	-0.7189700000000001	-0.8381366666666666
chr22	37912940	37913049	2.2497e-06	-0.8627459999999999	4	1.0361000000000001e-08	2.1034e-09	0.06929199999999999	0.93204	0.95925	0.9213333333333332	0.965	0.9440000000000001	0.9435833333333332	0.06929166666666667	0.94975	0.925	0.846125	0.951625	0.9001250000000001	0.93275	0.901125	0.9399166666666668	4	-0.8899579999999999	-0.8520413333333333	-0.895708	-0.8747079999999999	-0.8742913333333333	-0.8804580000000001	-0.855708	-0.776833	-0.8823329999999999	-0.830833	-0.863458	-0.831833	-0.8706246666666667	-0.776833	-0.895708
chr3	15313175	15313350	1.5424e-06	-0.784636	4	1.0361000000000001e-08	1.3220000000000002e-09	0.16225	0.94689	0.9724166666666666	0.95625	0.9789166666666668	0.9429166666666666	0.939	0.16225	0.93325	0.9371666666666668	0.87375	0.966625	0.952625	0.987375	0.9195	0.9336666666666666	4	-0.8101666666666666	-0.794	-0.8166666666666667	-0.7806666666666666	-0.77675	-0.7709999999999999	-0.7749166666666668	-0.7115	-0.8043750000000001	-0.7903749999999999	-0.825125	-0.75725	-0.7714166666666666	-0.7115	-0.825125
chr3	25746852	25747025	2.6144000000000002e-11	-0.8692340000000001	7	7.5828e-14	4.8442e-15	0.075905	0.94514	0.9681428571428572	0.964095238095238	0.9822380952380952	0.9701428571428572	0.8722857142857141	0.0759047619047619	0.9697857142857144	0.8225714285714286	0.9570000000000001	0.9812857142857144	0.9659285714285716	0.9570000000000001	0.9397142857142856	0.9699047619047618	7	-0.8922378571428571	-0.8881902380952381	-0.9063330952380952	-0.8942378571428572	-0.7963807142857141	-0.8938807142857144	-0.7466664285714286	-0.8810950000000001	-0.9053807142857144	-0.8900235714285716	-0.8810950000000001	-0.8638092857142856	-0.8939997619047618	-0.7466664285714286	-0.9063330952380952
chr3	52628539	52628669	1.5108000000000004e-06	-0.8847200000000001	4	1.0361000000000001e-08	1.2875e-09	0.05475	0.93947	0.9464166666666668	0.908	0.9759166666666668	0.9725	0.9258333333333334	0.05475	0.9875	0.8914166666666666	0.8687499999999999	0.979625	0.97175	0.9415	0.90925	0.9418333333333332	4	-0.8916666666666667	-0.85325	-0.9211666666666668	-0.91775	-0.8710833333333334	-0.93275	-0.8366666666666667	-0.8140000000000001	-0.924875	-0.917	-0.88675	-0.8545	-0.8870833333333333	-0.8140000000000001	-0.93275
chr3	135492542	135492851	3.4366e-07	-0.8175399999999999	6	2.27e-12	2.3105e-10	0.08155599999999999	0.8991	0.9628888888888888	0.9095555555555556	0.9531111111111112	0.9466666666666668	0.9303333333333332	0.08155555555555556	0.8392499999999999	0.9343888888888888	0.8499166666666667	0.8444166666666666	0.8532500000000001	0.8924166666666666	0.8163333333333335	0.8560555555555555	6	-0.8813328888888888	-0.8279995555555556	-0.8715551111111112	-0.8651106666666667	-0.8487773333333334	-0.757694	-0.8528328888888891	-0.7683606666666667	-0.7628606666666666	-0.7716940000000001	-0.8108606666666667	-0.7347773333333335	-0.7744995555555555	-0.7347773333333335	-0.8813328888888888
chr3	141475313	141475613	3.8826e-08	-0.88223	5	1.5056e-10	1.8281e-11	0.034733	0.91696	0.9658666666666668	0.8911333333333333	0.9606666666666666	0.9208666666666666	0.9146	0.03473333333333334	0.9169	0.8844	0.7715	0.9689	0.9445	0.9464	0.9298	0.8970666666666667	5	-0.9311336666666666	-0.8564003333333333	-0.9259336666666664	-0.8861336666666666	-0.8798670000000001	-0.882167	-0.8496670000000001	-0.7367670000000001	-0.934167	-0.909767	-0.911667	-0.8950670000000001	-0.8623336666666667	-0.7367670000000001	-0.934167
chr3	150568502	150568650	5.1796e-06	-0.9110299999999999	4	1.0361000000000001e-08	5.6845e-09	0.032083	0.94311	0.9864166666666668	0.96075	0.9755	0.96425	0.9078333333333334	0.03208333333333333	0.973375	0.8333333333333334	0.819625	0.984875	0.962625	0.965125	0.956625	0.9713333333333332	4	-0.9543336666666667	-0.928667	-0.943417	-0.932167	-0.8757503333333334	-0.941292	-0.8012503333333334	-0.7875420000000001	-0.952792	-0.930542	-0.933042	-0.924542	-0.9392503333333332	-0.7875420000000001	-0.9543336666666667
chr3	153067190	153067272	1.8908000000000002e-14	-0.856359	9	4.0301e-14	1.5611000000000001e-18	0.069	0.9253600000000001	0.9715370370370372	0.934	0.9834814814814814	0.9353703703703704	0.8292592592592594	0.069	0.9292222222222222	0.8580740740740741	0.8608333333333333	0.9562777777777778	0.9283888888888892	0.9556111111111112	0.9661666666666668	0.9362222222222224	9	-0.9025370370370372	-0.865	-0.9144814814814816	-0.8663703703703702	-0.7602592592592594	-0.8602222222222222	-0.789074074074074	-0.7918333333333334	-0.8872777777777778	-0.8593888888888891	-0.8866111111111112	-0.8971666666666667	-0.8672222222222223	-0.7602592592592594	-0.9144814814814816
chr3	153103968	153104137	1.1928e-06	-0.8743129999999999	6	2.27e-12	9.7764e-10	0.052000000000000005	0.9263100000000001	0.9807777777777776	0.9528333333333334	0.9574444444444444	0.9793333333333332	0.7917777777777778	0.052000000000000005	0.9570000000000001	0.8143333333333334	0.9489166666666669	0.9460833333333332	0.9224166666666666	0.9343333333333332	0.9595833333333332	0.9340555555555556	6	-0.9287777777777776	-0.9008333333333334	-0.9054444444444444	-0.9273333333333332	-0.7397777777777778	-0.905	-0.7623333333333333	-0.8969166666666667	-0.8940833333333332	-0.8704166666666665	-0.8823333333333333	-0.9075833333333332	-0.8820555555555555	-0.7397777777777778	-0.9287777777777776
chr3	197524360	197524543	1.7533000000000004e-06	-0.8362200000000001	4	1.0361000000000001e-08	1.5549e-09	0.11408	0.9503	0.97575	0.9569166666666666	0.96925	0.9544166666666668	0.9708333333333332	0.11408333333333336	0.946375	0.9485	0.91875	0.959875	0.947625	0.937	0.8918750000000001	0.9433333333333334	4	-0.86167	-0.8428366666666667	-0.8551700000000001	-0.8403366666666668	-0.8567533333333334	-0.8322950000000001	-0.83442	-0.80467	-0.8457950000000001	-0.8335450000000001	-0.8229200000000001	-0.7777950000000001	-0.8292533333333334	-0.7777950000000001	-0.86167
chr3	197533466	197533656	1.884e-15	-0.877282	10	4.0079e-14	1.2887999999999998e-19	0.07723300000000001	0.95452	0.9722333333333332	0.9652666666666664	0.9693000000000002	0.9662666666666664	0.9440333333333332	0.07723333333333332	0.9626	0.9322	0.88995	0.9727	0.9621	0.95615	0.94385	0.9588	10	-0.8950003333333333	-0.8880336666666665	-0.8920670000000002	-0.8890336666666665	-0.8668003333333333	-0.8853670000000001	-0.8549670000000001	-0.812717	-0.895467	-0.8848670000000001	-0.8789170000000001	-0.866617	-0.8815669999999999	-0.812717	-0.895467
chr4	8395700	8395754	6.9441999999999995e-06	-0.9571209999999999	4	1.0361000000000001e-08	8.043e-09	0.0035832999999999998	0.9607	0.9771666666666668	0.9539166666666666	0.9620000000000001	0.9600833333333334	0.9628333333333334	0.003583333333333333	0.941	0.98	0.94875	0.9725	0.96525	0.95475	0.929	0.96425	4	-0.9735833666666668	-0.9503333666666668	-0.9584166999999999	-0.9565000333333334	-0.9592500333333336	-0.9374167	-0.9764166999999999	-0.9451666999999999	-0.9689167	-0.9616667	-0.9511666999999999	-0.9254167	-0.9606667	-0.9254167	-0.9764166999999999
chr4	40375140	40375195	2.1447e-07	-0.783018	5	1.5056e-10	1.3331e-10	0.16307	0.9460799999999999	0.9764666666666668	0.9631333333333332	0.9630666666666666	0.9582666666666664	0.9342666666666666	0.16306666666666664	0.9486	0.9384666666666668	0.8755	0.9702	0.9499	0.9385	0.8919	0.9568666666666668	5	-0.8133966666666668	-0.8000633333333331	-0.7999966666666667	-0.7951966666666666	-0.7711966666666665	-0.7855300000000001	-0.7753966666666667	-0.7124299999999999	-0.8071299999999999	-0.7868299999999999	-0.7754300000000001	-0.7288300000000001	-0.7937966666666669	-0.7124299999999999	-0.8133966666666668
chr4	184740606	184740746	7.256699999999999e-10	-0.790667	6	2.27e-12	2.0070999999999998e-13	0.15278	0.94344	0.9777777777777776	0.9564444444444444	0.9751111111111109	0.9552777777777778	0.8965555555555556	0.1527777777777778	0.9474166666666668	0.9022777777777776	0.9264166666666668	0.96475	0.9610833333333334	0.9561666666666668	0.94	0.9172222222222222	6	-0.8249977777777777	-0.8036644444444445	-0.8223311111111109	-0.8024977777777778	-0.7437755555555555	-0.7946366666666667	-0.7494977777777776	-0.7736366666666668	-0.8119699999999999	-0.8083033333333334	-0.8033866666666667	-0.7872199999999999	-0.7644422222222221	-0.7437755555555555	-0.8249977777777777
chr5	66742509	66742770	1.7180000000000001e-06	-0.741644	4	1.0361000000000001e-08	1.512e-09	0.19333	0.9349799999999999	0.98325	0.94375	0.9624166666666668	0.9223333333333332	0.9483333333333334	0.19333333333333336	0.911125	0.9448333333333332	0.90725	0.909	0.9145	0.9245	0.931375	0.9146666666666668	4	-0.78992	-0.7504200000000001	-0.7690866666666667	-0.7290033333333333	-0.7550033333333334	-0.717795	-0.7515033333333333	-0.71392	-0.71567	-0.7211700000000001	-0.73117	-0.738045	-0.7213366666666667	-0.71392	-0.78992
chr5	71499312	71499607	6.0399e-08	-0.7844369999999999	6	2.3379e-12	3.0681999999999995e-11	0.15492	0.93935	0.9804444444444445	0.9530555555555555	0.9756666666666668	0.9551111111111112	0.8767222222222223	0.15491666666666667	0.9671666666666666	0.8734444444444445	0.8557500000000001	0.9505833333333332	0.9661666666666666	0.9624166666666668	0.9316666666666666	0.9626111111111112	6	-0.8255244444444443	-0.7981355555555556	-0.8207466666666667	-0.8001911111111111	-0.7218022222222222	-0.8122466666666666	-0.7185244444444445	-0.7008300000000001	-0.7956633333333332	-0.8112466666666667	-0.8074966666666668	-0.7767466666666667	-0.8076911111111111	-0.7008300000000001	-0.8255244444444443
chr5	88745183	88745548	1.0635e-09	-0.886747	6	2.27e-12	3.0848e-13	0.036833	0.92358	0.9670000000000001	0.9449444444444444	0.9652777777777779	0.9435555555555556	0.8931666666666668	0.036833333333333336	0.8960833333333333	0.8485555555555555	0.8584166666666665	0.91	0.9050833333333332	0.9499999999999998	0.932	0.9625	6	-0.930167	-0.9081114444444444	-0.9284447777777779	-0.9067225555555556	-0.8563336666666668	-0.8592503333333333	-0.8117225555555555	-0.8215836666666665	-0.873167	-0.8682503333333332	-0.9131669999999998	-0.895167	-0.925667	-0.8117225555555555	-0.930167
chr5	134492920	134493147	2.4006999999999997e-06	-0.8464389999999999	4	1.0361000000000001e-08	2.2717e-09	0.11375	0.96019	0.9768333333333332	0.953	0.9644166666666668	0.968	0.9642499999999998	0.11375	0.958625	0.9738333333333332	0.903125	0.967125	0.952875	0.972125	0.9245	0.9761666666666666	4	-0.8630833333333333	-0.83925	-0.8506666666666667	-0.85425	-0.8504999999999998	-0.8448749999999999	-0.8600833333333333	-0.7893749999999999	-0.8533749999999999	-0.839125	-0.858375	-0.8107499999999999	-0.8624166666666666	-0.7893749999999999	-0.8630833333333333
chr6	150855482	150855612	4.6615000000000004e-08	-0.797024	5	1.5056e-10	2.2572e-11	0.149	0.9460200000000001	0.9625333333333334	0.9304666666666666	0.9844	0.9666	0.9581333333333332	0.14899999999999994	0.9248	0.9431999999999998	0.9014	0.9604	0.9451	0.9328	0.8770999999999999	0.9665333333333332	5	-0.8135333333333333	-0.7814666666666665	-0.8353999999999999	-0.8176	-0.8091333333333333	-0.7757999999999999	-0.7941999999999998	-0.7524	-0.8113999999999999	-0.7961	-0.7837999999999999	-0.7280999999999999	-0.8175333333333332	-0.7280999999999999	-0.8353999999999999
chr6	158028570	158028919	2.6769e-15	-0.8604729999999999	10	4.4076e-14	1.9007000000000001e-19	0.057333	0.91781	0.9596	0.9382333333333334	0.9490666666666668	0.9372	0.8815	0.057333333333333326	0.9577	0.8752666666666666	0.76795	0.9613499999999998	0.951	0.94765	0.8356	0.9408333333333332	10	-0.902267	-0.8809003333333334	-0.8917336666666668	-0.8798670000000001	-0.824167	-0.900367	-0.8179336666666667	-0.710617	-0.9040169999999998	-0.893667	-0.8903170000000001	-0.778267	-0.8835003333333333	-0.710617	-0.9040169999999998
chr6	161270323	161270507	5.3873e-06	-0.8919469999999999	4	1.0361000000000001e-08	5.9633e-09	0.024416999999999998	0.9163600000000001	0.98075	0.96475	0.9833333333333332	0.97475	0.8284999999999999	0.024416666666666663	0.885125	0.8370000000000001	0.7989999999999999	0.947375	0.918	0.952875	0.952625	0.8742499999999999	4	-0.956333	-0.940333	-0.9589163333333331	-0.950333	-0.8040829999999999	-0.860708	-0.8125829999999999	-0.7745829999999999	-0.922958	-0.8935829999999999	-0.928458	-0.928208	-0.8498329999999998	-0.7745829999999999	-0.9589163333333331
chr7	74380816	74381101	3.6909e-11	-0.8604370000000001	7	7.5828e-14	7.091500000000002e-15	0.037952	0.8983899999999999	0.9440000000000001	0.9102380952380952	0.9584761904761904	0.9285238095238094	0.8311904761904761	0.03795238095238095	0.8420714285714285	0.844952380952381	0.8233571428571428	0.883	0.8563571428571429	0.9587857142857144	0.9202857142857142	0.9423333333333336	7	-0.906048	-0.8722860952380953	-0.9205241904761904	-0.8905718095238094	-0.7932384761904762	-0.8041194285714285	-0.807000380952381	-0.7854051428571428	-0.8450479999999999	-0.8184051428571429	-0.9208337142857144	-0.8823337142857142	-0.9043813333333336	-0.7854051428571428	-0.9208337142857144
chr7	101801899	101802065	6.548300000000001e-06	-0.8274020000000001	4	1.0361000000000001e-08	7.4994e-09	0.079583	0.9069799999999999	0.9463333333333332	0.9199166666666666	0.94725	0.8743333333333333	0.9168333333333332	0.07958333333333333	0.894625	0.91725	0.880625	0.8632500000000001	0.9135	0.95425	0.88575	0.8602500000000001	4	-0.8667503333333333	-0.8403336666666666	-0.8676670000000001	-0.7947503333333333	-0.8372503333333333	-0.815042	-0.837667	-0.801042	-0.7836670000000001	-0.833917	-0.8746670000000001	-0.8061670000000001	-0.7806670000000001	-0.7806670000000001	-0.8746670000000001
chr7	155693949	155694087	7.7884e-08	-0.9076	5	1.5056e-10	4.1273e-11	0.0374	0.945	0.9588	0.9619333333333332	0.9670666666666664	0.9583333333333331	0.929	0.0374	0.9806	0.9220666666666666	0.7807000000000001	0.9646	0.9805	0.9587	0.9227	0.9726	5	-0.9214	-0.9245333333333332	-0.9296666666666664	-0.9209333333333332	-0.8916	-0.9432	-0.8846666666666666	-0.7433000000000001	-0.9272	-0.9431	-0.9213	-0.8853000000000001	-0.9352	-0.7433000000000001	-0.9432
chr7	157050594	157050671	5.1610000000000004e-08	-0.894352	5	1.5056e-10	2.5493e-11	0.0097333	0.9040799999999999	0.9526	0.9126666666666668	0.9436	0.922	0.9094666666666666	0.009733333333333332	0.9083	0.9332	0.7298	0.9209000000000002	0.9229	0.8946	0.8134	0.9114666666666668	5	-0.9428667	-0.9029333666666668	-0.9338666999999999	-0.9122667	-0.8997333666666667	-0.8985666999999999	-0.9234667	-0.7200667000000001	-0.9111667	-0.9131667	-0.8848666999999999	-0.8036667	-0.9017333666666668	-0.7200667000000001	-0.9428667
chr8	96768348	96768479	1.3893e-06	-0.8756450000000001	5	1.5056e-10	1.1672e-09	0.0187	0.89435	0.9621333333333332	0.9084	0.9407333333333334	0.9078	0.8737999999999999	0.0187	0.938	0.7821333333333332	0.7411	0.9082	0.9237	0.917	0.8976	0.9124	5	-0.9434333333333332	-0.8896999999999999	-0.9220333333333334	-0.8890999999999999	-0.8550999999999999	-0.9193	-0.7634333333333332	-0.7223999999999999	-0.8894999999999998	-0.905	-0.8983	-0.8788999999999999	-0.8937	-0.7223999999999999	-0.9434333333333332
chr9	37338885	37338952	2.1636000000000003e-06	-0.93575	4	1.0361000000000001e-08	2.0042999999999998e-09	0.0011667	0.9369200000000001	0.97825	0.96725	0.9391666666666666	0.9646666666666666	0.9545833333333332	0.0011666666666666661	0.981875	0.9615833333333332	0.8396250000000001	0.96975	0.990375	0.9825	0.95175	0.73	4	-0.9770833000000001	-0.9660833000000001	-0.9379999666666666	-0.9634999666666666	-0.9534166333333332	-0.9807083	-0.9604166333333332	-0.8384583000000001	-0.9685833	-0.9892083	-0.9813333000000001	-0.9505833	-0.7288333	-0.7288333	-0.9892083
chr9	92601344	92601470	5.7196e-08	-0.79703	5	1.5056e-10	2.8738e-11	0.14573	0.94276	0.9552	0.9454666666666668	0.971	0.9594	0.9504	0.14573333333333333	0.9632	0.9473333333333332	0.8576	0.9401	0.9541	0.9158	0.9024	0.9528	5	-0.8094699999999999	-0.7997366666666667	-0.8252700000000001	-0.8136699999999999	-0.8046699999999999	-0.8174699999999999	-0.8016033333333332	-0.71187	-0.7943699999999999	-0.80837	-0.7700699999999999	-0.7566699999999998	-0.8070699999999998	-0.71187	-0.8252700000000001
chr9	111884973	111885058	1.6139e-06	-0.8197270000000001	4	1.0361000000000001e-08	1.3960999999999998e-09	0.12475	0.9444799999999999	0.94075	0.9009166666666668	0.9644166666666666	0.988	0.9755833333333334	0.12475	0.947375	0.96325	0.9075	0.959625	0.955	0.951	0.898875	0.9100833333333334	4	-0.8160000000000001	-0.7761666666666668	-0.8396666666666666	-0.86325	-0.8508333333333333	-0.822625	-0.8384999999999999	-0.78275	-0.834875	-0.8302499999999999	-0.82625	-0.774125	-0.7853333333333333	-0.774125	-0.86325
chr9	128149248	128149514	6.4034e-08	-0.8342219999999999	6	2.27e-12	3.2831e-11	0.058111	0.89233	0.9583333333333334	0.9393333333333334	0.9462222222222222	0.9287777777777778	0.8895555555555555	0.05811111111111111	0.8232500000000001	0.892	0.7873333333333333	0.8704999999999998	0.8635833333333333	0.9153333333333332	0.9166666666666666	0.8103333333333333	6	-0.9002223333333333	-0.8812223333333333	-0.8881112222222222	-0.8706667777777778	-0.8314445555555555	-0.7651390000000001	-0.833889	-0.7292223333333333	-0.8123889999999998	-0.8054723333333332	-0.8572223333333333	-0.8585556666666666	-0.7522223333333333	-0.7292223333333333	-0.9002223333333333
chr9	131123384	131123452	1.6097e-08	-0.867917	6	2.27e-12	6.7305e-12	0.06805599999999999	0.9359700000000001	0.9495	0.9467777777777776	0.9692777777777778	0.9443333333333334	0.8956111111111111	0.06805555555555555	0.9579166666666667	0.8866388888888889	0.9014166666666666	0.9494166666666668	0.9450000000000002	0.9458333333333332	0.9305833333333332	0.9501111111111112	6	-0.8814440000000001	-0.8787217777777777	-0.9012217777777778	-0.8762773333333334	-0.8275551111111111	-0.8898606666666667	-0.8185828888888889	-0.8333606666666666	-0.8813606666666667	-0.8769440000000002	-0.8777773333333333	-0.8625273333333333	-0.8820551111111111	-0.8185828888888889	-0.9012217777777778
