NaiveCD4	NaiveCD8	nB	NK	PC	Mono	M0	M1	M2	iDC	mDC	PMN	cm8	em8	Eo	Tregs	em4	ed8	Mg	cm4	Er	mB
5.509015	1.61879	4.743154	7.735241	5.048553	5.384722	7.042032	2.16538	2.556233	0.10942	5.815656	7.981956	16.111111	3.851367	0.331668	0.944421	1.561709	5.496014	5.602834	1.199119	2.158181	7.033424
1.801457	0.190573	6.398318	1.946435	2.573899	6.544875	0.535964	1.021247	7.159494	1.499275	5.662041	4.213093	18.333333	7.556286	5.708624	7.455074	7.348636	4.713813	1.276445	4.026036	2.708451	1.326631
3.531933	4.990836	4.056736	5.428962	5.28885	1.380792	5.331105	2.022103	0.322874	4.207242	5.365421	1.385822	20.555556	3.492397	5.299769	3.648955	4.267151	3.870251	0.283324	4.993863	4.859793	5.416267
3.18493	3.35189	6.090281	0.139819	1.406589	1.687151	5.768715	2.165475	5.60393	0.527688	4.837889	3.761602	22.777778	5.350535	3.790136	5.660403	5.709558	2.44623	5.93809	3.068628	6.260591	0.472093
2.141275	2.531623	7.54607	3.001789	0.934183	6.072342	6.174876	1.048767	0.942241	3.569044	5.913457	5.781552	25.0	0.406411	6.692463	5.590274	1.722839	1.773152	7.161843	2.651313	0.502803	2.841684
6.426811	2.549914	6.676834	3.743385	3.21483	5.952219	1.255549	2.725459	7.013448	0.079583	6.184726	3.516098	4.426821	5.0	1.231564	3.824758	5.567031	6.850682	5.608089	7.819776	7.15389	3.178531
1.285126	5.804275	4.289778	6.148774	6.161052	2.227548	6.270882	2.915263	1.043432	3.960724	6.773715	7.027647	1.47816	7.222222	6.536959	4.025916	5.984757	1.456656	4.727527	2.849773	6.317439	5.492375
7.18709	0.006068	2.365631	0.601928	2.620144	3.405792	3.591006	0.967964	5.357702	8.382384	6.942705	4.91001	5.633274	9.444444	3.636974	5.304544	6.542068	1.134401	8.305039	8.057852	4.090258	1.512719
4.513444	5.755303	4.142639	6.604289	6.885353	1.292675	4.991472	8.661214	4.942041	0.942248	0.264997	2.864075	6.376258	11.666667	0.609472	5.108313	1.710721	5.302776	1.164383	7.67755	7.940749	0.583362
6.538655	2.229229	2.231808	7.443686	1.319966	3.100071	0.68384	2.693002	3.416973	6.621754	4.74071	1.889953	0.884699	13.888889	7.268567	6.351519	7.27407	1.580275	7.658915	2.121737	7.197489	2.864194
5.004915	4.059908	5.536043	2.205856	7.63316	3.266293	7.955274	2.64189	3.29094	8.417157	1.041526	3.792622	0.60613	16.111111	1.929495	2.670029	1.5409	1.832275	4.464223	1.791285	6.172937	8.036029
8.794685	2.819004	7.793747	0.172401	3.120055	0.370386	3.597707	6.834429	2.94457	0.45922	1.059975	7.035463	7.130956	18.333333	8.721326	2.854238	1.889105	7.530298	0.921829	4.214301	1.752084	1.650888
7.356756	7.143758	0.189536	7.465129	7.407193	3.760635	4.758641	3.593236	3.969736	1.43587	2.412716	1.111138	5.367878	20.555556	0.1567	1.711118	3.928525	0.039754	5.102702	0.984565	5.598675	5.950187
0.986927	1.730905	2.647228	5.449	5.497917	2.329115	6.727438	2.023985	6.071115	4.575062	1.310754	5.183608	3.028454	22.777778	4.845589	1.420271	5.550394	6.469764	4.363295	0.129043	6.309187	0.573172
2.133775	2.900906	2.569518	2.332828	5.815144	4.978432	5.839441	6.738701	1.46375	6.603	2.315046	6.434585	0.961681	25.0	3.546062	0.040832	6.974703	6.314551	0.869082	1.032882	1.301081	3.833998
4.419223	6.554306	8.550591	4.682053	4.024613	8.038234	8.403983	5.194364	2.508062	2.61025	0.634632	4.54887	1.454602	7.08146	5.0	0.398632	7.418951	5.522799	4.954689	0.91754	0.460193	6.621952
1.208443	0.566447	8.686675	6.574894	6.621786	8.510339	2.699247	7.809437	4.096066	5.380149	1.193068	2.419362	5.760853	8.681833	7.222222	4.555256	3.950491	0.668885	5.437464	4.205085	1.927738	1.82426
1.070877	3.892729	3.122944	0.396099	4.136667	6.971747	5.370877	0.920585	7.225367	7.044564	6.834553	5.334207	2.629731	6.930889	9.444444	4.53881	6.684875	6.642242	6.782122	0.479296	3.024427	0.521946
7.193401	3.105923	0.545713	0.189982	2.878993	4.886075	1.075792	3.145848	4.138843	3.007534	2.42044	7.149096	4.197004	3.440754	11.666667	2.797194	2.117887	7.774467	8.338656	6.811959	5.00404	8.11373
5.224435	6.750536	1.778933	6.285147	6.2206	4.548181	1.635307	0.830336	2.940643	6.997544	7.123326	3.754185	3.629444	7.24223	13.888889	3.307873	6.400171	2.832394	1.518641	3.554497	2.395075	1.141616
2.374529	5.348532	2.586403	0.122856	3.088362	5.499751	7.478971	3.489035	5.635666	1.05696	7.095005	4.064879	0.055513	1.682138	16.111111	4.194824	0.123241	4.97587	3.759625	7.654287	4.970732	8.631709
6.7272	0.817971	2.756364	5.903462	0.291436	4.841338	3.038235	0.155868	6.150287	4.979266	1.128865	7.170722	5.646454	0.29489	18.333333	1.838761	7.943299	7.084291	1.829113	1.987783	5.650251	5.43081
5.861985	4.756791	7.042172	2.994715	3.731463	2.006909	1.048749	6.803603	3.60871	2.34119	4.312478	4.874825	6.102196	6.531887	20.555556	0.131423	4.872466	0.921929	5.221121	0.147122	0.880811	5.251897
3.877061	4.295696	2.414416	7.114521	3.401252	5.208541	2.331155	1.024016	6.568743	0.00656	1.609474	4.27102	4.846808	4.391754	22.777778	2.116094	5.686642	4.515934	6.40331	2.851016	4.268692	0.019519
1.884292	5.004266	2.749082	3.630742	3.850492	7.541385	1.702519	5.552985	7.115678	5.692489	2.65781	4.730587	3.319508	0.919144	25.0	2.116242	1.541683	3.990451	7.071457	1.637013	2.00888	0.283293
1.725027	2.792345	2.087603	8.943068	6.382436	4.151106	1.946163	1.059213	7.588873	1.820589	0.077789	7.748046	2.43085	3.280234	7.256169	5.0	4.258565	2.716191	9.215159	2.266085	9.118425	8.136063
4.951051	5.831485	5.189806	5.321312	4.124759	4.45566	3.728531	6.984511	6.311643	3.589982	3.798059	0.329504	0.327113	2.943145	3.770024	7.222222	5.504559	2.44238	6.484674	6.054896	4.791479	5.843204
5.338866	1.134202	1.384762	2.478566	8.687402	3.705994	1.82361	0.426527	8.453929	2.225408	6.264599	6.815671	7.38225	5.579391	1.506028	9.444444	1.349457	4.806447	1.824296	8.170424	3.153998	8.043729
3.431466	3.158381	7.353265	4.396057	5.647762	1.429286	3.779735	7.291468	2.822095	1.41264	5.167444	5.967977	5.632784	2.608648	7.268859	11.666667	5.63218	5.399944	1.844321	1.18077	2.983422	3.924827
1.624277	6.445251	4.934053	4.879313	6.299875	4.488271	5.275615	2.413888	5.197025	3.542217	0.002697	7.154466	4.172094	2.94697	1.230853	13.888889	0.6631	0.663168	5.85466	5.892507	5.701622	6.729188
6.911822	7.747454	5.561315	7.574896	6.734832	5.729834	5.770455	6.294583	6.835339	0.370308	6.665238	0.878798	0.187546	5.434971	3.320421	16.111111	3.108893	2.48507	0.483356	0.180778	0.340522	1.272456
3.610629	1.200837	8.178695	1.880113	8.922153	3.608864	0.998601	0.478563	0.331522	7.249336	6.570063	2.159701	4.639504	1.742224	4.251064	18.333333	5.678146	5.481091	1.104259	4.008373	8.874069	0.698859
4.049883	3.377628	3.189471	5.767493	2.112535	4.36416	5.211098	4.850427	5.811151	4.891102	2.922572	5.70767	1.142777	4.038822	0.759747	20.555556	1.722064	3.45741	5.282448	5.098559	4.294563	1.392865
3.562205	4.619796	2.638362	7.125706	5.409488	2.628761	1.146479	0.281243	3.051065	2.006425	3.36775	3.110912	4.838569	6.401716	3.64077	22.777778	3.137991	0.682887	7.149356	2.661964	2.785383	6.975393
4.381609	2.9844	5.871307	1.864958	6.100685	4.012939	5.290757	1.982385	5.503902	5.324759	2.096487	4.700139	1.603616	4.977634	3.331188	25.0	0.500876	5.796516	4.287795	0.274771	0.360742	3.752533
2.963011	1.827527	3.621802	7.896168	0.033255	6.656357	3.625087	0.429835	0.283911	5.356878	1.488324	4.920863	7.756644	8.140483	4.864742	7.195671	5.0	5.419941	5.344119	4.998425	6.261356	5.915598
0.98926	6.727373	1.531165	4.397418	5.969391	7.252229	4.882818	1.694023	9.749644	4.368116	7.06926	4.836498	2.690385	2.184482	1.773367	3.741503	7.222222	1.321155	8.1545	4.02224	3.362775	6.060178
3.713808	4.715017	2.594914	0.567834	5.12671	1.67004	5.765724	6.699896	1.243746	3.450514	5.780368	7.356986	5.597412	0.896216	3.544268	5.69139	9.444444	6.677298	4.029132	5.013377	6.879387	3.541521
5.717492	7.816086	7.748336	4.011015	0.106495	6.010636	9.108941	2.645198	1.872706	1.740894	6.868484	1.78664	2.274622	3.360031	4.086544	7.529217	11.666667	8.302	2.58798	1.391442	2.253488	1.115085
7.415817	0.993661	5.738135	1.988747	6.417373	6.814304	3.465865	5.536087	7.027578	1.87359	4.932166	1.140166	5.056083	3.432737	0.875004	3.880708	13.888889	5.797977	0.746649	6.693019	3.809273	2.476172
2.825072	6.023316	1.742191	5.499989	5.839421	1.890151	1.058106	0.181385	4.490199	7.108618	4.72412	2.504164	5.599343	6.131154	7.082631	6.381982	16.111111	1.776293	1.868103	3.697101	2.217335	5.248215
0.15867	7.702295	5.379643	1.685504	2.891771	8.241165	3.921157	5.050584	2.257336	0.036486	5.702678	4.212335	3.984706	1.136686	5.205069	7.033218	18.333333	5.463041	5.847517	1.393341	1.005176	3.358289
2.054125	5.262705	5.952032	7.192927	7.592496	2.171977	0.018476	2.227512	5.496944	2.170684	0.515136	3.076825	3.42606	1.091174	6.216304	4.305605	20.555556	4.730976	3.310973	8.072984	2.558527	2.000004
2.152538	4.579491	4.593231	2.755041	4.690187	4.538305	0.518541	2.41826	5.742186	4.01723	1.996483	7.497838	8.356527	5.000298	2.010728	2.30853	22.777778	4.260821	1.399061	1.174495	3.664329	3.548102
1.164293	3.003101	2.146427	1.333305	6.176862	6.907807	6.471237	0.570232	3.753578	6.265823	2.797909	0.433913	1.603822	7.469464	5.150494	4.261159	25.0	3.653768	2.341854	5.990291	0.541754	2.962906
1.812553	1.20537	0.013913	10.243987	8.966596	4.163396	7.539856	7.053594	6.790259	6.850771	0.92009	1.142233	8.598114	2.9065	3.256596	2.254316	8.064018	5.0	0.9949	4.104934	5.898801	2.219202
0.965494	5.23551	4.80938	7.532247	2.624633	2.956013	5.511395	7.6482	4.737229	6.488989	1.209812	7.423503	0.722634	0.585979	4.994299	2.501006	4.257358	7.222222	7.979272	4.502768	6.280902	3.811154
6.005959	0.709098	4.783242	6.540991	1.320411	2.019965	5.461709	1.154991	5.881053	7.631598	0.159108	3.490163	1.564897	4.420085	5.123637	2.344872	9.644518	9.444444	1.032186	10.096403	7.012873	4.157796
0.190311	1.349574	7.475693	2.192458	0.152742	8.189514	6.443118	8.331811	4.931579	3.482579	6.370286	5.302521	6.85838	7.418549	2.130966	1.126673	2.51345	11.666667	2.99478	0.395169	6.106388	4.376794
1.241258	2.332393	5.31451	3.80476	5.310642	2.076873	6.56688	6.167222	5.078684	2.770737	0.892847	4.042032	7.00249	2.403727	2.096964	5.379105	5.206328	13.888889	4.258367	3.563839	5.16299	5.438463
1.172327	3.924442	1.744934	4.398237	3.698266	3.943371	3.337612	6.206191	2.932823	3.160678	5.174296	6.743141	6.315342	4.406417	6.455711	4.644403	6.810977	16.111111	2.533409	2.780549	0.762485	2.743279
3.908936	6.086838	1.562658	4.781826	7.460937	4.181541	4.640394	6.54597	0.172484	7.319896	2.70219	5.883189	0.632514	1.258997	8.052332	0.031236	4.25369	18.333333	3.761486	1.95299	6.140202	0.336362
7.638225	3.879569	2.71323	5.501714	0.321889	0.064907	5.176371	2.61417	4.263729	6.248427	0.660207	6.587142	7.038652	6.833293	2.632208	0.994508	7.375933	20.555556	2.899215	0.10636	0.06337	5.831328
3.414547	6.841888	0.097508	1.218231	6.560707	7.599382	2.572267	1.712979	8.160452	5.779467	1.943835	6.664321	2.046992	0.736401	5.093172	0.286803	2.907038	22.777778	5.751173	3.144195	0.174806	4.516058
5.614748	1.642887	3.212791	5.773706	6.615173	3.575337	1.522431	1.990519	1.886924	1.318502	4.1192	3.979303	2.472598	3.740993	0.730955	1.469207	8.51171	25.0	4.372578	4.407027	6.937567	1.105847
6.199884	2.223315	3.840023	6.057984	2.711335	4.650818	4.086959	4.339691	3.753643	7.079671	4.809978	6.539145	6.885545	6.371816	6.884162	0.206978	4.147893	5.10394	5.0	0.66109	3.567597	4.878533
0.668655	3.626851	0.57325	5.882642	7.449141	6.212875	3.370771	0.35244	0.845709	4.847695	8.016497	5.375366	0.121531	8.422492	5.871948	6.841618	7.634266	2.347994	7.222222	8.306524	1.374889	4.634624
2.342276	4.736211	5.446179	5.616295	1.547381	5.748926	6.943174	2.717365	0.317281	6.732693	4.025199	2.262969	6.911779	3.145632	4.88515	2.212427	6.191771	6.463775	9.444444	2.06888	3.955439	6.284754
4.908707	0.949572	8.195534	5.498091	4.077851	4.450886	3.129498	3.166362	5.682284	3.267325	5.535903	1.791871	5.953484	3.127075	3.059896	7.291442	6.363586	1.517156	11.666667	4.963256	2.602958	2.800596
5.587966	2.328432	1.648034	3.534935	4.3278	7.022168	0.138145	6.640401	5.678897	5.026918	6.27219	2.341796	0.149546	5.101261	0.912194	5.183814	6.963923	0.9011	13.888889	6.98285	5.729147	3.639592
3.044344	2.738516	5.648947	2.323168	3.375303	5.595119	5.037223	5.546993	4.71181	4.26377	4.906708	5.179447	4.621065	1.514002	4.692822	3.252879	4.111459	2.004728	16.111111	2.954472	5.38865	2.977463
5.772569	5.47612	0.323713	1.999974	5.004482	4.814836	2.322317	1.49472	1.681461	2.354995	6.016395	7.472988	6.655091	4.011214	4.481456	1.527167	4.45422	4.55843	18.333333	6.40624	3.311523	1.526755
6.622001	3.870654	1.48249	0.274439	4.562549	0.52053	2.677701	3.471633	1.722133	6.336108	6.48755	4.854349	6.396967	5.023528	6.877066	0.508359	4.003335	4.881077	20.555556	4.347436	2.447315	2.077224
1.088376	0.471932	5.284408	2.037476	0.750792	3.769759	2.046398	2.365183	3.928788	2.7594	5.538002	6.29453	1.547834	3.508959	4.082336	3.038887	6.898707	4.683383	22.777778	3.569087	6.872847	6.685138
0.973613	6.797672	1.270208	4.490525	6.28195	3.977663	1.503403	2.263651	4.088995	4.191945	4.521382	0.88499	5.624862	0.912529	4.933777	1.049643	0.929499	3.356171	25.0	7.67492	5.931996	3.340606
8.440775	2.356968	6.576945	7.633821	6.966204	8.512643	0.369517	5.77739	3.338287	1.87512	0.723624	0.067016	7.699277	2.319147	5.006131	5.526308	2.779861	5.501921	6.995504	5.0	1.028754	5.504787
2.370493	8.008641	5.617416	0.106208	1.080023	7.153719	8.71021	2.270026	3.029452	5.963618	3.742381	5.341589	5.187292	5.818661	9.369088	3.024618	2.099925	0.944042	5.215504	7.222222	4.771594	2.953276
7.294052	3.3112	4.41213	6.604079	4.083572	9.590245	0.161892	3.012308	0.858727	4.306596	2.993677	2.939994	7.038117	4.720091	0.948632	1.648325	2.331061	8.241598	4.591006	9.444444	1.938922	9.529331
0.192303	6.861247	6.90491	3.820463	5.152986	3.564987	7.108521	6.34379	5.498754	5.3633	6.248018	2.734133	4.719861	4.331808	1.060647	0.337785	5.779097	2.196028	3.193099	11.666667	4.939245	1.982352
1.521241	3.239845	5.518556	8.24343	4.340946	2.790934	1.9407	3.001727	7.351003	0.330805	3.672886	6.922556	0.861732	8.687377	1.401675	1.616886	1.90058	4.783905	9.800173	13.888889	0.965799	7.218355
0.063911	5.620733	3.09745	4.667932	2.95399	6.584742	1.916829	4.733408	4.03204	4.103482	7.803299	6.462071	1.961635	6.151411	0.205193	8.061853	4.015476	4.481413	5.829612	16.111111	0.066644	1.075766
0.629536	7.448451	7.047726	0.338349	3.750105	4.529745	0.224333	1.357855	3.865498	5.252895	5.063239	3.600541	6.420228	5.444023	6.147068	6.789522	1.122112	1.078974	5.962878	18.333333	1.124052	4.469535
6.161864	4.136839	4.812676	5.702394	4.231239	2.943611	1.982926	2.49811	3.497897	0.043733	6.022288	4.416972	3.308171	4.026502	5.206015	5.523061	1.315815	1.37239	5.483649	20.555556	5.860664	0.897627
4.401497	0.203326	6.889902	4.141744	0.073667	4.186983	0.759922	3.51448	2.117371	2.705881	5.698498	6.799111	6.600281	2.744609	5.86196	1.241081	3.377668	2.704278	7.227285	22.777778	2.946925	3.025753
0.770674	5.346006	1.71859	5.423277	6.368915	0.400035	5.073683	1.017296	5.42395	5.262944	3.481763	4.101925	1.590377	1.624698	2.892229	2.887084	2.611514	3.241118	3.03164	25.0	6.591511	6.140771
3.495756	4.539096	4.761319	4.821254	6.709408	2.929055	0.90125	6.0596	2.887417	6.602713	6.661816	4.387229	5.832346	6.452934	2.910003	5.10484	6.644736	3.063964	2.614589	6.571587	5.0	1.049087
3.108925	6.141088	1.559476	7.58199	6.298234	5.787523	8.696201	0.243248	8.059352	5.986992	5.292396	1.130779	5.459881	4.123915	0.083196	4.863625	3.725924	0.817774	5.229241	7.928255	7.222222	0.659762
9.905333	5.574277	5.256996	2.350662	0.363415	5.101655	4.633784	8.3753	0.515746	2.71546	9.394636	10.133802	1.186826	0.78177	1.316865	5.94434	6.732655	2.263773	3.018027	3.627993	9.444444	1.362242
5.52711	7.82766	0.494707	2.504311	6.303742	0.808185	7.288474	3.694725	6.472776	4.731208	6.559893	3.851899	7.739225	5.962161	6.335013	0.475853	4.951363	2.008316	1.015705	2.287363	11.666667	1.493646
4.689895	6.753319	8.426818	0.942013	3.375214	1.172018	3.661732	3.428897	0.834417	2.518886	7.980714	8.52777	6.04501	8.020029	2.294619	5.355604	0.084864	1.515422	4.086116	0.982929	13.888889	5.414824
2.377656	4.855267	2.925072	4.367626	2.257716	3.39593	4.430793	0.651019	2.909521	6.980354	6.737692	7.010387	5.616752	5.459339	0.232575	3.314391	2.865491	4.499418	4.115898	1.704755	16.111111	7.181238
6.55361	5.719616	3.811305	6.37048	3.307709	6.201443	1.003489	3.322747	3.798625	6.127493	1.433609	5.614204	1.874636	1.831025	0.999231	2.489493	5.281986	3.498225	3.623199	3.017416	18.333333	5.787126
3.847922	1.245089	0.253956	3.203321	6.654156	4.499257	4.383212	2.671041	4.668511	2.310632	4.111838	4.324521	4.909523	5.848931	3.487197	6.05073	2.983002	3.062302	3.324241	5.727522	20.555556	1.877542
3.48311	2.678507	1.276045	5.286675	0.386731	6.774941	1.433252	4.431825	1.238784	6.429228	1.501764	1.837506	6.530858	6.28082	5.550942	2.30123	2.681805	5.949556	6.708175	1.9609	22.777778	2.499569
1.478535	1.284968	4.283585	1.597258	7.01289	4.375217	4.298956	2.547048	0.651436	6.149283	4.374881	0.588794	4.903127	5.606529	6.87984	6.921527	3.671636	4.192542	0.091487	2.073045	25.0	2.017416
2.497592	5.720192	10.568523	4.136698	9.715326	7.573112	7.772181	4.486512	5.260352	5.099711	0.540922	6.910077	0.272107	0.157237	5.420424	3.075226	1.014882	2.581127	7.914865	2.725678	1.557255	5.0
5.746377	5.546356	3.754825	7.159661	6.906675	4.931003	0.631248	0.999427	7.231334	4.227342	3.506029	5.566008	1.684071	4.059487	0.816069	5.4464	6.603546	2.051468	6.798819	5.205359	3.906275	7.222222
7.823155	1.993984	1.326719	4.902071	7.188008	1.57958	3.16574	3.613255	2.996682	4.001339	5.061432	6.943171	5.82427	3.91219	7.850305	4.528612	0.627185	4.950188	4.789486	6.991673	0.486509	9.444444
1.917003	4.335888	6.345246	5.535378	5.593891	4.032082	3.684533	5.876222	6.478114	5.784082	3.897814	5.585853	1.581185	6.220138	3.705599	1.255125	1.603935	2.292102	5.693575	2.637442	4.278127	11.666667
4.845216	5.049881	3.240348	0.006206	0.586159	0.090811	8.903266	0.618088	8.795431	3.855089	8.834613	7.457762	8.397027	3.882944	3.321219	4.008711	0.677837	7.75458	2.335364	2.862801	0.58776	13.888889
0.888372	5.607982	6.055611	2.429463	2.651565	3.81543	5.434221	5.310829	1.543652	6.62807	3.18956	2.823542	6.06935	6.078684	4.353762	2.838017	2.16968	6.876439	1.831958	5.470062	1.82264	16.111111
6.325475	1.011014	3.947317	7.857163	5.771504	0.791971	3.611609	0.551762	4.558894	2.05208	7.938285	1.089525	4.610782	4.010668	3.437959	2.063565	2.68422	6.227944	5.844472	0.548196	6.73226	18.333333
2.559982	2.578709	6.117164	9.275465	6.479581	3.432128	6.957936	2.305803	0.542524	2.919879	1.607885	6.337382	1.433351	9.286157	1.846321	7.882351	1.067794	3.226865	1.057785	1.005031	1.52435	20.555556
2.824689	1.376918	3.456295	0.552684	6.161608	5.768205	4.605045	3.565978	4.252012	6.078058	1.749435	4.347207	3.256121	3.47869	2.533878	4.76125	6.183741	0.090976	4.6898	2.124036	5.365599	22.777778
2.16964	5.097491	5.832806	3.965878	3.090151	1.367165	3.080159	4.497859	1.580142	4.901451	2.490623	2.40208	0.073779	4.750198	6.354297	1.245424	5.19741	2.789862	5.314358	3.759205	5.040023	25.0
