chrom	start	Mono-others	Bcell-others	CD4-others	CD8-others	NK-others
chr4	56301226	0.9	0.9	-0.7423333333333333	0.9	0.9
chr15	90540013	0.9	0.9	-0.8279166666666667	0.9	0.9
chr12	6791521	0.9	0.9	-0.7364999999999999	0.9	0.9
chrX	136654869	0.9	0.9	-0.7370833333333333	0.9	0.9
chr2	112182911	0.9	0.9	-0.7433333333333334	0.9	0.9
chr15	34550708	0.9	0.9	-0.7816666666666666	0.9	0.9
chr9	97904579	0.9	0.9	-0.7774999999999999	0.9	0.9
chr4	152327839	0.9	0.9	-0.7704583333333334	0.9	0.9
chr1	234408620	0.9	0.9	-0.7429166666666667	0.9	0.9
chr2	112187651	0.9	0.9	-0.7538333333333334	0.9	0.9
chr4	37954750	0.9	0.9	-0.7386666666666667	0.9	0.9
chr11	67439881	0.9	0.9	-0.7855833333333333	0.9	0.9
chr12	122730603	0.9	0.9	-0.7634166666666667	0.9	0.9
chr4	108165102	0.9	0.9	-0.7672916666666667	0.9	0.9
chr3	35708064	0.9	0.9	-0.7383333333333333	0.9	0.9
chr3	171636537	0.9	0.9	-0.7686666666666666	0.9	0.9
chr15	90539914	0.9	0.9	-0.7858333333333333	0.9	0.9
chr16	67223850	0.9	0.9	-0.7337499999999999	0.9	0.9
chr15	60697853	0.9	0.9	-0.7438333333333333	0.9	0.9
chr2	203711745	0.9	0.9	-0.8002916666666666	0.9	0.9
chr10	13943128	0.9	0.9	-0.7803333333333332	0.9	0.9
chr2	108988839	0.9	0.9	-0.7485833333333334	0.9	0.9
chr1	107575025	0.9	0.9	-0.7502083333333334	0.9	0.9
chr12	6791344	0.9	0.9	-0.7306666666666666	0.9	0.9
chr11	8464156	0.9	0.9	-0.7418333333333335	0.9	0.9
chrX	77960972	0.9	0.9	-0.7451666666666668	0.9	0.9
chrX	9876206	0.9	0.9	-0.7710833333333333	0.9	0.9
chr8	1792012	0.9	0.9	-0.7388333333333332	0.9	0.9
chr18	69955368	0.9	0.9	-0.7360000000000001	0.9	0.9
chrX	136694154	0.9	0.9	-0.7595833333333335	0.9	0.9
chrX	136694780	0.9	0.9	-0.74075	0.9	0.9
chr15	90539855	0.9	0.9	-0.7909999999999999	0.9	0.9
chr2	112182897	0.9	0.9	-0.7418333333333332	0.9	0.9
chr6	17284708	0.9	0.9	-0.7894583333333334	0.9	0.9
chr15	90540065	0.9	0.9	-0.8260000000000001	0.9	0.9
chrX	136655410	0.9	0.9	-0.7286666666666668	0.9	0.9
chr3	129441348	0.9	0.9	-0.73575	0.9	0.9
chr1	155008979	0.9	0.9	-0.7365833333333334	0.9	0.9
chr15	90539887	0.9	0.9	-0.8010833333333333	0.9	0.9
chr4	142557209	0.9	0.9	-0.7337500000000001	0.9	0.9
chr5	55982239	0.9	0.9	-0.7281250000000001	0.9	0.9
chr15	51494970	0.9	0.9	-0.7639583333333333	0.9	0.9
chr13	102873734	0.9	0.9	-0.7659166666666667	0.9	0.9
chr1	155010108	0.9	0.9	-0.7783333333333333	0.9	0.9
chr20	8114202	0.9	0.9	-0.750875	0.9	0.9
chr12	6789333	0.9	0.9	-0.7303333333333334	0.9	0.9
chr3	108836206	0.9	0.9	-0.7888333333333333	0.9	0.9
chr3	108825714	0.9	0.9	-0.8205	0.9	0.9
chr18	69956597	0.9	0.9	-0.8146666666666668	0.9	0.9
chr2	42299004	0.9	0.9	-0.8109166666666666	0.9	0.9
chr12	24941551	0.9	0.9	-0.7589166666666666	0.9	0.9
chr1	234408596	0.9	0.9	-0.7315833333333333	0.9	0.9
chr22	29605185	0.9	0.9	-0.7615833333333333	0.9	0.9
chr17	41868695	0.9	0.9	-0.7430833333333333	0.9	0.9
chr2	112183000	0.9	0.9	-0.7320833333333334	0.9	0.9
chr12	54981483	0.9	0.9	-0.7465833333333334	0.9	0.9
chr18	7857768	0.9	0.9	-0.7332916666666667	0.9	0.9
chr18	58275205	0.9	0.9	-0.811375	0.9	0.9
chr12	6791601	0.9	0.9	-0.7225833333333334	0.9	0.9
chr12	120821195	0.9	0.9	-0.7578333333333332	0.9	0.9
chr1	19518888	0.9	0.9	-0.7224166666666667	0.9	0.9
chr12	6786948	0.9	0.9	-0.76875	0.9	0.9
chr11	8464174	0.9	0.9	-0.7360833333333333	0.9	0.9
chr10	119653139	0.9	0.9	-0.7735	0.9	0.9
chr15	90539917	0.9	0.9	-0.8068333333333333	0.9	0.9
chr8	8869443	0.9	0.9	-0.7748333333333333	0.9	0.9
chr2	108988821	0.9	0.9	-0.7494166666666666	0.9	0.9
chr3	179037506	0.9	0.9	-0.7369166666666667	0.9	0.9
chr1	2232949	0.9	0.9	-0.7275	0.9	0.9
chr2	86786887	0.9	0.9	0.9	-0.8947499999999999	0.9
chr2	86821446	0.9	0.9	0.9	-0.8867500000000001	0.9
chr2	86786997	0.9	0.9	0.9	-0.91675	0.9
chr2	86821623	0.9	0.9	0.9	-0.86775	0.9
chr2	86821399	0.9	0.9	0.9	-0.8575833333333334	0.9
chr2	86785676	0.9	0.9	0.9	-0.85875	0.9
chr2	86821475	0.9	0.9	0.9	-0.84825	0.9
chr2	86786846	0.9	0.9	0.9	-0.8613333333333333	0.9
chr2	86821372	0.9	0.9	0.9	-0.8470833333333333	0.9
chr2	86821503	0.9	0.9	0.9	-0.8429166666666666	0.9
chr2	86786967	0.9	0.9	0.9	-0.8435416666666666	0.9
chr2	86826706	0.9	0.9	0.9	-0.8479166666666668	0.9
chr2	86786935	0.9	0.9	0.9	-0.867875	0.9
chr2	86821569	0.9	0.9	0.9	-0.8473333333333333	0.9
chr2	86785684	0.9	0.9	0.9	-0.8540000000000001	0.9
chr2	86821462	0.9	0.9	0.9	-0.8346666666666666	0.9
chr2	86826631	0.9	0.9	0.9	-0.8565833333333334	0.9
chr2	86821424	0.9	0.9	0.9	-0.8335	0.9
chr2	86785693	0.9	0.9	0.9	-0.8416666666666667	0.9
chr2	86785404	0.9	0.9	0.9	-0.8440833333333332	0.9
chr2	86785686	0.9	0.9	0.9	-0.8406666666666666	0.9
chr2	86821325	0.9	0.9	0.9	-0.8155833333333332	0.9
chr2	86787184	0.9	0.9	0.9	-0.8106666666666666	0.9
chr2	86821365	0.9	0.9	0.9	-0.8129166666666667	0.9
chr2	86821575	0.9	0.9	0.9	-0.8346666666666667	0.9
chr2	86786973	0.9	0.9	0.9	-0.848625	0.9
chr2	86785649	0.9	0.9	0.9	-0.8513333333333333	0.9
chr2	86787448	0.9	0.9	0.9	-0.8095000000000001	0.9
chr2	86785924	0.9	0.9	0.9	-0.8372499999999999	0.9
chr2	86821443	0.9	0.9	0.9	-0.826	0.9
chr2	86823341	0.9	0.9	0.9	-0.7954166666666665	0.9
chr2	86787215	0.9	0.9	0.9	-0.8078333333333333	0.9
chr2	86821735	0.9	0.9	0.9	-0.8008333333333333	0.9
chr11	122838905	0.9	0.9	0.9	-0.8290833333333334	0.9
chr2	86785586	0.9	0.9	0.9	-0.8193333333333335	0.9
chr2	86823573	0.9	0.9	0.9	-0.79975	0.9
chr2	86787242	0.9	0.9	0.9	-0.8075833333333333	0.9
chr2	86786950	0.9	0.9	0.9	-0.8111666666666667	0.9
chr2	86785934	0.9	0.9	0.9	-0.7945	0.9
chr2	86806751	0.9	0.9	0.9	-0.797	0.9
chr11	122839020	0.9	0.9	0.9	-0.8084166666666667	0.9
chr2	86826749	0.9	0.9	0.9	-0.7954166666666665	0.9
chr2	86826697	0.9	0.9	0.9	-0.81	0.9
chr2	86823761	0.9	0.9	0.9	-0.7734166666666666	0.9
chr2	86806739	0.9	0.9	0.9	-0.7699166666666666	0.9
chr2	86786835	0.9	0.9	0.9	-0.7763333333333333	0.9
chr2	86786670	0.9	0.9	0.9	-0.7800833333333334	0.9
chr2	86787176	0.9	0.9	0.9	-0.778	0.9
chr2	86785751	0.9	0.9	0.9	-0.8098333333333334	0.9
chr2	86807076	0.9	0.9	0.9	-0.7595000000000001	0.9
chr2	86785955	0.9	0.9	0.9	-0.7745833333333333	0.9
chr2	86826712	0.9	0.9	0.9	-0.7943333333333333	0.9
chr2	86806645	0.9	0.9	0.9	-0.75275	0.9
chr2	86821718	0.9	0.9	0.9	-0.7594166666666667	0.9
chr2	86824021	0.9	0.9	0.9	-0.7585000000000001	0.9
chr2	86821874	0.9	0.9	0.9	-0.7601666666666667	0.9
chr2	86823691	0.9	0.9	0.9	-0.7495	0.9
chr2	86827071	0.9	0.9	0.9	-0.7523333333333333	0.9
chr2	86806775	0.9	0.9	0.9	-0.7489166666666667	0.9
chr2	86823432	0.9	0.9	0.9	-0.7448333333333332	0.9
chr2	86823709	0.9	0.9	0.9	-0.7451666666666666	0.9
chr2	86806607	0.9	0.9	0.9	-0.7578333333333331	0.9
chr2	86806683	0.9	0.9	0.9	-0.7471666666666668	0.9
chr2	86823559	0.9	0.9	0.9	-0.7413333333333333	0.9
chr2	86826843	0.9	0.9	0.9	-0.77	0.9
chr2	86821728	0.9	0.9	0.9	-0.7464166666666666	0.9
chr2	86786815	0.9	0.9	0.9	-0.7475833333333334	0.9
chr2	86788547	0.9	0.9	0.9	-0.7481666666666666	0.9
chr2	86825187	0.9	0.9	0.9	-0.7774166666666668	0.9
chr2	86786036	0.9	0.9	0.9	-0.7695000000000001	0.9
chr2	86823728	0.9	0.9	0.9	-0.7395833333333335	0.9
chr2	86786741	0.9	0.9	0.9	-0.7385833333333334	0.9
chr2	86787144	0.9	0.9	0.9	-0.7499166666666666	0.9
chr2	86823369	0.9	0.9	0.9	-0.743	0.9
chr2	86785931	0.9	0.9	0.9	-0.7473333333333334	0.9
chr2	86793813	0.9	0.9	0.9	-0.8069999999999999	0.9
chr2	86786875	0.9	0.9	0.9	-0.7375	0.9
chr11	122838958	0.9	0.9	0.9	-0.7723333333333333	0.9
chr2	86785443	0.9	0.9	0.9	-0.7368333333333333	0.9
chr2	86824756	0.9	0.9	0.9	-0.7494999999999999	0.9
chr2	86806715	0.9	0.9	0.9	-0.7240833333333333	0.9
chr2	86826614	0.9	0.9	0.9	-0.7541666666666668	0.9
chr10	132893714	0.9	0.9	0.9	-0.7195833333333335	0.9
chr2	86794014	0.9	0.9	0.9	-0.7380833333333333	0.9
chr2	86821938	0.9	0.9	0.9	-0.7093333333333334	0.9
chr2	86788553	0.9	0.9	0.9	-0.7185833333333332	0.9
chr2	86788420	0.9	0.9	0.9	-0.7147500000000001	0.9
chr2	86821712	0.9	0.9	0.9	-0.7212500000000001	0.9
chr2	86809186	0.9	0.9	0.9	-0.7351666666666669	0.9
chr2	86786801	0.9	0.9	0.9	-0.7070000000000001	0.9
chr2	86806617	0.9	0.9	0.9	-0.7185833333333332	0.9
chr2	86786747	0.9	0.9	0.9	-0.7016666666666667	0.9
chr2	86825351	0.9	0.9	0.9	-0.7157916666666666	0.9
chr10	132893718	0.9	0.9	0.9	-0.70475	0.9
chr22	39913499	0.9	0.9	0.9	-0.7279166666666665	0.9
chr2	86786011	0.9	0.9	0.9	-0.6975000000000001	0.9
chr2	86821293	0.9	0.9	0.9	-0.6940833333333333	0.9
chr2	86826913	0.9	0.9	0.9	-0.6965833333333333	0.9
chr2	86809178	0.9	0.9	0.9	-0.7109166666666666	0.9
chr11	122839013	0.9	0.9	0.9	-0.7056666666666667	0.9
chr2	86788529	0.9	0.9	0.9	-0.70075	0.9
chr2	86788329	0.9	0.9	0.9	-0.698	0.9
chr2	86809110	0.9	0.9	0.9	-0.6966666666666665	0.9
chr10	113763550	0.9	0.9	0.9	-0.73675	0.9
chr2	86823403	0.9	0.9	0.9	-0.6909999999999998	0.9
chr2	86794324	0.9	0.9	0.9	-0.70975	0.9
chr2	86821904	0.9	0.9	0.9	-0.6899166666666667	0.9
chr22	39916256	0.9	0.9	0.9	-0.7241666666666667	0.9
chr2	86788320	0.9	0.9	0.9	-0.69125	0.9
chr2	86843183	0.9	0.9	0.9	-0.7036666666666667	0.9
chr2	86825827	0.9	0.9	0.9	-0.7481666666666666	0.9
chr2	86861079	0.9	0.9	0.9	-0.6849166666666667	0.9
chr2	165660816	0.9	0.9	0.9	-0.7250833333333333	0.9
chr8	143929319	0.9	0.9	0.9	-0.7034166666666666	0.9
chr11	122838966	0.9	0.9	0.9	-0.7566666666666666	0.9
chr2	86785987	0.9	0.9	0.9	-0.6875833333333333	0.9
chr2	86843216	0.9	0.9	0.9	-0.6895833333333332	0.9
chr19	1090260	0.9	0.9	0.9	-0.6879166666666667	0.9
chr14	93066496	0.9	0.9	0.9	-0.7261666666666666	0.9
chr22	39914746	0.9	0.9	0.9	-0.7503333333333333	0.9
chr2	86807189	0.9	0.9	0.9	-0.6905000000000001	0.9
chr2	86825738	0.9	0.9	0.9	-0.7906666666666666	0.9
chr9	89479430	0.9	0.9	0.9	-0.7063333333333333	0.9
chr7	134995272	0.9	0.9	0.9	-0.68275	0.9
chr2	86823439	0.9	0.9	0.9	-0.6779166666666667	0.9
chr2	86809265	0.9	0.9	0.9	-0.6975833333333334	0.9
chr2	86787657	0.9	0.9	0.9	-0.6755416666666666	0.9
chr2	86809249	0.9	0.9	0.9	-0.6864166666666667	0.9
chr2	86786757	0.9	0.9	0.9	-0.67275	0.9
chr2	86821762	0.9	0.9	0.9	-0.7092500000000002	0.9
chr2	86825236	0.9	0.9	0.9	-0.6939583333333333	0.9
chr2	86827066	0.9	0.9	0.9	-0.6732499999999999	0.9
chr2	86821256	0.9	0.9	0.9	-0.6674166666666665	0.9
chr15	50259505	0.9	0.9	0.9	-0.6817916666666666	0.9
chr2	86786794	0.9	0.9	0.9	-0.6669166666666667	0.9
chr2	86826889	0.9	0.9	0.9	-0.6670833333333334	0.9
chrX	69874587	0.9	0.9	0.9	-0.6765416666666667	0.9
chr2	86809174	0.9	0.9	0.9	-0.6760833333333333	0.9
chr22	33612263	0.9	0.9	0.9	-0.685875	0.9
chr2	86809304	0.9	0.9	0.9	-0.67675	0.9
chr22	39914727	0.9	0.9	0.9	-0.7297083333333333	0.9
chr6	106428671	0.9	0.9	0.9	-0.6865833333333333	0.9
chr11	66316257	0.9	0.9	0.9	-0.6586666666666667	0.9
chr2	86786564	0.9	0.9	0.9	-0.7433333333333333	0.9
chr2	86822007	0.9	0.9	0.9	-0.6564166666666666	0.9
chr15	76994615	0.9	0.9	0.9	-0.69025	0.9
chr2	86788857	0.9	0.9	0.9	-0.6566666666666666	0.9
chr9	33786745	0.9	0.9	0.9	-0.6553333333333333	0.9
chr2	86785353	0.9	0.9	0.9	-0.6549166666666667	0.9
chr2	86843250	0.9	0.9	0.9	-0.6525833333333333	0.9
chr17	77107646	0.9	0.9	0.9	-0.6609999999999999	0.9
chr11	124245462	0.9	0.9	0.9	-0.6507916666666668	0.9
chr19	1090909	0.9	0.9	0.9	-0.6464166666666666	0.9
chr2	86787653	0.9	0.9	0.9	-0.64275	0.9
chr2	86827517	0.9	0.9	0.9	-0.6435833333333334	0.9
chr20	63782109	0.9	0.9	0.9	-0.7174583333333333	0.9
chr6	6194718	0.9	0.9	0.9	-0.6468333333333334	0.9
chr2	86821270	0.9	0.9	0.9	-0.636	0.9
chr15	54463283	0.9	0.9	0.9	-0.6590833333333334	0.9
chr2	86826503	0.9	0.9	0.9	-0.7403333333333333	0.9
chr11	122838985	0.9	0.9	0.9	-0.7341666666666666	0.9
chr11	122839028	0.9	0.9	0.9	-0.6609166666666667	0.9
chr11	67405685	0.9	0.9	0.9	-0.7135	0.9
chr9	89479379	0.9	0.9	0.9	-0.6548333333333333	0.9
chr14	93066560	0.9	0.9	0.9	-0.6716666666666667	0.9
chr3	13388209	0.9	0.9	0.9	-0.6398333333333333	0.9
chr9	89479436	0.9	0.9	0.9	-0.6604166666666667	0.9
chr14	93066604	0.9	0.9	0.9	-0.6844583333333334	0.9
chr19	32586388	0.9	0.9	0.9	-0.6532916666666668	0.9
chr1	16023012	0.9	0.9	0.9	-0.70175	0.9
chr2	86826923	0.9	0.9	0.9	-0.6333333333333333	0.9
chr22	39914820	0.9	0.9	0.9	-0.6824166666666667	0.9
chr1	247454731	0.9	0.9	0.9	-0.641625	0.9
chr2	86785582	0.9	0.9	0.9	-0.6907916666666666	0.9
chr20	53581757	0.9	0.9	0.9	-0.65275	0.9
chr21	44293811	0.9	0.9	0.9	-0.6755	0.9
chr14	93066624	0.9	0.9	0.9	-0.6804166666666666	0.9
chr4	141210325	0.9	0.9	0.9	-0.6401666666666667	0.9
chr11	67406835	0.9	0.9	0.9	-0.6829166666666667	0.9
chr19	1090978	0.9	0.9	0.9	-0.684	0.9
chr19	1090999	0.9	0.9	0.9	-0.6754166666666667	0.9
chr12	107487926	0.9	0.9	0.9	-0.6414166666666667	0.9
chr2	86792488	0.9	0.9	0.9	-0.6312499999999999	0.9
chr12	44827678	0.9	0.9	0.9	-0.6306666666666666	0.9
chr21	44293804	0.9	0.9	0.9	-0.6810833333333334	0.9
chr8	143929237	0.9	0.9	0.9	-0.6287499999999999	0.9
chr5	55141965	0.9	0.9	0.9	-0.6439166666666667	0.9
chr12	47211856	0.9	0.9	0.9	-0.6853333333333333	0.9
chr20	31641474	0.9	0.9	0.9	-0.6279166666666667	0.9
chr11	67405980	0.9	0.9	0.9	-0.7037500000000001	0.9
chr2	86787519	0.9	0.9	0.9	-0.6204999999999999	0.9
chr21	44293806	0.9	0.9	0.9	-0.6921666666666667	0.9
chr2	86806923	0.9	0.9	0.9	-0.6577500000000001	0.9
chr14	93066489	0.9	0.9	0.9	-0.6781666666666667	0.9
chr3	142508729	0.9	0.9	0.9	-0.6270833333333333	0.9
chr7	146934428	0.9	0.9	0.9	-0.622625	0.9
chr11	67436114	0.9	0.9	0.9	-0.6318333333333335	0.9
chr2	86793663	0.9	0.9	0.9	-0.6244166666666666	0.9
chr1	31424925	0.9	0.9	0.9	-0.7725416666666667	0.9
chr2	86821793	0.9	0.9	0.9	-0.6641666666666667	0.9
chr2	86788863	0.9	0.9	0.9	-0.6211666666666666	0.9
chr22	39915088	0.9	0.9	0.9	-0.63475	0.9
chr11	122839462	0.9	0.9	0.9	-0.62175	0.9
chr2	86806600	0.9	0.9	0.9	-0.6184166666666667	0.9
chr11	67436117	0.9	0.9	0.9	-0.6255833333333333	0.9
chr2	86788689	0.9	0.9	0.9	-0.6178333333333335	0.9
chr2	86825518	0.9	0.9	0.9	-0.7321666666666666	0.9
chr22	39916740	0.9	0.9	0.9	-0.634	0.9
chr2	86809087	0.9	0.9	0.9	-0.6155	0.9
chr16	57134045	0.9	0.9	0.9	-0.6225000000000002	0.9
chr20	20108725	0.9	0.9	0.9	-0.6470833333333333	0.9
chr16	57134074	0.9	0.9	0.9	-0.6152500000000001	0.9
chr8	143929800	0.9	0.9	0.9	-0.6238333333333334	0.9
chr1	40388088	0.9	0.9	0.9	-0.6108333333333333	0.9
chr19	40764115	0.9	0.9	0.9	-0.6136666666666667	0.9
chr8	143929741	0.9	0.9	0.9	-0.6311666666666667	0.9
chr8	143929241	0.9	0.9	0.9	-0.6181666666666665	0.9
chr2	195821532	0.9	0.9	0.9	-0.6332083333333334	0.9
chr16	56994364	0.9	0.9	0.9	-0.6733333333333333	0.9
chr18	80126873	0.9	0.9	0.9	-0.6475	0.9
chr4	141210304	0.9	0.9	0.9	-0.6115833333333334	0.9
chr2	86790132	0.9	0.9	0.9	-0.6095	0.9
chr2	86788885	0.9	0.9	0.9	-0.6091666666666667	0.9
chr19	1091017	0.9	0.9	0.9	-0.7095833333333333	0.9
chr2	86824330	0.9	0.9	0.9	-0.604	0.9
chr11	67405710	0.9	0.9	0.9	-0.6729999999999999	0.9
chr22	39917199	0.9	0.9	0.9	-0.6518333333333335	0.9
chr12	107488238	0.9	0.9	0.9	-0.6084166666666667	0.9
chr11	66316504	0.9	0.9	0.9	-0.6079166666666667	0.9
chr2	219452340	0.9	0.9	0.9	-0.6405000000000001	0.9
chr2	241112730	0.9	0.9	0.9	-0.6070833333333333	0.9
chr7	98989763	0.9	0.9	0.9	-0.6004166666666666	0.9
chr4	8116425	0.9	0.9	0.9	-0.6005	0.9
chr1	158070832	0.9	0.9	0.9	-0.6034999999999999	0.9
chr16	10776305	0.9	0.9	0.9	-0.6070000000000001	0.9
chr19	40753961	0.9	0.9	0.9	-0.6263333333333333	0.9
chr17	64393274	0.9	0.9	0.9	-0.60925	0.9
chr2	105855958	0.9	0.9	0.9	-0.7178333333333332	0.9
chr16	1526426	0.9	0.9	0.9	-0.6046666666666667	0.9
chr11	66640025	0.9	0.9	0.9	-0.59975	0.9
chr8	143929856	0.9	0.9	0.9	-0.6087500000000001	0.9
chr19	41900545	0.9	0.9	0.9	-0.5964166666666666	0.9
chr16	29809424	0.9	0.9	0.9	-0.61375	0.9
chr15	52415673	0.9	0.9	0.9	-0.5971666666666666	0.9
chr5	139275131	0.9	0.9	0.9	-0.66925	0.9
chr6	16711763	0.9	0.9	0.9	-0.71425	0.9
chr22	39912687	0.9	0.9	0.9	-0.64475	0.9
chr8	143929841	0.9	0.9	0.9	-0.6230833333333332	0.9
chr3	24372342	0.9	0.9	0.9	-0.5997500000000001	0.9
chr11	122849173	0.9	0.9	0.9	-0.6321666666666667	0.9
chr7	37964247	0.9	0.9	0.9	-0.6977500000000001	0.9
chr19	42854536	0.9	0.9	0.9	-0.6039166666666667	0.9
chr19	40764124	0.9	0.9	0.9	-0.6024166666666667	0.9
chr1	40389093	0.9	0.9	0.9	-0.6191666666666666	0.9
chr2	86825282	0.9	0.9	0.9	-0.6988333333333333	0.9
chr2	86794588	0.9	0.9	0.9	-0.591	0.9
chr15	76994606	0.9	0.9	0.9	-0.6145833333333333	0.9
chr8	143929739	0.9	0.9	0.9	-0.6032500000000001	0.9
chr11	122839087	0.9	0.9	0.9	-0.59975	0.9
chr8	13447581	0.9	0.9	0.9	-0.5928333333333333	0.9
chr4	8116024	0.9	0.9	0.9	-0.6634166666666667	0.9
chr12	122167216	0.9	0.9	0.9	-0.5906666666666667	0.9
chr19	1091211	0.9	0.9	0.9	-0.5913333333333333	0.9
chr2	86818360	0.9	0.9	0.9	-0.5870833333333334	0.9
chr2	206458226	0.9	0.9	0.9	-0.5872916666666667	0.9
chr15	76994587	0.9	0.9	0.9	-0.65825	0.9
chr9	131358887	0.9	0.9	0.9	-0.6321666666666665	0.9
chr9	69272061	0.9	0.9	0.9	-0.6231666666666666	0.9
chr2	86793159	0.9	0.9	0.9	-0.5875	0.9
chr9	89479493	0.9	0.9	0.9	-0.5918333333333333	0.9
chr13	75321379	0.9	0.9	0.9	-0.6711666666666667	0.9
chr16	57134084	0.9	0.9	0.9	-0.5889166666666668	0.9
chr2	86765042	0.9	0.9	0.9	-0.6033333333333333	0.9
chr6	127813568	0.9	0.9	0.9	-0.6001666666666665	0.9
chr7	48439804	0.9	0.9	0.9	-0.583875	0.9
chr9	89479537	0.9	0.9	0.9	-0.6082500000000001	0.9
chr1	161270696	0.9	0.9	0.9	-0.6120833333333333	0.9
chr8	118403568	0.9	0.9	0.9	-0.6062083333333332	0.9
chr14	100107292	0.9	0.9	0.9	-0.6041666666666666	0.9
chr2	86787167	0.9	0.9	0.9	-0.5826666666666667	0.9
chr11	122839121	0.9	0.9	0.9	-0.6173333333333333	0.9
chr2	86792722	0.9	0.9	0.9	-0.5885	0.9
chr9	89479316	0.9	0.9	0.9	-0.5905833333333333	0.9
chr2	241109615	0.9	0.9	0.9	-0.5954999999999999	0.9
chr11	67405949	0.9	0.9	0.9	-0.6081666666666665	0.9
chr7	134993003	0.9	0.9	0.9	-0.6084166666666666	0.9
chr3	129181515	0.9	0.9	0.9	-0.7146666666666667	0.9
chr19	3766819	0.9	0.9	0.9	-0.6228333333333333	0.9
chr21	35295880	0.9	0.9	0.9	-0.5830833333333334	0.9
chr2	241112742	0.9	0.9	0.9	-0.5833333333333334	0.9
chr11	67436136	0.9	0.9	0.9	-0.5931666666666666	0.9
chr20	53581760	0.9	0.9	0.9	-0.6194166666666667	0.9
chr11	67406794	0.9	0.9	0.9	-0.6055833333333334	0.9
chr3	167253321	0.9	0.9	0.9	-0.608	0.9
chr15	50259396	0.9	0.9	0.9	-0.5840833333333333	0.9
chr22	39939357	0.9	0.9	0.9	-0.58725	0.9
chr16	57133997	0.9	0.9	0.9	-0.5935833333333332	0.9
chr1	178235501	0.9	0.9	0.9	-0.6405	0.9
chr20	62141307	0.9	0.9	0.9	-0.5783333333333334	0.9
chr12	47211840	0.9	0.9	0.9	-0.6456666666666666	0.9
chr2	135317761	0.9	0.9	0.9	-0.6056666666666667	0.9
chr17	19534981	0.9	0.9	0.9	-0.6732500000000001	0.9
chr21	41354831	0.9	0.9	0.9	-0.6075	0.9
chr12	122167016	0.9	0.9	0.9	-0.6028333333333333	0.9
chr3	114137857	0.9	0.9	0.9	-0.576375	0.9
chr17	77107767	0.9	0.9	0.9	-0.5905	0.9
chr15	22880418	0.9	0.9	0.9	-0.5921666666666667	0.9
chr22	28680685	0.9	0.9	0.9	-0.5994166666666667	0.9
chr11	122840558	0.9	0.9	0.9	-0.6625000000000001	0.9
chr6	16437410	0.9	0.9	0.9	-0.7191666666666666	0.9
chr16	58389431	0.9	0.9	0.9	-0.6012500000000001	0.9
chr11	67406868	0.9	0.9	0.9	-0.6435833333333333	0.9
chr22	37166480	0.9	0.9	0.9	-0.6238333333333334	0.9
chr6	127813889	0.9	0.9	0.9	-0.5889999999999999	0.9
chr11	66316267	0.9	0.9	0.9	-0.573	0.9
chr22	39924625	0.9	0.9	0.9	-0.5891666666666666	0.9
chr8	133468006	0.9	0.9	0.9	-0.5734166666666667	0.9
chr20	53581691	0.9	0.9	0.9	-0.61675	0.9
chr2	86821911	0.9	0.9	0.9	-0.5705833333333332	0.9
chr22	39914812	0.9	0.9	0.9	-0.6586666666666667	0.9
chr17	16440666	0.9	0.9	0.9	-0.6205833333333334	0.9
chr20	53581737	0.9	0.9	0.9	-0.6005	0.9
chr10	72080052	0.9	0.9	0.9	-0.5989166666666665	0.9
chr22	39942581	0.9	0.9	0.9	-0.5765833333333332	0.9
chr8	143929220	0.9	0.9	0.9	-0.57225	0.9
chr8	143929967	0.9	0.9	0.9	-0.5799166666666666	0.9
chr17	38782667	0.9	0.9	0.9	-0.5740833333333333	0.9
chr3	65684936	0.9	0.9	0.9	-0.6637500000000001	0.9
chr5	131254472	0.9	0.9	0.9	-0.7839166666666667	0.9
chr2	241109602	0.9	0.9	0.9	-0.5895833333333333	0.9
chr11	67436134	0.9	0.9	0.9	-0.5919166666666668	0.9
chr14	32794466	0.9	0.9	0.9	-0.59725	0.9
chr9	89479353	0.9	0.9	0.9	-0.5793333333333333	0.9
chr1	40388114	0.9	0.9	0.9	-0.5702499999999999	0.9
chr12	53463213	0.9	0.9	0.9	-0.5738333333333334	0.9
chr8	143929729	0.9	0.9	0.9	-0.6061666666666666	0.9
chr2	241112870	0.9	0.9	0.9	-0.5815833333333333	0.9
chr11	67406871	0.9	0.9	0.9	-0.6633333333333333	0.9
chr2	131010528	0.9	0.9	0.9	-0.5906666666666667	0.9
chr7	134992956	0.9	0.9	0.9	-0.6120833333333333	0.9
chr19	50713880	0.9	0.9	0.9	-0.5784166666666667	0.9
chr7	2037472	0.9	0.9	0.9	-0.5710000000000001	0.9
chr11	66316294	0.9	0.9	0.9	-0.5685000000000001	0.9
chr5	157204558	0.9	0.9	0.9	-0.5871666666666666	0.9
chr7	28581455	0.9	0.9	0.9	-0.6125833333333334	0.9
chr18	46747924	0.9	0.9	0.9	-0.5819583333333334	0.9
chr10	7590543	0.9	0.9	0.9	-0.5878333333333333	0.9
chr2	131010566	0.9	0.9	0.9	-0.5694166666666666	0.9
chr8	143929915	0.9	0.9	0.9	-0.5861666666666666	0.9
chr9	89479549	0.9	0.9	0.9	-0.6378333333333334	0.9
chr19	1090855	0.9	0.9	0.9	-0.5840833333333333	0.9
