ReadName	allcelltype	ucelltype	assignedcelltype	CheckedCpG	mismatchCpG	notacceptedCpG	acceptedCpG	finalacceptedfor	finalrejectedfor	MateCIGARok
A00580:76:HFLG2DSXX:2:2510:5520:33035	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:588505', 'chr11:588439', 'chr11:588503', 'chr11:588441']"	['']	"['chr11:588505', 'chr11:588439', 'chr11:588503', 'chr11:588441']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2406:15248:12806	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:588439', 'chr11:588503', 'chr11:588441']"	['']	"['chr11:588439', 'chr11:588503', 'chr11:588441']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2529:3667:16266	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:588505', 'chr11:588503']"	['']	"['chr11:588505', 'chr11:588503']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2559:6099:13620	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:588505', 'chr11:588439', 'chr11:588503', 'chr11:588441']"	['']	"['chr11:588505', 'chr11:588439', 'chr11:588503', 'chr11:588441']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1145:1325:36636	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:588505', 'chr11:588503']"	['']	"['chr11:588505', 'chr11:588503']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1468:23538:12665	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:588505', 'chr11:588503']"	['']	"['chr11:588505', 'chr11:588503']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2325:17029:23531	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:588505', 'chr11:588503']"	['']	"['chr11:588505', 'chr11:588503']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1320:9733:30937	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr11:66315731']	['']	['chr11:66315731']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1162:9064:23547	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr11:66315731']	['']	['chr11:66315731']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1125:25138:9142	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr11:66315731']	['']	['chr11:66315731']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2422:8495:25723	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr11:66315731']	['']	['chr11:66315731']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2153:29215:26349	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66315791', 'chr11:66315824', 'chr11:66315818', 'chr11:66315731']"	['']	"['chr11:66315791', 'chr11:66315818', 'chr11:66315731']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1551:18313:23062	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66315791', 'chr11:66315824', 'chr11:66315818', 'chr11:66315731']"	['']	"['chr11:66315791', 'chr11:66315824', 'chr11:66315818', 'chr11:66315731']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2632:14271:26365	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66315791', 'chr11:66315824', 'chr11:66315857', 'chr11:66315868', 'chr11:66315889', 'chr11:66315818']"	['']	"['chr11:66315791', 'chr11:66315824', 'chr11:66315857', 'chr11:66315868', 'chr11:66315889', 'chr11:66315818']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1666:20835:3035	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66315889', 'chr11:66315868', 'chr11:66315731']"	['']	"['chr11:66315889', 'chr11:66315868', 'chr11:66315731']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2439:27371:36432	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316039', 'chr11:66315824', 'chr11:66315857', 'chr11:66315868', 'chr11:66316027', 'chr11:66315889', 'chr11:66315818']"	['']	"['chr11:66316039', 'chr11:66315824', 'chr11:66315857', 'chr11:66315868', 'chr11:66316027', 'chr11:66315889', 'chr11:66315818']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1565:25807:33943	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr11:66316027']	['']	['chr11:66316027']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1452:28257:23563	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr11:66316027']	['']	['chr11:66316027']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1430:12445:6637	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316039', 'chr11:66315791', 'chr11:66315824', 'chr11:66315857', 'chr11:66315868', 'chr11:66316069', 'chr11:66316027', 'chr11:66315889', 'chr11:66315818']"	['']	"['chr11:66316039', 'chr11:66315791', 'chr11:66315824', 'chr11:66315857', 'chr11:66315868', 'chr11:66316027', 'chr11:66315889', 'chr11:66315818']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2634:18801:5087	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316039', 'chr11:66315791', 'chr11:66315824', 'chr11:66315857', 'chr11:66315868', 'chr11:66316069', 'chr11:66316027', 'chr11:66315889', 'chr11:66315818']"	['']	"['chr11:66316039', 'chr11:66315791', 'chr11:66315824', 'chr11:66315857', 'chr11:66315868', 'chr11:66316027', 'chr11:66315889', 'chr11:66315818']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1357:12771:9893	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316039', 'chr11:66316101', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316027', 'chr11:66316106']"	['']	"['chr11:66316039', 'chr11:66316101', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316027', 'chr11:66316106']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1518:10936:2049	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316039', 'chr11:66316137', 'chr11:66316101', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316027', 'chr11:66316106']"	['']	"['chr11:66316039', 'chr11:66316137', 'chr11:66316101', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316027', 'chr11:66316106']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2223:25120:23516	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316039', 'chr11:66316137', 'chr11:66316101', 'chr11:66315731', 'chr11:66315824', 'chr11:66315791', 'chr11:66316118', 'chr11:66315857', 'chr11:66316125', 'chr11:66315868', 'chr11:66316027', 'chr11:66315818']"	['']	"['chr11:66316039', 'chr11:66316137', 'chr11:66316101', 'chr11:66315731', 'chr11:66315824', 'chr11:66315791', 'chr11:66316118', 'chr11:66315857', 'chr11:66316125', 'chr11:66315868', 'chr11:66316027', 'chr11:66315818']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2531:26015:25692	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316039', 'chr11:66316137', 'chr11:66316101', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316027', 'chr11:66316106', 'chr11:66316168']"	['']	"['chr11:66316039', 'chr11:66316137', 'chr11:66316101', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316027', 'chr11:66316106', 'chr11:66316168']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1322:30327:18223	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316190', 'chr11:66316039', 'chr11:66316101', 'chr11:66316137', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316027', 'chr11:66316106', 'chr11:66316186', 'chr11:66316168']"	['']	"['chr11:66316101', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316027', 'chr11:66316106', 'chr11:66316186', 'chr11:66316168']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2551:29053:32017	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316190', 'chr11:66316039', 'chr11:66316101', 'chr11:66316137', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316027', 'chr11:66316106', 'chr11:66316186', 'chr11:66316168']"	['']	"['chr11:66316190', 'chr11:66316039', 'chr11:66316101', 'chr11:66316137', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316027', 'chr11:66316106', 'chr11:66316186', 'chr11:66316168']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2540:17996:12618	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316190', 'chr11:66316213', 'chr11:66316039', 'chr11:66316137', 'chr11:66316101', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316106', 'chr11:66316186', 'chr11:66316168']"	['']	"['chr11:66316190', 'chr11:66316213', 'chr11:66316137', 'chr11:66316101', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316106', 'chr11:66316186', 'chr11:66316168']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2308:3305:10003	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316039', 'chr11:66316137', 'chr11:66316101', 'chr11:66316225', 'chr11:66316239', 'chr11:66316168', 'chr11:66316118', 'chr11:66316221', 'chr11:66316257', 'chr11:66316125', 'chr11:66316069', 'chr11:66316027', 'chr11:66316190', 'chr11:66316186', 'chr11:66316213']"	['']	"['chr11:66316039', 'chr11:66316137', 'chr11:66316101', 'chr11:66316225', 'chr11:66316239', 'chr11:66316168', 'chr11:66316118', 'chr11:66316221', 'chr11:66316257', 'chr11:66316125', 'chr11:66316069', 'chr11:66316027', 'chr11:66316190', 'chr11:66316186', 'chr11:66316213']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2102:5168:7560	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316213', 'chr11:66316039', 'chr11:66316137', 'chr11:66316101', 'chr11:66316239', 'chr11:66316118', 'chr11:66316027', 'chr11:66316257', 'chr11:66316125', 'chr11:66316069', 'chr11:66316225', 'chr11:66316106', 'chr11:66316186', 'chr11:66316168']"	['']	"['chr11:66316213', 'chr11:66316039', 'chr11:66316137', 'chr11:66316101', 'chr11:66316239', 'chr11:66316118', 'chr11:66316027', 'chr11:66316257', 'chr11:66316125', 'chr11:66316069', 'chr11:66316225', 'chr11:66316106', 'chr11:66316186', 'chr11:66316168']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2620:28031:19539	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316239', 'chr11:66316168', 'chr11:66316221', 'chr11:66316257', 'chr11:66316225', 'chr11:66316190', 'chr11:66316186', 'chr11:66316213']"	['']	"['chr11:66316239', 'chr11:66316168', 'chr11:66316221', 'chr11:66316257', 'chr11:66316225', 'chr11:66316190', 'chr11:66316186', 'chr11:66316213']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1132:31331:24189	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316137', 'chr11:66316239', 'chr11:66316168', 'chr11:66316221', 'chr11:66316257', 'chr11:66316225', 'chr11:66316190', 'chr11:66316186', 'chr11:66316213']"	['']	"['chr11:66316137', 'chr11:66316239', 'chr11:66316168', 'chr11:66316221', 'chr11:66316257', 'chr11:66316225', 'chr11:66316190', 'chr11:66316213']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1469:2935:18818	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316239', 'chr11:66316221', 'chr11:66316257', 'chr11:66316225', 'chr11:66316213']"	['']	"['chr11:66316239', 'chr11:66316221', 'chr11:66316257', 'chr11:66316225', 'chr11:66316213']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2327:14407:17487	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316106', 'chr11:66316101', 'chr11:66316137', 'chr11:66316239', 'chr11:66316168', 'chr11:66316118', 'chr11:66316221', 'chr11:66316257', 'chr11:66316125', 'chr11:66316225', 'chr11:66316190', 'chr11:66316186', 'chr11:66316213']"	['']	"['chr11:66316106', 'chr11:66316101', 'chr11:66316137', 'chr11:66316239', 'chr11:66316168', 'chr11:66316118', 'chr11:66316221', 'chr11:66316257', 'chr11:66316125', 'chr11:66316225', 'chr11:66316190', 'chr11:66316186', 'chr11:66316213']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1442:3974:33739	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316106', 'chr11:66316101', 'chr11:66316137', 'chr11:66316239', 'chr11:66316168', 'chr11:66316118', 'chr11:66316221', 'chr11:66316125', 'chr11:66316225', 'chr11:66316190', 'chr11:66316186', 'chr11:66316213', 'chr11:66316387']"	"[""'chr11:66316101'""]"	"['chr11:66316106', 'chr11:66316137', 'chr11:66316239', 'chr11:66316118', 'chr11:66316221', 'chr11:66316125', 'chr11:66316225', 'chr11:66316190', 'chr11:66316186', 'chr11:66316213', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1441:26042:19852	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316239', 'chr11:66316221', 'chr11:66316257', 'chr11:66316225', 'chr11:66316190', 'chr11:66316213', 'chr11:66316387']"	['']	"['chr11:66316239', 'chr11:66316221', 'chr11:66316257', 'chr11:66316225', 'chr11:66316190', 'chr11:66316213', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2537:14931:25629	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316429', 'chr11:66316239', 'chr11:66316221', 'chr11:66316257', 'chr11:66316225', 'chr11:66316190', 'chr11:66316186', 'chr11:66316213', 'chr11:66316387']"	['']	"['chr11:66316429', 'chr11:66316239', 'chr11:66316221', 'chr11:66316257', 'chr11:66316225', 'chr11:66316190', 'chr11:66316186', 'chr11:66316213', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2535:24822:28103	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316190', 'chr11:66316101', 'chr11:66316137', 'chr11:66316429', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316106', 'chr11:66316186', 'chr11:66316168', 'chr11:66316387']"	['']	"['chr11:66316190', 'chr11:66316101', 'chr11:66316137', 'chr11:66316429', 'chr11:66316118', 'chr11:66316125', 'chr11:66316069', 'chr11:66316106', 'chr11:66316186', 'chr11:66316168', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2436:14507:20353	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316441', 'chr11:66316429', 'chr11:66316387']"	['']	"['chr11:66316441', 'chr11:66316429', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2663:22923:7748	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316484', 'chr11:66316504', 'chr11:66316495', 'chr11:66316429', 'chr11:66316441', 'chr11:66316387']"	['']	"['chr11:66316484', 'chr11:66316504', 'chr11:66316495', 'chr11:66316429', 'chr11:66316441', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1402:21875:24721	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316484', 'chr11:66316504', 'chr11:66316495', 'chr11:66316429', 'chr11:66316239', 'chr11:66316441', 'chr11:66316257', 'chr11:66316387']"	['']	"['chr11:66316484', 'chr11:66316504', 'chr11:66316429', 'chr11:66316239', 'chr11:66316441', 'chr11:66316257', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2560:18909:36965	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316484', 'chr11:66316504', 'chr11:66316429', 'chr11:66316239', 'chr11:66316441', 'chr11:66316221', 'chr11:66316257', 'chr11:66316225', 'chr11:66316514', 'chr11:66316495']"	['']	"['chr11:66316484', 'chr11:66316429', 'chr11:66316239', 'chr11:66316441', 'chr11:66316221', 'chr11:66316257', 'chr11:66316225', 'chr11:66316514']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2462:19470:30420	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316504', 'chr11:66316484', 'chr11:66316429', 'chr11:66316441', 'chr11:66316514', 'chr11:66316495']"	['']	"['chr11:66316484', 'chr11:66316504', 'chr11:66316429', 'chr11:66316441', 'chr11:66316495']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2505:12102:34601	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316429', 'chr11:66316441', 'chr11:66316514', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316429', 'chr11:66316441', 'chr11:66316514', 'chr11:66316532', 'chr11:66316495']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2674:23827:4335	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316495', 'chr11:66316570', 'chr11:66316429', 'chr11:66316573', 'chr11:66316441', 'chr11:66316514', 'chr11:66316532', 'chr11:66316387']"	['']	"['chr11:66316540', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316495', 'chr11:66316570', 'chr11:66316429', 'chr11:66316573', 'chr11:66316441', 'chr11:66316514', 'chr11:66316532', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2673:3676:5384	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316387', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316429', 'chr11:66316573', 'chr11:66316441', 'chr11:66316583', 'chr11:66316514', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316429', 'chr11:66316573', 'chr11:66316441', 'chr11:66316583', 'chr11:66316514', 'chr11:66316532', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1376:27651:35039	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316495', 'chr11:66316429', 'chr11:66316570', 'chr11:66316441', 'chr11:66316514', 'chr11:66316532', 'chr11:66316387']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316429', 'chr11:66316570', 'chr11:66316441', 'chr11:66316514', 'chr11:66316532', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
