chrom	start	end	celltype
chr2	96877685	96877687	[Er]
chr2	96877738	96877740	[Er]
chr2	96877803	96877805	[Er]
chr2	238421466	238421468	[Er]
chr2	238421529	238421531	[Er]
chr2	238421531	238421533	[Er]
chr2	238421543	238421545	[Er]
chr2	238421560	238421562	[Er]
chr2	238421578	238421580	[Er]
chr2	238421583	238421585	[Er]
chr2	238421595	238421597	[Er]
chr2	238422260	238422262	[Er]
chr2	238422281	238422283	[Er]
chr2	238422385	238422387	[Er]
chr2	238422406	238422408	[Er]
chr2	238422449	238422451	[Er]
chr2	238422519	238422521	[Er]
chr20	3824959	3824961	[Er]
chr20	3825091	3825093	[Er]
chr20	3825156	3825158	[Er]
chr20	3825175	3825177	[Er]
chr20	3825267	3825269	[Er]
chr20	35514482	35514484	[Er]
chr20	35514502	35514504	[Er]
chr20	35514534	35514536	[Er]
chr20	35514765	35514767	[Er]
chr20	35514795	35514797	[Er]
chr20	35514838	35514840	[Er]
chr20	35514883	35514885	[Er]
chr20	35514919	35514921	[Er]
chr21	44853720	44853722	[Er]
chr21	44853734	44853736	[Er]
chr21	44853790	44853792	[Er]
chr21	44853802	44853804	[Er]
chr21	44853824	44853826	[Er]
chr21	44853867	44853869	[Er]
chr21	44853893	44853895	[Er]
chr21	44853904	44853906	[Er]
chr21	44853912	44853914	[Er]
chr21	44853918	44853920	[Er]
chr21	44853930	44853932	[Er]
chr21	46455762	46455764	[Er]
chr21	46455775	46455777	[Er]
chr21	46455779	46455781	[Er]
chr21	46455851	46455853	[Er]
chr21	46456042	46456044	[Er]
chr22	17824640	17824642	[Er]
chr22	17824712	17824714	[Er]
chr22	17824737	17824739	[Er]
chr22	17824902	17824904	[Er]
chr22	17824925	17824927	[Er]
chr22	17824930	17824932	[Er]
chr22	20025159	20025161	[Er]
chr22	20025194	20025196	[Er]
chr22	20025236	20025238	[Er]
chr22	20025248	20025250	[Er]
chr22	20025280	20025282	[Er]
chr22	20025343	20025345	[Er]
chr22	20025429	20025431	[Er]
chr22	20025432	20025434	[Er]
chr22	20025458	20025460	[Er]
chr22	20025474	20025476	[Er]
chr22	30284268	30284270	[Er]
chr22	30284302	30284304	[Er]
chr22	30284306	30284308	[Er]
chr22	30284355	30284357	[Er]
chr22	30284427	30284429	[Er]
chr22	30284500	30284502	[Er]
chr22	30284506	30284508	[Er]
chr22	40552113	40552115	[Er]
chr22	40552171	40552173	[Er]
chr22	40552232	40552234	[Er]
chr22	40552246	40552248	[Er]
chr22	40552270	40552272	[Er]
chr22	40552273	40552275	[Er]
chr22	40552285	40552287	[Er]
chr22	40552309	40552311	[Er]
chr22	40552355	40552357	[Er]
chr22	43969344	43969346	[Er]
chr22	43969385	43969387	[Er]
chr22	43969425	43969427	[Er]
chr22	43969448	43969450	[Er]
chr22	43969469	43969471	[Er]
chr22	43969493	43969495	[Er]
chr22	43969544	43969546	[Er]
chr3	12953224	12953226	[Er]
chr3	12953228	12953230	[Er]
chr3	12953231	12953233	[Er]
chr3	12953274	12953276	[Er]
chr3	12953284	12953286	[Er]
chr3	12953289	12953291	[Er]
chr3	12953294	12953296	[Er]
chr3	12953296	12953298	[Er]
chr3	12953320	12953322	[Er]
chr3	12953349	12953351	[Er]
chr3	12953356	12953358	[Er]
chr3	12953376	12953378	[Er]
chr3	12953408	12953410	[Er]
chr3	12953418	12953420	[Er]
chr3	12953429	12953431	[Er]
chr3	12953456	12953458	[Er]
chr3	12953534	12953536	[Er]
chr3	12953619	12953621	[Er]
chr3	12953624	12953626	[Er]
chr3	12953632	12953634	[Er]
chr3	12953646	12953648	[Er]
chr3	12953699	12953701	[Er]
chr3	12953723	12953725	[Er]
chr3	12953742	12953744	[Er]
chr3	12953874	12953876	[Er]
chr3	42167041	42167043	[Er]
chr3	42167064	42167066	[Er]
chr3	42167099	42167101	[Er]
chr3	42167133	42167135	[Er]
chr3	42167152	42167154	[Er]
chr3	42167205	42167207	[Er]
chr3	42167236	42167238	[Er]
chr3	182957396	182957398	[Er]
chr3	182957443	182957445	[Er]
chr3	182957498	182957500	[Er]
chr3	182957518	182957520	[Er]
chr3	182957575	182957577	[Er]
chr4	38382541	38382543	[Er]
chr4	38382575	38382577	[Er]
chr4	38382587	38382589	[Er]
chr4	38382628	38382630	[Er]
chr4	38382674	38382676	[Er]
chr4	153024169	153024171	[Er]
chr4	153024177	153024179	[Er]
chr4	153024193	153024195	[Er]
chr4	153024195	153024197	[Er]
chr4	153024206	153024208	[Er]
chr4	153024274	153024276	[Er]
chr4	153024336	153024338	[Er]
chr4	153024351	153024353	[Er]
chr5	140678829	140678831	[Er]
chr5	140678837	140678839	[Er]
chr5	140679017	140679019	[Er]
chr5	140679023	140679025	[Er]
chr5	140679029	140679031	[Er]
chr5	140679050	140679052	[Er]
chr5	140679053	140679055	[Er]
chr5	160348172	160348174	[Er]
chr5	160348187	160348189	[Er]
chr5	160348222	160348224	[Er]
chr5	160348253	160348255	[Er]
chr5	160348269	160348271	[Er]
chr5	160348306	160348308	[Er]
chr5	160348342	160348344	[Er]
chr5	160348353	160348355	[Er]
chr6	3418804	3418806	[Er]
chr6	3418816	3418818	[Er]
chr6	3418839	3418841	[Er]
chr6	3418842	3418844	[Er]
chr6	3418862	3418864	[Er]
chr6	3418883	3418885	[Er]
chr6	15079377	15079379	[Er]
chr6	15079413	15079415	[Er]
chr6	15079421	15079423	[Er]
chr6	15079698	15079700	[Er]
chr6	15079707	15079709	[Er]
chr6	15079769	15079771	[Er]
chr6	15079842	15079844	[Er]
chr6	37109836	37109838	[Er]
chr6	37109839	37109841	[Er]
chr6	37109869	37109871	[Er]
chr6	37109895	37109897	[Er]
chr6	37110011	37110013	[Er]
chr6	37110018	37110020	[Er]
chr6	37110060	37110062	[Er]
chr6	37110119	37110121	[Er]
chr6	37110366	37110368	[Er]
chr6	37110411	37110413	[Er]
chr6	37110438	37110440	[Er]
chr6	49782778	49782780	[Er]
chr6	49782793	49782795	[Er]
chr6	49782945	49782947	[Er]
chr6	49782986	49782988	[Er]
chr6	49783006	49783008	[Er]
chr7	69872004	69872006	[Er]
chr7	69872008	69872010	[Er]
chr7	69872010	69872012	[Er]
chr7	69872019	69872021	[Er]
chr7	69872061	69872063	[Er]
chr7	69872119	69872121	[Er]
chr7	69872147	69872149	[Er]
chr7	69872273	69872275	[Er]
chr8	42484793	42484795	[Er]
chr8	42484824	42484826	[Er]
chr8	42484867	42484869	[Er]
chr8	42484885	42484887	[Er]
chr8	42484956	42484958	[Er]
chr8	95167780	95167782	[Er]
chr8	95167800	95167802	[Er]
chr8	95167818	95167820	[Er]
chr8	95167825	95167827	[Er]
chr8	95167838	95167840	[Er]
chr8	95167861	95167863	[Er]
chr8	95167865	95167867	[Er]
chr8	95167871	95167873	[Er]
chr8	142661519	142661521	[Er]
chr8	142661538	142661540	[Er]
chr8	142661624	142661626	[Er]
chr8	142661626	142661628	[Er]
chr8	142661658	142661660	[Er]
chr8	143294284	143294286	[Er]
chr8	143294317	143294319	[Er]
chr8	143294323	143294325	[Er]
chr8	143294326	143294328	[Er]
chr8	143294344	143294346	[Er]
chr8	143294372	143294374	[Er]
chr9	127841463	127841465	[Er]
chr9	127841579	127841581	[Er]
chr9	127841593	127841595	[Er]
chr9	127841613	127841615	[Er]
chr9	127841653	127841655	[Er]
chr9	127841701	127841703	[Er]
chr9	127841712	127841714	[Er]
chr9	127841715	127841717	[Er]
chr9	127841727	127841729	[Er]
chr9	127841802	127841804	[Er]
chr9	135950313	135950315	[Er]
chr9	135950361	135950363	[Er]
chr9	135950376	135950378	[Er]
chr9	135950452	135950454	[Er]
chr9	135950482	135950484	[Er]
chr9	135951962	135951964	[Er]
chr9	135951981	135951983	[Er]
chr9	135951999	135952001	[Er]
chr9	135952023	135952025	[Er]
chr9	135952098	135952100	[Er]
chr9	135952120	135952122	[Er]
chr9	135952138	135952140	[Er]
chr9	135952161	135952163	[Er]
chr9	135952340	135952342	[Er]
chr9	135952425	135952427	[Er]
chr9	135952430	135952432	[Er]
chrX	16629009	16629011	[Er]
chrX	16629012	16629014	[Er]
chrX	16629049	16629051	[Er]
chrX	16629056	16629058	[Er]
chrX	16629102	16629104	[Er]
chrX	16629163	16629165	[Er]
chr12	6775067	6775069	[m8]
chr12	6775094	6775096	[m8]
chr12	6775303	6775305	[m8]
chr12	6775337	6775339	[m8]
chr12	6775361	6775363	[m8]
chr12	6775432	6775434	[m8]
chr12	6775445	6775447	[m8]
chr12	10672214	10672216	[m8]
chr12	10672243	10672245	[m8]
chr12	10672248	10672250	[m8]
chr12	10672251	10672253	[m8]
chr12	10672260	10672262	[m8]
chr12	10672332	10672334	[m8]
chr12	10672526	10672528	[m8]
chr12	10672557	10672559	[m8]
chr12	10672600	10672602	[m8]
chr12	10672632	10672634	[m8]
chr12	10672668	10672670	[m8]
chr12	10672680	10672682	[m8]
chr12	10672806	10672808	[m8]
chr12	10672898	10672900	[m8]
chr12	47394151	47394153	[m8]
chr12	47394362	47394364	[m8]
chr12	47394530	47394532	[m8]
chr12	47394539	47394541	[m8]
chr12	47394547	47394549	[m8]
chr12	47394559	47394561	[m8]
chr12	47394587	47394589	[m8]
chr12	47394592	47394594	[m8]
chr12	47394617	47394619	[m8]
chr12	47394648	47394650	[m8]
chr12	47394737	47394739	[m8]
chr12	47394745	47394747	[m8]
chr12	47394752	47394754	[m8]
chr12	47394769	47394771	[m8]
chr12	47394921	47394923	[m8]
chr12	124769669	124769671	[m8]
chr12	124769704	124769706	[m8]
chr12	124769775	124769777	[m8]
chr12	124769789	124769791	[m8]
chr12	124769809	124769811	[m8]
chr12	124769846	124769848	[m8]
chr12	124769887	124769889	[m8]
chr12	124770001	124770003	[m8]
chr12	124770043	124770045	[m8]
chr12	124770048	124770050	[m8]
chr12	124770061	124770063	[m8]
chr12	124770098	124770100	[m8]
chr14	97924992	97924994	[m8]
chr14	97924995	97924997	[m8]
chr14	97925028	97925030	[m8]
chr14	97925129	97925131	[m8]
chr14	97925217	97925219	[m8]
chr14	97925234	97925236	[m8]
chr14	97925342	97925344	[m8]
chr14	97925383	97925385	[m8]
chr14	97925676	97925678	[m8]
chr14	97925693	97925695	[m8]
chr14	97925764	97925766	[m8]
chr14	97925796	97925798	[m8]
chr14	97925827	97925829	[m8]
chr14	97925841	97925843	[m8]
chr14	97925854	97925856	[m8]
chr14	97925864	97925866	[m8]
chr14	97925895	97925897	[m8]
chr14	97925950	97925952	[m8]
chr2	86821256	86821258	[m8]
chr2	86821270	86821272	[m8]
chr2	86821293	86821295	[m8]
chr2	86821325	86821327	[m8]
chr2	86821365	86821367	[m8]
chr2	86821372	86821374	[m8]
chr2	86821399	86821401	[m8]
chr2	86821424	86821426	[m8]
chr2	86821443	86821445	[m8]
chr2	86821446	86821448	[m8]
chr2	86821462	86821464	[m8]
chr2	86821475	86821477	[m8]
chr2	86821503	86821505	[m8]
chr2	86821569	86821571	[m8]
chr2	86821575	86821577	[m8]
chr2	86821623	86821625	[m8]
chr2	86821712	86821714	[m8]
chr2	86821718	86821720	[m8]
chr2	86821728	86821730	[m8]
chr2	86821735	86821737	[m8]
chr2	86821762	86821764	[m8]
chr2	86821874	86821876	[m8]
chr2	86821938	86821940	[m8]
chr2	86822007	86822009	[m8]
chr20	53581371	53581373	[m8]
chr20	53581404	53581406	[m8]
chr20	53581426	53581428	[m8]
chr20	53581436	53581438	[m8]
chr20	53581441	53581443	[m8]
chr20	53581475	53581477	[m8]
chr20	53581496	53581498	[m8]
chr20	53581519	53581521	[m8]
chr20	53581526	53581528	[m8]
chr20	53581550	53581552	[m8]
chr20	53581553	53581555	[m8]
chr20	53581569	53581571	[m8]
chr20	53581575	53581577	[m8]
chr20	53581586	53581588	[m8]
chr20	53581605	53581607	[m8]
chr20	53581611	53581613	[m8]
chr20	53581613	53581615	[m8]
chr20	53581616	53581618	[m8]
chr20	53581624	53581626	[m8]
chr20	53581685	53581687	[m8]
chr20	53581691	53581693	[m8]
chr20	53581737	53581739	[m8]
chr20	53581739	53581741	[m8]
chr20	53581745	53581747	[m8]
chr20	53581752	53581754	[m8]
chr20	53581757	53581759	[m8]
chr20	53581760	53581762	[m8]
chr20	53581791	53581793	[m8]
chr20	53581838	53581840	[m8]
chr20	53581845	53581847	[m8]
chr20	53581850	53581852	[m8]
chr20	53581853	53581855	[m8]
chr20	53581859	53581861	[m8]
chr20	53581878	53581880	[m8]
chr4	2944201	2944203	[m8]
chr4	2944262	2944264	[m8]
chr4	2944283	2944285	[m8]
chr4	2944290	2944292	[m8]
chr4	2944310	2944312	[m8]
chr4	2944348	2944350	[m8]
chr4	2944366	2944368	[m8]
chr4	2944422	2944424	[m8]
chr4	2944427	2944429	[m8]
chr4	2944474	2944476	[m8]
chr4	2944498	2944500	[m8]
chr4	2944530	2944532	[m8]
chr7	114921454	114921456	[m8]
chr7	114921467	114921469	[m8]
chr7	114921741	114921743	[m8]
chr7	114921748	114921750	[m8]
chr7	114921792	114921794	[m8]
chr7	114921794	114921796	[m8]
chr7	114921873	114921875	[m8]
chr7	114921881	114921883	[m8]
chr7	114921901	114921903	[m8]
chr7	114921907	114921909	[m8]
chr7	114921932	114921934	[m8]
chr7	114921952	114921954	[m8]
chr7	114921981	114921983	[m8]
chr1	226826556	226826558	[Mn]
chr1	226826589	226826591	[Mn]
chr1	226826601	226826603	[Mn]
chr1	226826605	226826607	[Mn]
chr1	226826689	226826691	[Mn]
chr1	226826731	226826733	[Mn]
chr10	113160705	113160707	[Mn]
chr10	113160741	113160743	[Mn]
chr10	113160752	113160754	[Mn]
chr10	113160773	113160775	[Mn]
chr10	113168512	113168514	[Mn]
chr10	113168537	113168539	[Mn]
chr10	113168545	113168547	[Mn]
chr10	113168575	113168577	[Mn]
chr10	113168599	113168601	[Mn]
chr10	113168642	113168644	[Mn]
chr10	113168726	113168728	[Mn]
chr10	113168769	113168771	[Mn]
chr11	65310316	65310318	[Mn]
chr11	65310424	65310426	[Mn]
chr11	65310448	65310450	[Mn]
chr11	65310467	65310469	[Mn]
chr11	65310470	65310472	[Mn]
chr11	65310482	65310484	[Mn]
chr11	118248259	118248261	[Mn]
chr11	118248264	118248266	[Mn]
chr11	118248292	118248294	[Mn]
chr11	118248302	118248304	[Mn]
chr12	101428342	101428344	[Mn]
chr12	101428431	101428433	[Mn]
chr12	101428438	101428440	[Mn]
chr12	101428447	101428449	[Mn]
chr12	101428475	101428477	[Mn]
chr12	101428487	101428489	[Mn]
chr12	101428491	101428493	[Mn]
chr13	50630032	50630034	[Mn]
chr13	50630061	50630063	[Mn]
chr13	50630099	50630101	[Mn]
chr13	50630357	50630359	[Mn]
chr13	50630393	50630395	[Mn]
chr13	50630396	50630398	[Mn]
chr14	100557009	100557011	[Mn]
chr14	100557047	100557049	[Mn]
chr14	100557050	100557052	[Mn]
chr14	100557059	100557061	[Mn]
chr14	100557079	100557081	[Mn]
chr14	100557117	100557119	[Mn]
chr14	100557129	100557131	[Mn]
chr16	89759899	89759901	[Mn]
chr16	89759921	89759923	[Mn]
chr16	89759928	89759930	[Mn]
chr16	89759950	89759952	[Mn]
chr16	89759957	89759959	[Mn]
chr16	89759979	89759981	[Mn]
chr16	89759986	89759988	[Mn]
chr16	89759992	89759994	[Mn]
chr16	89760008	89760010	[Mn]
chr16	89760015	89760017	[Mn]
chr16	89760105	89760107	[Mn]
chr16	89760131	89760133	[Mn]
chr16	89760136	89760138	[Mn]
chr16	89760232	89760234	[Mn]
chr17	19468412	19468414	[Mn]
chr17	19468450	19468452	[Mn]
chr17	19468456	19468458	[Mn]
chr17	19468461	19468463	[Mn]
chr17	76777476	76777478	[Mn]
chr17	76777480	76777482	[Mn]
chr17	76777523	76777525	[Mn]
chr17	76777528	76777530	[Mn]
chr17	77478443	77478445	[Mn]
chr17	77478465	77478467	[Mn]
chr17	77478480	77478482	[Mn]
chr17	77478488	77478490	[Mn]
chr17	77478490	77478492	[Mn]
chr17	77478517	77478519	[Mn]
chr17	77478527	77478529	[Mn]
chr17	77478531	77478533	[Mn]
chr17	77478543	77478545	[Mn]
chr17	77478571	77478573	[Mn]
chr17	77478576	77478578	[Mn]
chr17	77478634	77478636	[Mn]
chr17	77478658	77478660	[Mn]
chr19	18395318	18395320	[Mn]
chr19	18395324	18395326	[Mn]
chr19	18395540	18395542	[Mn]
chr19	18395546	18395548	[Mn]
chr19	18395548	18395550	[Mn]
chr19	18395562	18395564	[Mn]
chr19	18395599	18395601	[Mn]
chr2	47032361	47032363	[Mn]
chr2	47032427	47032429	[Mn]
chr2	47032455	47032457	[Mn]
chr2	47032462	47032464	[Mn]
chr2	47032585	47032587	[Mn]
chr20	23137172	23137174	[Mn]
chr20	23137229	23137231	[Mn]
chr20	23137247	23137249	[Mn]
chr20	23137254	23137256	[Mn]
chr20	23137287	23137289	[Mn]
chr20	32060954	32060956	[Mn]
chr20	32061043	32061045	[Mn]
chr20	32061068	32061070	[Mn]
chr20	32061075	32061077	[Mn]
chr20	32061131	32061133	[Mn]
chr20	32061139	32061141	[Mn]
chr20	32061171	32061173	[Mn]
chr20	32061223	32061225	[Mn]
chr20	32061227	32061229	[Mn]
chr20	32061260	32061262	[Mn]
chr20	32061283	32061285	[Mn]
chr20	50279082	50279084	[Mn]
chr20	50279147	50279149	[Mn]
chr20	50279150	50279152	[Mn]
chr20	50279152	50279154	[Mn]
chr20	50279214	50279216	[Mn]
chr5	54774871	54774873	[Mn]
chr5	54774908	54774910	[Mn]
chr5	54774923	54774925	[Mn]
chr5	54774929	54774931	[Mn]
chr5	54774985	54774987	[Mn]
chr5	54775103	54775105	[Mn]
chr5	54775137	54775139	[Mn]
chr5	149682394	149682396	[Mn]
chr5	149682412	149682414	[Mn]
chr5	149682426	149682428	[Mn]
chr5	149682461	149682463	[Mn]
chr5	151558808	151558810	[Mn]
chr5	151558836	151558838	[Mn]
chr5	151558921	151558923	[Mn]
chr5	151558936	151558938	[Mn]
chr5	172805855	172805857	[Mn]
chr5	172805897	172805899	[Mn]
chr5	172805909	172805911	[Mn]
chr5	172805921	172805923	[Mn]
chr5	172805935	172805937	[Mn]
chr5	172805950	172805952	[Mn]
chr5	172805964	172805966	[Mn]
chr9	27029468	27029470	[Mn]
chr9	27029484	27029486	[Mn]
chr9	27029517	27029519	[Mn]
chr9	27029529	27029531	[Mn]
chr9	27029536	27029538	[Mn]
chr9	27029544	27029546	[Mn]
chr9	137452968	137452970	[Mn]
chr9	137452996	137452998	[Mn]
chr9	137453006	137453008	[Mn]
chr9	137453018	137453020	[Mn]
chr9	137453040	137453042	[Mn]
chr9	137453072	137453074	[Mn]
chr9	137453081	137453083	[Mn]
chr9	137453087	137453089	[Mn]
chr9	137453135	137453137	[Mn]
chr1	1221863	1221865	[NK]
chr1	1221897	1221899	[NK]
chr1	1222070	1222072	[NK]
chr1	1222077	1222079	[NK]
chr1	1222089	1222091	[NK]
chr1	1222095	1222097	[NK]
chr1	1222100	1222102	[NK]
chr1	1222104	1222106	[NK]
chr1	1222141	1222143	[NK]
chr1	1222148	1222150	[NK]
chr1	1222151	1222153	[NK]
chr1	1222160	1222162	[NK]
chr1	1222170	1222172	[NK]
chr1	1222199	1222201	[NK]
chr1	1222209	1222211	[NK]
chr1	1222222	1222224	[NK]
chr1	1222256	1222258	[NK]
chr1	1222338	1222340	[NK]
chr1	1222365	1222367	[NK]
chr1	1222372	1222374	[NK]
chr1	1222383	1222385	[NK]
chr1	1222400	1222402	[NK]
chr1	1222422	1222424	[NK]
chr1	1222499	1222501	[NK]
chr1	1222520	1222522	[NK]
chr1	1222625	1222627	[NK]
chr1	1222685	1222687	[NK]
chr1	1222700	1222702	[NK]
chr1	1222741	1222743	[NK]
chr1	1222751	1222753	[NK]
chr1	1222763	1222765	[NK]
chr1	1222766	1222768	[NK]
chr1	1222781	1222783	[NK]
chr1	1222842	1222844	[NK]
chr1	1222848	1222850	[NK]
chr1	1222861	1222863	[NK]
chr1	12460165	12460167	[NK]
chr1	12460233	12460235	[NK]
chr1	12460270	12460272	[NK]
chr1	12460330	12460332	[NK]
chr1	12460362	12460364	[NK]
chr1	12460387	12460389	[NK]
chr1	15065784	15065786	[NK]
chr1	15065786	15065788	[NK]
chr1	15065799	15065801	[NK]
chr1	15065801	15065803	[NK]
chr1	15065811	15065813	[NK]
chr1	15065822	15065824	[NK]
chr1	15065828	15065830	[NK]
chr1	15065838	15065840	[NK]
chr1	15065846	15065848	[NK]
chr1	15065858	15065860	[NK]
chr1	15065862	15065864	[NK]
chr1	15065870	15065872	[NK]
chr1	15065872	15065874	[NK]
chr1	15065880	15065882	[NK]
chr1	15065884	15065886	[NK]
chr1	15065893	15065895	[NK]
chr1	15065901	15065903	[NK]
chr1	15065907	15065909	[NK]
chr1	15065936	15065938	[NK]
chr1	15065940	15065942	[NK]
chr1	15065961	15065963	[NK]
chr1	15065984	15065986	[NK]
chr1	15065987	15065989	[NK]
chr1	15066014	15066016	[NK]
chr1	15066021	15066023	[NK]
chr1	15066047	15066049	[NK]
chr1	15066058	15066060	[NK]
chr1	21020137	21020139	[NK]
chr1	21020203	21020205	[NK]
chr1	21020251	21020253	[NK]
chr1	21020315	21020317	[NK]
chr1	41896385	41896387	[NK]
chr1	41896447	41896449	[NK]
chr1	41896596	41896598	[NK]
chr1	41896636	41896638	[NK]
chr1	41896642	41896644	[NK]
chr1	41896650	41896652	[NK]
chr1	41896666	41896668	[NK]
chr1	41896676	41896678	[NK]
chr1	41896720	41896722	[NK]
chr1	41896734	41896736	[NK]
chr1	41896808	41896810	[NK]
chr1	84371184	84371186	[NK]
chr1	84371189	84371191	[NK]
chr1	84371260	84371262	[NK]
chr1	84371272	84371274	[NK]
chr1	89911713	89911715	[NK]
chr1	89911763	89911765	[NK]
chr1	89911783	89911785	[NK]
chr1	89911787	89911789	[NK]
chr1	91579736	91579738	[NK]
chr1	91579756	91579758	[NK]
chr1	91579937	91579939	[NK]
chr1	91580058	91580060	[NK]
chr1	91580061	91580063	[NK]
chr1	94021291	94021293	[NK]
chr1	94021309	94021311	[NK]
chr1	94021338	94021340	[NK]
chr1	94021348	94021350	[NK]
chr1	94021435	94021437	[NK]
chr1	100491860	100491862	[NK]
chr1	100491906	100491908	[NK]
chr1	100491912	100491914	[NK]
chr1	100491921	100491923	[NK]
chr1	100491959	100491961	[NK]
chr1	100491961	100491963	[NK]
chr1	100491982	100491984	[NK]
chr1	206693711	206693713	[NK]
chr1	206693726	206693728	[NK]
chr1	206693742	206693744	[NK]
chr1	206693765	206693767	[NK]
chr1	206693783	206693785	[NK]
chr1	206693837	206693839	[NK]
chr1	206693935	206693937	[NK]
chr10	7189940	7189942	[NK]
chr10	7189961	7189963	[NK]
chr10	7190055	7190057	[NK]
chr10	7190057	7190059	[NK]
chr10	7190066	7190068	[NK]
chr10	7190069	7190071	[NK]
chr10	7190072	7190074	[NK]
chr10	7190176	7190178	[NK]
chr10	7190182	7190184	[NK]
chr10	7190196	7190198	[NK]
chr10	7190363	7190365	[NK]
chr10	7190404	7190406	[NK]
chr10	7243321	7243323	[NK]
chr10	7243327	7243329	[NK]
chr10	7243374	7243376	[NK]
chr10	7243379	7243381	[NK]
chr10	7243428	7243430	[NK]
chr10	70600322	70600324	[NK]
chr10	70600372	70600374	[NK]
chr10	70600383	70600385	[NK]
chr10	70600457	70600459	[NK]
chr10	70600499	70600501	[NK]
chr10	70600508	70600510	[NK]
chr10	70600520	70600522	[NK]
chr10	70600525	70600527	[NK]
chr10	70600534	70600536	[NK]
chr10	70600539	70600541	[NK]
chr10	70600546	70600548	[NK]
chr10	70600591	70600593	[NK]
chr10	70600615	70600617	[NK]
chr10	70600629	70600631	[NK]
chr10	70600642	70600644	[NK]
chr10	70600691	70600693	[NK]
chr10	70600694	70600696	[NK]
chr10	70600699	70600701	[NK]
chr10	70600734	70600736	[NK]
chr10	70600738	70600740	[NK]
chr10	70600741	70600743	[NK]
chr10	70600754	70600756	[NK]
chr10	70600769	70600771	[NK]
chr10	70600790	70600792	[NK]
chr10	70600804	70600806	[NK]
chr10	70600819	70600821	[NK]
chr10	70600823	70600825	[NK]
chr10	70600836	70600838	[NK]
chr10	70600847	70600849	[NK]
chr10	70600891	70600893	[NK]
chr10	75176095	75176097	[NK]
chr10	75176139	75176141	[NK]
chr10	75176181	75176183	[NK]
chr10	75176211	75176213	[NK]
chr10	75176326	75176328	[NK]
chr10	119273512	119273514	[NK]
chr10	119273590	119273592	[NK]
chr10	119273592	119273594	[NK]
chr10	119273666	119273668	[NK]
chr10	125063312	125063314	[NK]
chr10	125063342	125063344	[NK]
chr10	125063358	125063360	[NK]
chr10	125063380	125063382	[NK]
chr10	125063412	125063414	[NK]
chr10	125063464	125063466	[NK]
chr10	125063467	125063469	[NK]
chr10	125063472	125063474	[NK]
chr10	125063476	125063478	[NK]
chr10	125063492	125063494	[NK]
chr10	125063517	125063519	[NK]
chr10	132686363	132686365	[NK]
chr10	132686393	132686395	[NK]
chr10	132686459	132686461	[NK]
chr10	132686478	132686480	[NK]
chr10	132686488	132686490	[NK]
chr10	132686494	132686496	[NK]
chr10	132686543	132686545	[NK]
chr11	3100169	3100171	[NK]
chr11	3100196	3100198	[NK]
chr11	3100201	3100203	[NK]
chr11	3100218	3100220	[NK]
chr11	3100229	3100231	[NK]
chr11	3100239	3100241	[NK]
chr11	3100242	3100244	[NK]
chr11	3100248	3100250	[NK]
chr11	3100359	3100361	[NK]
chr11	3100390	3100392	[NK]
chr11	3100506	3100508	[NK]
chr11	3100522	3100524	[NK]
chr11	3100599	3100601	[NK]
chr11	3100604	3100606	[NK]
chr11	3100616	3100618	[NK]
chr11	70366574	70366576	[NK]
chr11	70366582	70366584	[NK]
chr11	70366586	70366588	[NK]
chr11	70366589	70366591	[NK]
chr11	70366675	70366677	[NK]
chr11	75300556	75300558	[NK]
chr11	75300596	75300598	[NK]
chr11	75300605	75300607	[NK]
chr11	75300662	75300664	[NK]
chr11	75300687	75300689	[NK]
chr11	75300691	75300693	[NK]
chr11	75300693	75300695	[NK]
chr11	75300703	75300705	[NK]
chr11	75300731	75300733	[NK]
chr11	125512049	125512051	[NK]
chr11	125512052	125512054	[NK]
chr11	125512055	125512057	[NK]
chr11	125512099	125512101	[NK]
chr11	125512248	125512250	[NK]
chr11	125512262	125512264	[NK]
chr11	125512284	125512286	[NK]
chr11	125512288	125512290	[NK]
chr11	125512395	125512397	[NK]
chr11	128800963	128800965	[NK]
chr11	128801068	128801070	[NK]
chr11	128801071	128801073	[NK]
chr11	128801153	128801155	[NK]
chr11	128801171	128801173	[NK]
chr11	128801223	128801225	[NK]
chr11	128801229	128801231	[NK]
chr11	128801237	128801239	[NK]
chr12	9828147	9828149	[NK]
chr12	9828227	9828229	[NK]
chr12	9828369	9828371	[NK]
chr12	9828371	9828373	[NK]
chr12	9829531	9829533	[NK]
chr12	9829744	9829746	[NK]
chr12	9829968	9829970	[NK]
chr12	9829982	9829984	[NK]
chr12	10312250	10312252	[NK]
chr12	10312258	10312260	[NK]
chr12	10312284	10312286	[NK]
chr12	10312340	10312342	[NK]
chr12	10312408	10312410	[NK]
chr12	10312438	10312440	[NK]
chr12	10312470	10312472	[NK]
chr12	10312478	10312480	[NK]
chr12	10312502	10312504	[NK]
chr12	10312522	10312524	[NK]
chr12	10312534	10312536	[NK]
chr12	10312567	10312569	[NK]
chr12	10312569	10312571	[NK]
chr12	10312578	10312580	[NK]
chr12	10312598	10312600	[NK]
chr12	10312656	10312658	[NK]
chr12	10312666	10312668	[NK]
chr12	10312672	10312674	[NK]
chr12	10312706	10312708	[NK]
chr12	10312710	10312712	[NK]
chr12	10312714	10312716	[NK]
chr12	10312754	10312756	[NK]
chr12	10312782	10312784	[NK]
chr12	10312802	10312804	[NK]
