chrom	start	end	NaiveCD4-Bcell	NaiveCD4-Myloid	NaiveCD4-NK	NaiveCD4-NaiveCD8	NaiveCD4-PMNlike	NaiveCD4-Tregs	NaiveCD4-cm4	NaiveCD4-cm8	NaiveCD4-ed8	NaiveCD4-em4	NaiveCD4-em8	Minimum delta	Maximum delta	Average delta	NaiveCD4	NaiveCD8	nB	NK	PC	Mono	M0	M1	M2	iDC	mDC	PMN	cm8	em8	Eo	Tregs	em4	ed8	Mg	cm4	Er	mB	(Minimum delta+Average delta)/2	Minimum delta rank	Average delta rank	(Minimum delta rank+Average delta rank)/2	OwnGroup_avg_delta	OtherGroup_avg_delta	OwnGroup_avg_delta rank	OtherGroup_avg_delta rank	(OwnGroup_avg_delta rank+OtherGroup_avg_delta rank)/2	(OwnGroup_avg_delta rank+Average delta rank)/2	Methylation rank	(Methylation rank+OtherGroup_avg_delta rank+OwnGroup_avg_delta rank)/3	(Methylation rank+Average delta rank+OwnGroup_avg_delta rank)/3	(Methylation rank+Average delta rank+Minimum delta rank)/3
chr1	1305554	1305556	0.004416666666666663	0.0047291666666666645	0.431	0.071	0.050888888888888886	0.2781666666666667	0.22466666666666665	0.3706666666666667	0.17366666666666666	0.26516666666666666	0.3111666666666667	0.004416666666666663	0.431	0.1986849747474748	0.017333333333333336	0.08833333333333332	0.0	0.4483333333333333	0.05	0.0	0.02233333333333333	0.07533333333333334	0.006000000000000001	0.0	0.021	0.010666666666666666	0.38799999999999996	0.3285	0.028	0.2955	0.2825	0.191	0.2055	0.242	0.0575	0.012	0.10155082070707072	25780.0	24828.0	25304.0	0.26568749999999997	0.020011574074074074	11466.0	178458.0	94962.0	18147.0	88.0	63337.333333333336	12127.333333333334	16898.666666666668
chr1	1305558	1305560	0.012875	0.021875	0.4363333333333333	0.10666666666666667	0.034	0.32099999999999995	0.2785	0.2985	0.1875	0.335	0.303	0.012875	0.4363333333333333	0.21229545454545454	0.0	0.10666666666666667	0.011	0.4363333333333333	0.009666666666666664	0.0	0.034333333333333334	0.057666666666666665	0.0	0.0	0.037000000000000005	0.008	0.2985	0.303	0.0	0.32099999999999995	0.335	0.1875	0.105	0.2785	0.036000000000000004	0.0205	0.11258522727272727	21708.0	22767.0	22237.5	0.28331249999999997	0.02291666666666667	10228.0	170593.0	90410.5	16497.5	1.0	60274.0	10998.666666666666	14825.333333333334
chr1	1306291	1306293	0.05587500000000002	0.08333333333333331	0.3656666666666665	0.27	0.08242857142857142	0.3405	0.604	0.4555	0.5035	0.5285	0.4465	0.05587500000000002	0.604	0.3396185064935065	0.0	0.27	0.05100000000000001	0.3656666666666665	0.013333333333333334	0.06333333333333334	0.094	0.16666666666666666	0.02066666666666667	0.1195	0.035500000000000004	0.10966666666666668	0.4555	0.4465	0.08	0.3405	0.5285	0.5035	0.077	0.604	0.0455	0.127	0.19774675324675325	11252.0	10593.0	10922.5	0.4392708333333333	0.07387896825396824	3132.0	74037.0	38584.5	6862.5	1.0	25723.333333333332	4575.333333333333	7282.0
chr1	1306656	1306658	0.024749999999999942	0.07162500000000005	0.15899999999999992	0.121	0.13555555555555554	0.09150000000000004	0.02300000000000002	0.09399999999999996	0.11249999999999992	0.04900000000000005	0.14550000000000007	0.02300000000000002	0.15899999999999992	0.09340277777777778	0.769	0.89	0.9413333333333332	0.928	0.6993333333333333	0.88	0.7993333333333333	0.8180000000000001	0.809	0.8895	0.8759999999999999	0.8793333333333333	0.863	0.9145	0.8514999999999999	0.8605	0.8180000000000001	0.8815	0.953	0.792	0.9470000000000001	0.7140000000000001	0.0582013888888889	18259.0	66094.0	42176.5	0.0994375	0.07731018518518518	43598.0	70626.0	57112.0	54846.0	4914.0	39712.666666666664	38202.0	29755.666666666668
chr1	1306658	1306660	0.043458333333333383	0.09070833333333328	0.1303333333333333	0.10566666666666667	0.13888888888888895	0.052333333333333336	0.0028333333333333552	0.05933333333333335	0.16133333333333333	0.08333333333333337	0.1203333333333334	0.0028333333333333552	0.16133333333333333	0.08986868686868689	0.8146666666666667	0.9203333333333332	0.9416666666666668	0.945	0.882	0.9393333333333334	0.9159999999999999	0.914	0.8650000000000001	0.9	0.8915	0.9526666666666666	0.8740000000000001	0.935	0.9375	0.867	0.898	0.976	0.9840000000000001	0.8175	0.9405	0.6970000000000001	0.04635101010101012	26726.0	69178.0	47952.0	0.08943750000000002	0.09101851851851854	48847.0	59101.0	53974.0	59012.5	5241.0	37729.666666666664	41088.666666666664	33715.0
chr1	1306908	1306910	0.03737499999999983	0.114	0.17033333333333334	0.09466666666666657	0.10933333333333327	0.12949999999999995	0.06699999999999995	0.109	0.1735	0.08399999999999996	0.14049999999999996	0.03737499999999983	0.1735	0.11174621212121208	0.6890000000000001	0.7836666666666666	0.7606666666666667	0.8593333333333334	0.753	0.8536666666666667	0.7903333333333333	0.7876666666666666	0.8236666666666667	0.778	0.7629999999999999	0.7693333333333333	0.7979999999999999	0.8295	0.6215	0.8185	0.773	0.8625	0.9315	0.7559999999999999	0.8855	0.635	0.07456060606060595	14651.0	53395.0	34023.0	0.12106249999999996	0.0869027777777777	34495.0	62242.0	48368.5	43945.0	4352.0	33696.333333333336	30747.333333333332	24132.666666666668
chr1	1307027	1307029	0.04670833333333335	0.030083333333333125	0.2779999999999999	0.05500000000000005	0.10044444444444443	0.06733333333333325	0.04033333333333322	0.1393333333333333	0.1638333333333334	0.09533333333333338	0.16133333333333322	0.030083333333333125	0.2779999999999999	0.10706691919191916	0.6416666666666667	0.6966666666666668	0.7386666666666667	0.9196666666666666	0.6276666666666667	0.6216666666666667	0.6779999999999999	0.5943333333333333	0.7246666666666667	0.7085	0.7375	0.6866666666666666	0.7809999999999999	0.8029999999999999	0.574	0.7090000000000001	0.7370000000000001	0.8055000000000001	0.857	0.6819999999999999	0.8785000000000001	0.7040000000000001	0.06857512626262614	16308.0	56158.0	36233.0	0.12506249999999997	0.05907870370370363	33097.0	92204.0	62650.5	44627.5	4029.0	43110.0	31094.666666666668	25498.333333333332
chr1	1307031	1307033	0.2219166666666666	0.06135416666666671	0.2483333333333333	0.13766666666666666	0.16711111111111104	0.2056666666666666	0.17116666666666666	0.16466666666666668	0.2761666666666666	0.15866666666666668	0.31016666666666665	0.06135416666666671	0.31016666666666665	0.1929892676767677	0.37533333333333335	0.513	0.6266666666666666	0.6236666666666667	0.6213333333333333	0.4053333333333334	0.469	0.4240000000000001	0.4890000000000001	0.48700000000000004	0.3255	0.4126666666666667	0.54	0.6855	0.375	0.581	0.534	0.6515	0.7109999999999999	0.5465	0.736	0.517	0.1271717171717172	10434.0	25834.0	18134.0	0.20906249999999998	0.15012731481481478	17293.0	33365.0	25329.0	21563.5	2311.0	17656.333333333332	15146.0	12859.666666666666
chr1	1307037	1307039	0.21637500000000007	0.01962500000000006	0.27233333333333337	0.08833333333333337	0.17711111111111116	0.10600000000000004	0.044000000000000095	0.10900000000000004	0.3135000000000001	0.18950000000000009	0.2260000000000001	0.01962500000000006	0.3135000000000001	0.16016161616161625	0.366	0.4543333333333333	0.561	0.6383333333333333	0.6346666666666666	0.4073333333333333	0.3886666666666667	0.405	0.40166666666666667	0.3765	0.3045	0.4263333333333333	0.475	0.5920000000000001	0.4465	0.47200000000000003	0.5555	0.6795	0.6425000000000001	0.41	0.7155	0.536	0.08989330808080816	19291.0	33015.0	26153.0	0.1685833333333334	0.13770370370370377	23522.0	36920.0	30221.0	28268.5	2254.0	20898.666666666668	19597.0	18186.666666666668
chr1	1307106	1307108	0.03954166666666667	0.05185416666666666	0.2280000000000001	0.04733333333333335	0.11733333333333333	0.06266666666666669	0.04266666666666667	0.09716666666666668	0.11266666666666668	0.03366666666666668	0.11566666666666668	0.03366666666666668	0.2280000000000001	0.08623295454545456	0.07833333333333332	0.12566666666666668	0.17833333333333334	0.3063333333333333	0.069	0.15733333333333333	0.11166666666666668	0.105	0.171	0.1535	0.07050000000000001	0.133	0.17550000000000002	0.19399999999999998	0.121	0.141	0.11199999999999999	0.191	0.2875	0.121	0.2725	0.1005	0.05994981060606062	15470.0	72655.0	44062.5	0.0924791666666667	0.06957638888888888	47151.0	78701.0	62926.0	59903.0	511.0	42121.0	40105.666666666664	29545.333333333332
chr1	1307153	1307155	0.03020833333333335	0.030520833333333344	0.23700000000000004	0.14500000000000002	0.12588888888888888	0.05383333333333333	0.014833333333333353	0.03833333333333337	0.060833333333333336	0.019333333333333355	0.11533333333333334	0.014833333333333353	0.23700000000000004	0.0791925505050505	0.11966666666666664	0.26466666666666666	0.2093333333333333	0.3566666666666667	0.10966666666666668	0.13566666666666666	0.076	0.11599999999999999	0.22333333333333336	0.2105	0.1645	0.16233333333333333	0.15800000000000006	0.235	0.105	0.1735	0.139	0.1805	0.3840000000000001	0.1345	0.3725	0.121	0.047012941919191926	20936.0	80286.0	50611.0	0.08556250000000001	0.062206018518518515	51100.0	87837.0	69468.5	65693.0	781.0	46572.666666666664	44055.666666666664	34001.0
chr1	1307186	1307188	0.044291666666666674	0.14422916666666658	0.3836666666666666	0.2616666666666666	0.2725555555555557	0.10516666666666664	0.010666666666666658	0.16866666666666666	0.1346666666666667	0.033166666666666685	0.1991666666666666	0.010666666666666658	0.3836666666666666	0.15980997474747474	0.3063333333333333	0.568	0.5279999999999999	0.69	0.16033333333333333	0.4616666666666666	0.4136666666666666	0.5386666666666667	0.5383333333333332	0.2755	0.4005	0.4536666666666666	0.475	0.5055	0.4965000000000001	0.4115	0.3395	0.4410000000000001	0.7555	0.317	0.6725	0.37	0.0852383207070707	22631.0	33114.0	27872.5	0.16210416666666663	0.15369212962962966	24689.0	32470.0	28579.5	28901.5	1889.0	19682.666666666668	19897.333333333332	19211.333333333332
chr1	1307194	1307196	0.0710416666666667	0.14097916666666668	0.42000000000000015	0.2566666666666667	0.2653333333333333	0.10966666666666666	0.07116666666666667	0.12566666666666668	0.0916666666666667	0.10366666666666673	0.19116666666666668	0.0710416666666667	0.42000000000000015	0.16791098484848488	0.2313333333333333	0.488	0.4593333333333334	0.6513333333333334	0.136	0.3503333333333333	0.38533333333333336	0.4173333333333333	0.444	0.22	0.363	0.37633333333333335	0.35700000000000004	0.4225	0.373	0.341	0.335	0.32299999999999995	0.6695	0.3025	0.628	0.3165	0.11947632575757579	9169.0	31031.0	20100.0	0.17120833333333338	0.15911805555555555	23047.0	31308.0	27177.5	27039.0	1481.0	18612.0	18519.666666666668	13893.666666666666
chr1	1307199	1307201	0.20145833333333327	0.11420833333333333	0.3819999999999999	0.22599999999999995	0.20044444444444445	0.08233333333333329	0.11183333333333333	0.1558333333333333	0.2378333333333333	0.19083333333333333	0.2653333333333333	0.08233333333333329	0.3819999999999999	0.19710101010101005	0.13566666666666669	0.3616666666666665	0.3393333333333333	0.5176666666666666	0.4023333333333333	0.263	0.335	0.237	0.2786666666666667	0.14550000000000002	0.183	0.21633333333333327	0.2915	0.401	0.217	0.218	0.3265	0.3735	0.47600000000000003	0.2475	0.495	0.23600000000000002	0.13971717171717168	7873.0	25096.0	16484.5	0.20649999999999993	0.17203703703703702	17643.0	28843.0	23243.0	21369.5	881.0	15789.0	14540.0	11283.333333333334
chr1	1307223	1307225	0.086	0.03259999999999998	0.22866666666666666	0.0733333333333333	0.09011111111111107	0.03999999999999999	0.029499999999999974	0.0945	0.15549999999999994	0.07349999999999997	0.11549999999999995	0.029499999999999974	0.22866666666666666	0.09265555555555556	0.05500000000000002	0.12833333333333333	0.2113333333333333	0.2836666666666667	0.08233333333333333	0.06966666666666667	0.11599999999999999	0.08133333333333333	0.1655	0.0575	0.0335	0.11066666666666664	0.14950000000000002	0.17049999999999998	0.11	0.095	0.1285	0.2105	0.1615	0.08449999999999999	0.2155	0.1235	0.061077777777777766	16454.0	66731.0	41592.5	0.10131249999999999	0.06957037037037035	42696.0	78704.0	60700.0	54713.5	348.0	40582.666666666664	36591.666666666664	27844.333333333332
chr1	1309218	1309220	0.0005000000000000004	0.0050625	0.03033333333333333	0.009000000000000001	0.010666666666666668	0.013500000000000002	0.001	0.0005000000000000004	0.0019999999999999987	0.008	0.006999999999999999	0.0005000000000000004	0.03033333333333333	0.007960227272727273	0.005	0.013999999999999999	0.011333333333333334	0.035333333333333335	0.0	0.010666666666666666	0.0	0.013666666666666669	0.0	0.025	0.019	0.0046666666666666645	0.0055000000000000005	0.012	0.0395	0.018500000000000003	0.013	0.006999999999999999	0.0125	0.006	0.011500000000000002	0.005	0.004230113636363637	28375.0	241525.0	134950.0	0.008916666666666666	0.005409722222222223	115727.0	207719.0	161723.0	178626.0	13.0	107819.66666666667	119088.33333333333	89971.0
chr1	1316984	1316986	0.06166666666666665	0.037729166666666585	0.05466666666666675	0.059666666666666764	0.05399999999999983	0.04266666666666663	0.013666666666666716	0.0621666666666667	0.03866666666666664	0.048666666666666636	0.07416666666666671	0.013666666666666716	0.07416666666666671	0.0497935606060606	0.9113333333333332	0.971	0.9803333333333332	0.966	0.9823333333333334	0.943	0.9596666666666668	0.9526666666666666	0.93	0.929	0.9855	0.9553333333333334	0.9735	0.9855	0.9375	0.9540000000000001	0.96	0.95	0.9855	0.925	0.988	0.948	0.03173011363636366	21382.0	130571.0	75976.5	0.04929166666666669	0.051131944444444355	78425.0	104902.0	91663.5	104498.0	5967.0	63098.0	71654.33333333333	52640.0
chr1	1318090	1318092	0.03137499999999993	0.02587499999999987	0.053333333333333344	0.04599999999999993	0.02444444444444449	0.033499999999999974	0.04399999999999993	0.017000000000000015	0.025499999999999967	0.027000000000000024	0.05149999999999999	0.017000000000000015	0.053333333333333344	0.03450252525252522	0.938	0.9840000000000001	0.9690000000000001	0.9913333333333334	0.9543333333333334	0.9723333333333332	0.9693333333333332	0.9706666666666668	0.9523333333333334	0.9695	0.9445	0.9840000000000001	0.955	0.9895	0.9705	0.9715	0.965	0.9635	0.965	0.982	0.9195	0.9925	0.02575126262626262	20135.0	175833.0	97984.0	0.03722916666666665	0.02723148148148143	90386.0	158813.0	124599.5	133109.5	6147.0	85115.33333333333	90788.66666666667	67371.66666666667
chr1	1318111	1318113	0.01766666666666683	0.006416666666666626	0.006666666666666711	0.015666666666666718	0.022777777777778008	0.013666666666666829	0.00766666666666671	0.02816666666666678	0.004166666666666763	0.01816666666666677	0.033166666666666685	0.004166666666666763	0.033166666666666685	0.015835858585858675	0.9573333333333331	0.973	0.9753333333333334	0.9640000000000001	0.9753333333333334	0.9943333333333334	0.9533333333333336	0.9573333333333331	0.9576666666666668	1.0	0.916	0.9793333333333334	0.9855	0.9905	0.9855	0.971	0.9755	0.9615	0.987	0.965	0.969	0.9740000000000001	0.010001262626262719	25914.0	235390.0	130652.0	0.015916666666666746	0.015620370370370487	112482.0	189992.0	151237.0	173936.0	6279.0	102917.66666666667	118050.33333333333	89194.33333333333
chr1	1318120	1318122	0.0627500000000002	0.03774999999999995	0.04233333333333345	0.04700000000000015	0.012777777777777777	0.030000000000000138	0.04400000000000004	0.05950000000000012	0.06250000000000011	0.05100000000000005	0.0485000000000001	0.012777777777777777	0.0627500000000002	0.04528282828282837	0.925	0.972	0.9806666666666668	0.9673333333333334	0.9933333333333332	0.934	1.0	0.9753333333333334	0.9443333333333334	0.9845	0.937	0.9513333333333334	0.9845	0.9735	0.9235	0.955	0.976	0.9875	0.951	0.9690000000000001	0.9185	0.99	0.029030303030303073	21757.0	142360.0	82058.5	0.04810416666666677	0.037759259259259305	79577.0	131949.0	105763.0	110968.5	6055.0	72527.0	75997.33333333333	56724.0
chr1	1325510	1325512	0.27083333333333337	0.043958333333333335	0.4163333333333333	0.2493333333333333	0.1791111111111111	0.18133333333333326	0.21283333333333326	0.27133333333333337	0.4273333333333333	0.21233333333333326	0.18283333333333326	0.043958333333333335	0.4273333333333333	0.2406881313131313	0.02066666666666667	0.27	0.20700000000000005	0.4370000000000001	0.31833333333333336	0.010333333333333332	0.095	0.045000000000000005	0.16433333333333333	0.018500000000000003	0.0265	0.04800000000000002	0.29200000000000004	0.2035	0.0	0.20199999999999999	0.233	0.44799999999999995	0.405	0.2335	0.42200000000000004	0.37799999999999995	0.14232323232323232	13319.0	18988.0	16153.5	0.26920833333333327	0.16463425925925926	11206.0	30181.0	20693.5	15097.0	111.0	13832.666666666666	10101.666666666666	10806.0
chr1	1327190	1327192	0.03995833333333332	0.0211458333333332	0.01766666666666672	0.008000000000000007	0.00522222222222235	0.023833333333333373	0.04633333333333334	0.007833333333333359	0.007333333333333303	0.008333333333333416	0.034333333333333334	0.00522222222222235	0.04633333333333334	0.0199993686868687	0.9386666666666666	0.9466666666666668	0.99	0.9563333333333334	0.9723333333333332	0.9563333333333334	0.9733333333333332	0.958	0.9543333333333334	0.9335	0.982	0.9670000000000001	0.9465	0.973	0.9440000000000001	0.9625	0.947	0.946	0.9175	0.985	0.9355	0.971	0.012610795454545526	25330.0	225753.0	125541.5	0.019208333333333355	0.02210879629629629	109638.0	172783.0	141210.5	167695.5	6152.0	96191.0	113847.66666666667	85745.0
chr1	1329247	1329249	0.05537500000000006	0.04799999999999993	0.08033333333333338	0.07833333333333325	0.04133333333333322	0.07250000000000001	0.04849999999999999	0.07450000000000001	0.07250000000000001	0.02100000000000002	0.0635	0.02100000000000002	0.08033333333333338	0.05962499999999999	0.9109999999999999	0.9893333333333332	0.9763333333333334	0.9913333333333334	0.9756666666666668	0.9856666666666666	0.9436666666666668	0.9493333333333336	1.0	0.945	0.909	0.9583333333333334	0.9855	0.9745	0.9520000000000001	0.9835	0.932	0.9835	0.98	0.9595	0.916	0.9375	0.0403125	18845.0	109244.0	64044.5	0.06389583333333333	0.04823611111111107	65691.0	110114.0	87902.5	87467.5	5965.0	60590.0	60300.0	44684.666666666664
chr1	1329846	1329848	0.002708333333333313	0.003020833333333361	0.003333333333333189	0.010000000000000007	0.011555555555555652	0.025833333333333264	0.02483333333333337	0.009333333333333305	0.01633333333333331	0.01983333333333337	0.006833333333333358	0.002708333333333313	0.025833333333333264	0.012147095959595957	0.9626666666666668	0.9726666666666668	0.9616666666666668	0.966	0.9596666666666666	0.9903333333333334	0.9593333333333334	0.9583333333333334	0.9843333333333332	0.9605	0.9265	0.9743333333333334	0.972	0.9695	0.982	0.9885	0.9825	0.9790000000000001	0.965	0.9875	0.9755	0.9795	0.007427714646464635	26826.0	239951.0	133388.5	0.014541666666666647	0.005761574074074109	113522.0	207464.0	160493.0	176736.5	6313.0	109099.66666666667	119928.66666666667	91030.0
chr1	1336312	1336314	0.044916666666666605	0.022916666666666696	0.042999999999999934	0.024333333333333318	0.028111111111111087	0.0011666666666666492	0.06016666666666659	0.03416666666666668	0.011166666666666658	0.004666666666666708	0.022166666666666668	0.0011666666666666492	0.06016666666666659	0.026979797979797958	0.9303333333333332	0.9546666666666668	0.9756666666666668	0.9733333333333332	1.0	0.965	0.9583333333333334	0.8896666666666667	1.0	0.9690000000000001	0.9375	0.9333333333333332	0.9645	0.9525	0.95	0.9315	0.935	0.9415	1.0	0.9905	0.963	0.9375	0.014073232323232304	27883.0	202562.0	115222.5	0.02510416666666665	0.031981481481481465	103396.0	146063.0	124729.5	152979.0	6092.0	85183.66666666667	104016.66666666667	78845.66666666667
chr1	1336447	1336449	0.032375000000000036	0.02262500000000001	0.016000000000000014	0.031333333333333435	0.02111111111111119	0.04900000000000005	0.018500000000000072	0.04200000000000004	0.022500000000000075	0.04900000000000005	0.0060000000000001155	0.0060000000000001155	0.04900000000000005	0.02822222222222228	0.951	0.9823333333333334	0.9763333333333334	0.9670000000000001	0.9863333333333334	0.9646666666666668	0.9726666666666668	0.9903333333333334	0.9316666666666666	1.0	1.0	0.9683333333333334	0.993	0.957	0.9865	1.0	1.0	0.9735	0.9745	0.9695	0.961	0.9895	0.0171111111111112	24904.0	198092.0	111498.0	0.02929166666666673	0.025370370370370415	98685.0	163889.0	131287.0	148388.5	6237.0	89603.66666666667	101004.66666666667	76411.0
chr1	1338755	1338757	0.006333333333333524	0.01808333333333345	0.0016666666666668162	0.015000000000000124	0.00955555555555576	0.029333333333333437	0.019333333333333425	0.007333333333333414	0.013333333333333421	0.015833333333333366	0.02083333333333348	0.0016666666666668162	0.029333333333333437	0.01423989898989911	0.9646666666666666	0.9796666666666668	0.9753333333333334	0.9663333333333334	0.979	0.9853333333333332	0.991	0.9916666666666668	0.9543333333333334	1.0	0.9785	0.972	0.972	0.9855	0.9525	0.9940000000000001	0.9805	0.978	0.99	0.9840000000000001	0.9835	0.9525	0.007953282828282962	27523.0	237795.0	132659.0	0.015333333333333435	0.011324074074074245	112942.0	199668.0	156305.0	175368.5	6324.0	106311.33333333333	119020.33333333333	90547.33333333333
chr1	1339553	1339555	0.05799999999999994	0.03937499999999994	0.08499999999999996	0.027999999999999917	0.04211111111111121	0.08499999999999996	0.050999999999999934	0.05399999999999994	0.06699999999999995	0.08499999999999996	0.0635	0.027999999999999917	0.08499999999999996	0.059816919191919164	0.915	0.943	0.973	1.0	0.993	0.9436666666666668	1.0	0.9776666666666666	0.8913333333333333	0.9615	0.9545	0.99	0.9690000000000001	0.9785	0.9365	1.0	1.0	0.982	1.0	0.966	0.8855	0.943	0.04390845959595954	16853.0	108864.0	62858.5	0.06481249999999995	0.04649537037037036	65009.0	113457.0	89233.0	86936.5	5989.0	61485.0	59954.0	43902.0
chr1	1339719	1339721	0.0119166666666668	0.01910416666666681	0.024666666666666733	0.03166666666666673	0.014222222222222247	0.03166666666666673	0.003166666666666762	0.02066666666666672	0.03166666666666673	0.022166666666666668	0.02316666666666678	0.003166666666666762	0.03166666666666673	0.02127967171717179	0.9683333333333332	1.0	0.9643333333333334	0.993	0.9943333333333334	0.9933333333333332	1.0	1.0	0.9856666666666666	0.9590000000000001	0.972	0.9626666666666668	0.9890000000000001	0.9915	1.0	1.0	0.9905	1.0	0.9845	0.9715	0.993	0.983	0.012223169191919276	26510.0	221929.0	124219.5	0.02360416666666673	0.015081018518518619	105032.0	191347.0	148189.5	163480.5	6346.0	100908.33333333333	111102.33333333333	84928.33333333333
chr1	1339870	1339872	0.1114583333333332	0.11704761904761908	0.1479999999999999	0.1043333333333334	0.0020833333333333264	0.006333333333333191	0.10033333333333327	0.07683333333333331	0.20333333333333325	0.04783333333333328	0.12083333333333325	0.0020833333333333264	0.20333333333333325	0.09440205627705622	0.7566666666666667	0.8610000000000001	0.9443333333333334	0.9046666666666666	0.8553333333333333	0.9645	0.8140000000000001	0.8396666666666667	0.8550000000000001	0.947	0.915	0.8843333333333333	0.8335	0.8775	0.733	0.7629999999999999	0.8045	0.96	0.7384999999999999	0.857	0.6034999999999999	0.7729999999999999	0.048242694805194775	27246.0	65272.0	46259.0	0.1009791666666666	0.0768630952380952	42854.0	71049.0	56951.5	54063.0	4827.0	39576.666666666664	37651.0	32448.333333333332
chr1	1342060	1342062	0.006916666666666682	0.0207291666666668	0.0003333333333332966	0.028000000000000025	0.02055555555555555	0.019666666666666832	0.03266666666666673	0.03316666666666679	0.022166666666666786	0.02316666666666678	0.02416666666666678	0.0003333333333332966	0.03316666666666679	0.021048611111111185	0.9613333333333332	0.9893333333333332	0.9470000000000001	0.9616666666666666	0.9826666666666668	0.9893333333333332	0.99	0.9653333333333332	0.9783333333333334	1.0	0.972	0.9923333333333332	0.9945	0.9855	0.982	0.981	0.9845	0.9835	0.9805	0.9940000000000001	0.9675	0.9785	0.01069097222222224	28500.0	222620.0	125560.0	0.022916666666666752	0.016067129629629678	105761.0	188901.0	147331.0	164190.5	6304.0	100322.0	111561.66666666667	85808.0
chr1	1346616	1346618	0.0545000000000001	0.03943750000000002	0.03933333333333333	0.047666666666666746	0.04711111111111122	0.03650000000000009	0.07100000000000006	0.04749999999999999	0.058500000000000114	0.05000000000000005	0.03700000000000003	0.03650000000000009	0.07100000000000006	0.048049873737373794	0.929	0.9766666666666668	0.9673333333333334	0.9683333333333332	0.9886666666666668	0.9853333333333332	0.9670000000000001	0.9573333333333331	0.966	0.934	1.0	0.9733333333333332	0.9765	0.966	0.981	0.9655	0.9790000000000001	0.9875	1.0	1.0	0.9515	1.0	0.04227493686868694	14850.0	134978.0	74914.0	0.04843750000000005	0.047016203703703775	79257.0	112416.0	95836.5	107117.5	6083.0	65918.66666666667	73439.33333333333	51970.333333333336
chr1	1354327	1354329	0.061666666666666675	0.034541666666666686	0.014333333333333332	0.007000000000000006	0.006888888888888896	0.10816666666666667	0.09016666666666667	0.008666666666666677	0.09266666666666667	0.15366666666666667	0.04116666666666668	0.006888888888888896	0.15366666666666667	0.05626641414141415	0.03133333333333333	0.03833333333333334	0.13466666666666668	0.04566666666666666	0.05966666666666667	0.03866666666666667	0.09566666666666668	0.11533333333333334	0.04866666666666667	0.0335	0.046	0.007666666666666665	0.04000000000000002	0.07250000000000001	0.081	0.1395	0.185	0.124	0.0475	0.1215	0.032	0.08050000000000003	0.031577651515151524	24429.0	115864.0	70146.5	0.06447916666666667	0.03436574074074075	65248.0	140094.0	102671.0	90556.0	180.0	68507.33333333333	60430.666666666664	46824.333333333336
chr1	1354367	1354369	0.08433333333333333	0.03027083333333333	0.03966666666666667	0.06900000000000002	0.045333333333333316	0.1418333333333333	0.08633333333333333	0.05133333333333333	0.2268333333333333	0.2373333333333333	0.2253333333333333	0.03027083333333333	0.2373333333333333	0.11250946969696968	0.07766666666666668	0.1466666666666667	0.10266666666666667	0.11733333333333335	0.2103333333333333	0.034666666666666665	0.15533333333333335	0.2376666666666667	0.055	0.1155	0.024	0.07866666666666668	0.129	0.303	0.192	0.2195	0.31499999999999995	0.3045	0.087	0.16399999999999998	0.1565	0.1785	0.0713901515151515	16259.0	52983.0	34621.0	0.13470833333333332	0.053312499999999985	30646.0	101160.0	65903.0	41814.5	508.0	44104.666666666664	28045.666666666668	23250.0
chr1	1354461	1354463	0.15858333333333333	0.001145833333333332	0.007666666666666663	0.011333333333333334	0.033666666666666636	0.09383333333333332	0.03933333333333334	0.011833333333333328	0.07433333333333332	0.12083333333333332	0.04533333333333333	0.001145833333333332	0.15858333333333333	0.054354166666666655	0.035666666666666666	0.04700000000000002	0.05166666666666666	0.043333333333333335	0.43133333333333335	0.016999999999999998	0.05933333333333333	0.07333333333333335	0.018666666666666658	0.024	0.018000000000000002	0.01833333333333333	0.0475	0.081	0.199	0.1295	0.1565	0.11	0.0195	0.07500000000000001	0.066	0.0525	0.027749999999999993	27892.0	119856.0	73874.0	0.05056249999999999	0.06446527777777776	77213.0	84864.0	81038.5	98534.5	205.0	54094.0	65758.0	49317.666666666664
chr1	1354532	1354534	0.1864583333333333	0.034770833333333334	0.005666666666666653	0.039666666666666656	0.04866666666666666	0.14133333333333334	0.061833333333333323	0.03733333333333333	0.07983333333333334	0.1693333333333333	0.052833333333333315	0.005666666666666653	0.1864583333333333	0.07797537878787876	0.12666666666666668	0.16633333333333333	0.187	0.13233333333333333	0.5576666666666666	0.128	0.16133333333333333	0.26666666666666666	0.14666666666666667	0.1695	0.068	0.11133333333333334	0.16399999999999998	0.1795	0.2955	0.268	0.29600000000000004	0.2065	0.16949999999999998	0.1885	0.157	0.1355	0.04182102272727271	25083.0	81717.0	53400.0	0.07347916666666665	0.08996527777777778	58868.0	59870.0	59369.0	70292.5	820.0	39852.666666666664	47135.0	35873.333333333336
